Generation,Best,Time,Total_Time
0,269,0.266,0.266
1,269,0.064,0.330
2,285,0.068,0.398
3,285,0.051,0.449
4,285,0.065,0.514
5,285,0.074,0.588
6,285,0.055,0.643
7,285,0.064,0.707
8,285,0.058,0.765
9,285,0.058,0.823
10,285,0.059,0.882
11,285,0.062,0.944
12,285,0.047,0.991
13,285,0.049,1.040
14,285,0.055,1.095
15,285,0.049,1.144
16,285,0.052,1.196
17,285,0.050,1.246
18,285,0.045,1.291
19,285,0.041,1.332
20,285,0.042,1.374
21,285,0.061,1.435
22,285,0.060,1.495
23,285,0.042,1.537
24,285,0.042,1.579
25,285,0.051,1.630
26,287,0.044,1.674
27,287,0.047,1.721
28,287,0.046,1.767
29,287,0.038,1.805
30,287,0.045,1.850
31,287,0.048,1.898
32,287,0.043,1.941
33,287,0.045,1.986
34,287,0.055,2.041
35,287,0.060,2.101
36,287,0.044,2.145
37,287,0.051,2.196
38,287,0.042,2.238
39,287,0.046,2.284
40,287,0.050,2.334
41,287,0.049,2.383
42,287,0.050,2.433
43,287,0.050,2.483
44,287,0.040,2.523
45,287,0.046,2.569
46,287,0.047,2.616
47,287,0.049,2.665
48,287,0.054,2.719
49,287,0.045,2.764
50,287,0.041,2.805
51,287,0.108,2.913
52,287,0.070,2.983
53,287,0.047,3.030
54,287,0.047,3.077
55,287,0.039,3.116
56,287,0.047,3.163
57,287,0.045,3.208
58,287,0.054,3.262
59,287,0.045,3.307
60,287,0.042,3.349
61,287,0.045,3.394
62,287,0.047,3.441
63,287,0.048,3.489
64,287,0.047,3.536
65,287,0.045,3.581
66,287,0.050,3.631
67,287,0.048,3.679
68,287,0.040,3.719
69,287,0.039,3.758
70,287,0.050,3.808
71,287,0.044,3.852
72,287,0.052,3.904
73,287,0.050,3.954
74,287,0.046,4.000
75,287,0.035,4.035
76,287,0.047,4.082
77,287,0.045,4.127
78,287,0.037,4.164
79,292,0.037,4.201
80,292,0.035,4.236
81,292,0.039,4.275
82,292,0.040,4.315
83,292,0.082,4.397
84,292,0.055,4.452
85,292,0.039,4.491
86,292,0.041,4.532
87,292,0.045,4.577
88,292,0.037,4.614
89,292,0.036,4.650
90,292,0.037,4.687
91,292,0.042,4.729
92,292,0.039,4.768
93,292,0.044,4.812
94,292,0.045,4.857
95,292,0.054,4.911
96,292,0.048,4.959
97,292,0.054,5.013
98,292,0.054,5.067
99,292,0.037,5.104
100,292,0.037,5.141
101,292,0.043,5.184
102,292,0.043,5.227
103,292,0.045,5.272
104,292,0.075,5.347
105,292,0.042,5.389
106,292,0.037,5.426
107,292,0.038,5.464
108,292,0.047,5.511
109,292,0.040,5.551
