Maximum fit for each generation: 
Best fit for generation 144: 298
Best fit for generation 145: 298
Best fit for generation 146: 298
Best fit for generation 147: 298
Best fit for generation 148: 298
Best fit for generation 149: 298
Best fit for generation 150: 298
Best fit for generation 151: 298
Best fit for generation 152: 298
Best fit for generation 153: 299
Best fit for generation 154: 299
Best fit for generation 155: 299
Best fit for generation 156: 299
Best fit for generation 157: 299
Best fit for generation 158: 299
Best fit for generation 159: 299
Best fit for generation 160: 299
Best fit for generation 161: 299
Best fit for generation 162: 299
Best fit for generation 163: 299
Best fit for generation 164: 299
Best fit for generation 165: 299
Best fit for generation 166: 299
Best fit for generation 167: 299
Best fit for generation 168: 299
Best fit for generation 169: 299
Best fit for generation 170: 299
Best fit for generation 171: 299
Best fit for generation 172: 299
Best fit for generation 173: 299
Best fit for generation 174: 299
Best fit for generation 175: 299
Best fit for generation 176: 299
Best fit for generation 177: 299
Best fit for generation 178: 299
Best fit for generation 179: 299
Best fit for generation 180: 299
Best fit for generation 181: 299
Best fit for generation 182: 299
Best fit for generation 183: 299
Best fit for generation 184: 299
Best fit for generation 185: 299
Best fit for generation 186: 299
Best fit for generation 187: 299
Best fit for generation 188: 299
Best fit for generation 189: 299
Best fit for generation 190: 299
Best fit for generation 191: 299
Best fit for generation 192: 299
Best fit for generation 193: 299
Best fit for generation 194: 299
Best fit for generation 195: 299
Best fit for generation 196: 299
Best fit for generation 197: 299
Best fit for generation 198: 299
Best fit for generation 199: 299
Best fit for generation 200: 299
Best fit for generation 201: 299
Best fit for generation 202: 299
Best fit for generation 203: 299
Best fit for generation 204: 299
Best fit for generation 205: 299
Best fit for generation 206: 299
Best fit for generation 207: 299
Best fit for generation 208: 299
Best fit for generation 209: 299
Best fit for generation 210: 299
Best fit for generation 211: 299
Best fit for generation 212: 299
Best fit for generation 213: 299
Best fit for generation 214: 299
Best fit for generation 215: 299
Best fit for generation 216: 299
Best fit for generation 217: 299
Best fit for generation 218: 299
Best fit for generation 219: 299
Best fit for generation 220: 308
Best fit for generation 221: 308
Best fit for generation 222: 308
Best fit for generation 223: 308
Best fit for generation 224: 308
Best fit for generation 225: 308
Best fit for generation 226: 308
Best fit for generation 227: 308
Best fit for generation 228: 308
Best fit for generation 229: 308
Best fit for generation 230: 308
Best fit for generation 231: 308
Best fit for generation 232: 308
Best fit for generation 233: 308
Best fit for generation 234: 308
Best fit for generation 235: 308
Best fit for generation 236: 308
Best fit for generation 237: 308
Best fit for generation 238: 308
Best fit for generation 239: 308
Best fit for generation 240: 308
Best fit for generation 241: 308
Best fit for generation 242: 308
Best fit for generation 243: 308
Best fit for generation 244: 308
Best fit for generation 245: 308
Best fit for generation 246: 308
Best fit for generation 247: 308
Best fit for generation 248: 308
Best fit for generation 249: 308
Best fit for generation 250: 308
Best fit for generation 251: 308
Best fit for generation 252: 308
Best fit for generation 253: 308
Best fit for generation 254: 308
Best fit for generation 255: 308
Best fit for generation 256: 308
Best fit for generation 257: 308
Best fit for generation 258: 308
Best fit for generation 259: 308
Best fit for generation 260: 308
Best fit for generation 261: 308
Best fit for generation 262: 308
Best fit for generation 263: 308
Best fit for generation 264: 308
Best fit for generation 265: 308
Best fit for generation 266: 308
Best fit for generation 267: 308
Best fit for generation 268: 308
Best fit for generation 269: 308
Best fit for generation 270: 308
Best fit for generation 271: 308
Best fit for generation 272: 308
Best fit for generation 273: 308
Best fit for generation 274: 308
Best fit for generation 275: 308
Best fit for generation 276: 308
Best fit for generation 277: 308
Best fit for generation 278: 308
Best fit for generation 279: 308
Best fit for generation 280: 308
Best fit for generation 281: 308
Best fit for generation 282: 308
Best fit for generation 283: 308
Best fit for generation 284: 308
Best fit for generation 285: 308
Best fit for generation 286: 308
Best fit for generation 287: 308
Best fit for generation 288: 308
Best fit for generation 289: 308
Best fit for generation 290: 308
Best fit for generation 291: 308
Best fit for generation 292: 308
Best fit for generation 293: 308
Best fit for generation 294: 308
Best fit for generation 295: 308
Best fit for generation 296: 308
Best fit for generation 297: 308
Best fit for generation 298: 308
Best fit for generation 299: 308
Best fit for generation 300: 308
Best fit for generation 301: 308
Best fit for generation 302: 308
Best fit for generation 303: 308
Best fit for generation 304: 308
Best fit for generation 305: 308
Best fit for generation 306: 308
Best fit for generation 307: 308
Best fit for generation 308: 308
Best fit for generation 309: 308
Best fit for generation 310: 308
Best fit for generation 311: 308
Best fit for generation 312: 308
Best fit for generation 313: 308
Best fit for generation 314: 308
Best fit for generation 315: 308
Best fit for generation 316: 308
Best fit for generation 317: 308
Best fit for generation 318: 308
Best fit for generation 319: 308
Best fit for generation 320: 308
Best fit for generation 321: 308
Best fit for generation 322: 308
Best fit for generation 323: 308
Best fit for generation 324: 308
Best fit for generation 325: 308
Best fit for generation 326: 308
Best fit for generation 327: 308
Best fit for generation 328: 308
Best fit for generation 329: 308
Best fit for generation 330: 308
Best fit for generation 331: 308
Best fit for generation 332: 308
Best fit for generation 333: 308
Best fit for generation 334: 308
Best fit for generation 335: 308
Best fit for generation 336: 308
Best fit for generation 337: 308
Best fit for generation 338: 308
Best fit for generation 339: 308
Best fit for generation 340: 308
Best fit for generation 341: 308
Best fit for generation 342: 308
Best fit for generation 343: 308
Best fit for generation 344: 308
Best fit for generation 345: 308
Best fit for generation 346: 308
Best fit for generation 347: 308
Best fit for generation 348: 308
Best fit for generation 349: 308
Best fit for generation 350: 308
Best fit for generation 351: 308
Best fit for generation 352: 308
Best fit for generation 353: 308
Best fit for generation 354: 308
Best fit for generation 355: 308
Best fit for generation 356: 308
Best fit for generation 357: 308
Best fit for generation 358: 308
Best fit for generation 359: 308
Best fit for generation 360: 308
Best fit for generation 361: 308
Best fit for generation 362: 308
Best fit for generation 363: 308
Best fit for generation 364: 308
Best fit for generation 365: 308
Best fit for generation 366: 308
Best fit for generation 367: 308
Best fit for generation 368: 308
Best fit for generation 369: 308
Best fit for generation 370: 308
Best fit for generation 371: 308
Best fit for generation 372: 308
Best fit for generation 373: 308
Best fit for generation 374: 308
Best fit for generation 375: 308
Best fit for generation 376: 308
Best fit for generation 377: 308
Best fit for generation 378: 308
Best fit for generation 379: 308
Best fit for generation 380: 314
Best fit for generation 381: 314
Best fit for generation 382: 314
Best fit for generation 383: 314
Best fit for generation 384: 314
Best fit for generation 385: 314
Best fit for generation 386: 314
Best fit for generation 387: 314
Best fit for generation 388: 314
Best fit for generation 389: 314
Best fit for generation 390: 314
Best fit for generation 391: 314
Best fit for generation 392: 314
Best fit for generation 393: 314
Best fit for generation 394: 314
Best fit for generation 395: 314
Best fit for generation 396: 314
Best fit for generation 397: 314
Best fit for generation 398: 314
Best fit for generation 399: 314
Best fit for generation 400: 314
Best fit for generation 401: 314
Best fit for generation 402: 314
Best fit for generation 403: 314
Best fit for generation 404: 314
Best fit for generation 405: 314
Best fit for generation 406: 314
Best fit for generation 407: 314
Best fit for generation 408: 314
Best fit for generation 409: 314
Best fit for generation 410: 314
Best fit for generation 411: 314
Best fit for generation 412: 314
Best fit for generation 413: 314
Best fit for generation 414: 314
Best fit for generation 415: 314
Best fit for generation 416: 314
Best fit for generation 417: 314
Best fit for generation 418: 314
Best fit for generation 419: 314
Best fit for generation 420: 314
Best fit for generation 421: 314
Best fit for generation 422: 314
Best fit for generation 423: 314
Best fit for generation 424: 314
Best fit for generation 425: 314
Best fit for generation 426: 314
Best fit for generation 427: 314
Best fit for generation 428: 314
Best fit for generation 429: 314
Best fit for generation 430: 314
Best fit for generation 431: 314
Best fit for generation 432: 314
Best fit for generation 433: 314
Best fit for generation 434: 314
Best fit for generation 435: 314
Best fit for generation 436: 314
Best fit for generation 437: 314
Best fit for generation 438: 314
Best fit for generation 439: 314
Best fit for generation 440: 314
Best fit for generation 441: 314
Best fit for generation 442: 314
Best fit for generation 443: 314
Best fit for generation 444: 314
Best fit for generation 445: 314
Best fit for generation 446: 314
Best fit for generation 447: 314
Best fit for generation 448: 314
Best fit for generation 449: 314
Best fit for generation 450: 314
Best fit for generation 451: 314
Best fit for generation 452: 314
Best fit for generation 453: 314
Best fit for generation 454: 314
Best fit for generation 455: 314
Best fit for generation 456: 314
Best fit for generation 457: 314
Best fit for generation 458: 314
Best fit for generation 459: 314
Best fit for generation 460: 314
Best fit for generation 461: 314
Best fit for generation 462: 314
Best fit for generation 463: 314
Best fit for generation 464: 314
Best fit for generation 465: 314
Best fit for generation 466: 314
Best fit for generation 467: 314
Best fit for generation 468: 314
Best fit for generation 469: 314
Best fit for generation 470: 314
Best fit for generation 471: 314
Best fit for generation 472: 314
Best fit for generation 473: 314
Best fit for generation 474: 314
Best fit for generation 475: 314
Best fit for generation 476: 314
Best fit for generation 477: 314
Best fit for generation 478: 314
Best fit for generation 479: 314
Best fit for generation 480: 314
Best fit for generation 481: 314
Best fit for generation 482: 314
Best fit for generation 483: 314
Best fit for generation 484: 314
Best fit for generation 485: 314
Best fit for generation 486: 314
Best fit for generation 487: 314
Best fit for generation 488: 314
Best fit for generation 489: 314
Best fit for generation 490: 314
Best fit for generation 491: 314
Best fit for generation 492: 314
Best fit for generation 493: 314
Best fit for generation 494: 314
Best fit for generation 495: 314
Best fit for generation 496: 314
Best fit for generation 497: 314
Best fit for generation 498: 314
Best fit for generation 499: 314
Best fit for generation 500: 314
Best fit for generation 501: 314
Best fit for generation 502: 314
Best fit for generation 503: 314
Best fit for generation 504: 314
Best fit for generation 505: 314
Best fit for generation 506: 314
Best fit for generation 507: 314
Best fit for generation 508: 314
Best fit for generation 509: 314
Best fit for generation 510: 314
Best fit for generation 511: 314
Best fit for generation 512: 314
Best fit for generation 513: 314
Best fit for generation 514: 314
Best fit for generation 515: 314
Best fit for generation 516: 314
Best fit for generation 517: 314
Best fit for generation 518: 314
Best fit for generation 519: 314
Best fit for generation 520: 314
Best fit for generation 521: 314
Best fit for generation 522: 314
Best fit for generation 523: 314
Best fit for generation 524: 314
Best fit for generation 525: 314
Best fit for generation 526: 314
Best fit for generation 527: 314
Best fit for generation 528: 314
Best fit for generation 529: 314
Best fit for generation 530: 314
Best fit for generation 531: 314
Best fit for generation 532: 314
Best fit for generation 533: 314
Best fit for generation 534: 314
Best fit for generation 535: 314
Best fit for generation 536: 314
Best fit for generation 537: 314
Best fit for generation 538: 314
Best fit for generation 539: 314
Best fit for generation 540: 314
Best fit for generation 541: 314
Best fit for generation 542: 314
Best fit for generation 543: 314
Best fit for generation 544: 314
Best fit for generation 545: 314
Best fit for generation 546: 314
Best fit for generation 547: 314
Best fit for generation 548: 314
Best fit for generation 549: 314
Best fit for generation 550: 314
Best fit for generation 551: 314
Best fit for generation 552: 314
Best fit for generation 553: 314
Best fit for generation 554: 314
Best fit for generation 555: 314
Best fit for generation 556: 314
Best fit for generation 557: 314
Best fit for generation 558: 314
Best fit for generation 559: 314
Best fit for generation 560: 314
Best fit for generation 561: 314
Best fit for generation 562: 314
Best fit for generation 563: 314
Best fit for generation 564: 314
Best fit for generation 565: 314
Best fit for generation 566: 314
Best fit for generation 567: 314
Best fit for generation 568: 314
Best fit for generation 569: 314
Best fit for generation 570: 314
Best fit for generation 571: 314
Best fit for generation 572: 314
Best fit for generation 573: 314
Best fit for generation 574: 314
Best fit for generation 575: 314
Best fit for generation 576: 314
Best fit for generation 577: 314
Best fit for generation 578: 319
Best fit for generation 579: 319
Best fit for generation 580: 319
Best fit for generation 581: 319
Best fit for generation 582: 319
Best fit for generation 583: 319
Best fit for generation 584: 319
Best fit for generation 585: 319
Best fit for generation 586: 319
Best fit for generation 587: 319
Best fit for generation 588: 319
Best fit for generation 589: 319
Best fit for generation 590: 319
Best fit for generation 591: 319
Best fit for generation 592: 319
Best fit for generation 593: 319
Best fit for generation 594: 319
Best fit for generation 595: 319
Best fit for generation 596: 319
Best fit for generation 597: 319
Best fit for generation 598: 319
Best fit for generation 599: 319
Best fit for generation 600: 319
Best fit for generation 601: 319
Best fit for generation 602: 319
Best fit for generation 603: 319
Best fit for generation 604: 319
Best fit for generation 605: 319
Best fit for generation 606: 319
Best fit for generation 607: 319
Best fit for generation 608: 319
Best fit for generation 609: 319
Best fit for generation 610: 319
Best fit for generation 611: 319
Best fit for generation 612: 319
Best fit for generation 613: 319
Best fit for generation 614: 319
Best fit for generation 615: 319
Best fit for generation 616: 319
Best fit for generation 617: 319
Best fit for generation 618: 319
Best fit for generation 619: 319
Best fit for generation 620: 319
Best fit for generation 621: 319
Best fit for generation 622: 319
Best fit for generation 623: 319
Best fit for generation 624: 319
Best fit for generation 625: 319
Best fit for generation 626: 319
Best fit for generation 627: 319
Best fit for generation 628: 319
Best fit for generation 629: 319
Best fit for generation 630: 319
Best fit for generation 631: 319
Best fit for generation 632: 319
Best fit for generation 633: 319
Best fit for generation 634: 319
Best fit for generation 635: 319
Best fit for generation 636: 319
Best fit for generation 637: 319
Best fit for generation 638: 319
Best fit for generation 639: 319
Best fit for generation 640: 319
Best fit for generation 641: 319
Best fit for generation 642: 319
Best fit for generation 643: 319
Best fit for generation 644: 319
Best fit for generation 645: 319
Best fit for generation 646: 319
Best fit for generation 647: 319
Best fit for generation 648: 319
Best fit for generation 649: 319
Best fit for generation 650: 319
Best fit for generation 651: 319
Best fit for generation 652: 319
Best fit for generation 653: 319
Best fit for generation 654: 319
Best fit for generation 655: 319
Best fit for generation 656: 319
Best fit for generation 657: 319
Best fit for generation 658: 319
Best fit for generation 659: 319
Best fit for generation 660: 319
Best fit for generation 661: 319
Best fit for generation 662: 319
Best fit for generation 663: 319
Best fit for generation 664: 319
Best fit for generation 665: 319
Best fit for generation 666: 319
Best fit for generation 667: 319
Best fit for generation 668: 319
Best fit for generation 669: 319
Best fit for generation 670: 319
Best fit for generation 671: 319
Best fit for generation 672: 319
Best fit for generation 673: 319
Best fit for generation 674: 319
Best fit for generation 675: 319
Best fit for generation 676: 319
Best fit for generation 677: 319
Best fit for generation 678: 319
Best fit for generation 679: 319
Best fit for generation 680: 319
Best fit for generation 681: 319
Best fit for generation 682: 319
Best fit for generation 683: 319
Best fit for generation 684: 319
Best fit for generation 685: 319
Best fit for generation 686: 319
Best fit for generation 687: 319
Best fit for generation 688: 319
Best fit for generation 689: 319
Best fit for generation 690: 319
Best fit for generation 691: 319
Best fit for generation 692: 319
Best fit for generation 693: 319
Best fit for generation 694: 319
Best fit for generation 695: 319
Best fit for generation 696: 319
Best fit for generation 697: 319
Best fit for generation 698: 324
Best fit for generation 699: 324
Best fit for generation 700: 324
Best fit for generation 701: 324
Best fit for generation 702: 324
Best fit for generation 703: 324
Best fit for generation 704: 324
Best fit for generation 705: 324
Best fit for generation 706: 324
Best fit for generation 707: 324
Best fit for generation 708: 324
Best fit for generation 709: 324
Best fit for generation 710: 324
Best fit for generation 711: 324
Best fit for generation 712: 324
Best fit for generation 713: 324
Best fit for generation 714: 324
Best fit for generation 715: 324
Best fit for generation 716: 324
Best fit for generation 717: 324
Best fit for generation 718: 324
Best fit for generation 719: 324
Best fit for generation 720: 324
Best fit for generation 721: 324
Best fit for generation 722: 324
Best fit for generation 723: 324
Best fit for generation 724: 324
Best fit for generation 725: 324
Best fit for generation 726: 324
Best fit for generation 727: 324
Best fit for generation 728: 324
Best fit for generation 729: 324
Best fit for generation 730: 324
Best fit for generation 731: 324
Best fit for generation 732: 324
Best fit for generation 733: 324
Best fit for generation 734: 324
Best fit for generation 735: 324
Best fit for generation 736: 324
Best fit for generation 737: 324
Best fit for generation 738: 324
Best fit for generation 739: 324
Best fit for generation 740: 324
Best fit for generation 741: 324
Best fit for generation 742: 324
Best fit for generation 743: 324
Best fit for generation 744: 324
Best fit for generation 745: 324
Best fit for generation 746: 324
Best fit for generation 747: 324
Best fit for generation 748: 324
Best fit for generation 749: 324
Best fit for generation 750: 324
Best fit for generation 751: 324
Best fit for generation 752: 324
Best fit for generation 753: 324
Best fit for generation 754: 324
Best fit for generation 755: 329
Best fit for generation 756: 329
Best fit for generation 757: 329
Best fit for generation 758: 329
Best fit for generation 759: 329
Best fit for generation 760: 329
Best fit for generation 761: 329
Best fit for generation 762: 329
Best fit for generation 763: 329
Best fit for generation 764: 329
Best fit for generation 765: 329
Best fit for generation 766: 329
Best fit for generation 767: 329
Best fit for generation 768: 329
Best fit for generation 769: 329
Best fit for generation 770: 329
Best fit for generation 771: 329
Best fit for generation 772: 329
Best fit for generation 773: 329
Best fit for generation 774: 329
Best fit for generation 775: 329
Best fit for generation 776: 329
Best fit for generation 777: 329
Best fit for generation 778: 329
Best fit for generation 779: 329
Best fit for generation 780: 329
Best fit for generation 781: 329
Best fit for generation 782: 329
Best fit for generation 783: 329
Best fit for generation 784: 329
Best fit for generation 785: 329
Best fit for generation 786: 329
Best fit for generation 787: 329
Best fit for generation 788: 329
Best fit for generation 789: 329
Best fit for generation 790: 329
Best fit for generation 791: 329
Best fit for generation 792: 329
Best fit for generation 793: 329
Best fit for generation 794: 329
Best fit for generation 795: 329
Best fit for generation 796: 329
Best fit for generation 797: 329
Best fit for generation 798: 329
Best fit for generation 799: 329
Best fit for generation 800: 329
Best fit for generation 801: 329
Best fit for generation 802: 329
Best fit for generation 803: 329
Best fit for generation 804: 329
Best fit for generation 805: 329
Best fit for generation 806: 329
Best fit for generation 807: 329
Best fit for generation 808: 329
Best fit for generation 809: 329
Best fit for generation 810: 329
Best fit for generation 811: 329
Best fit for generation 812: 329
Best fit for generation 813: 329
Best fit for generation 814: 329
Best fit for generation 815: 329
Best fit for generation 816: 329
Best fit for generation 817: 329
Best fit for generation 818: 329
Best fit for generation 819: 329
Best fit for generation 820: 329
Best fit for generation 821: 329
Best fit for generation 822: 329
Best fit for generation 823: 329
Best fit for generation 824: 329
Best fit for generation 825: 329
Best fit for generation 826: 329
Best fit for generation 827: 329
Best fit for generation 828: 329
Best fit for generation 829: 329
Best fit for generation 830: 329
Best fit for generation 831: 329
Best fit for generation 832: 329
Best fit for generation 833: 329
Best fit for generation 834: 329
Best fit for generation 835: 329
Best fit for generation 836: 329
Best fit for generation 837: 329
Best fit for generation 838: 329
Best fit for generation 839: 329
Best fit for generation 840: 329
Best fit for generation 841: 329
Best fit for generation 842: 329
Best fit for generation 843: 329
Best fit for generation 844: 329
Best fit for generation 845: 329
Best fit for generation 846: 329
Best fit for generation 847: 329
Best fit for generation 848: 329
Best fit for generation 849: 329
Best fit for generation 850: 329
Best fit for generation 851: 329
Best fit for generation 852: 329
Best fit for generation 853: 329
Best fit for generation 854: 329
Best fit for generation 855: 329
Best fit for generation 856: 329
Best fit for generation 857: 329
Best fit for generation 858: 329
Best fit for generation 859: 329
Best fit for generation 860: 329
Best fit for generation 861: 329
Best fit for generation 862: 329
Best fit for generation 863: 329
Best fit for generation 864: 329
Best fit for generation 865: 329
Best fit for generation 866: 329
Best fit for generation 867: 329
Best fit for generation 868: 329
Best fit for generation 869: 329
Best fit for generation 870: 329
Best fit for generation 871: 329
Best fit for generation 872: 329
Best fit for generation 873: 329
Best fit for generation 874: 329
Best fit for generation 875: 329
Best fit for generation 876: 329
Best fit for generation 877: 329
Best fit for generation 878: 329
Best fit for generation 879: 329
Best fit for generation 880: 329
Best fit for generation 881: 329
Best fit for generation 882: 329
Best fit for generation 883: 329
Best fit for generation 884: 329
Best fit for generation 885: 329
Best fit for generation 886: 329
Best fit for generation 887: 329
Best fit for generation 888: 329
Best fit for generation 889: 329
Best fit for generation 890: 329
Best fit for generation 891: 329
Best fit for generation 892: 329
Best fit for generation 893: 329
Best fit for generation 894: 329
Best fit for generation 895: 329
Best fit for generation 896: 329
Best fit for generation 897: 329
Best fit for generation 898: 329
Best fit for generation 899: 329
Best fit for generation 900: 329
Best fit for generation 901: 329
Best fit for generation 902: 329
Best fit for generation 903: 329
Best fit for generation 904: 329
Best fit for generation 905: 329
Best fit for generation 906: 329
Best fit for generation 907: 329
Best fit for generation 908: 329
Best fit for generation 909: 329
Best fit for generation 910: 329
Best fit for generation 911: 329
Best fit for generation 912: 329
Best fit for generation 913: 329
Best fit for generation 914: 329
Best fit for generation 915: 329
Best fit for generation 916: 329
Best fit for generation 917: 329
Best fit for generation 918: 329
Best fit for generation 919: 329
Best fit for generation 920: 329
Best fit for generation 921: 329
Best fit for generation 922: 329
Best fit for generation 923: 329
Best fit for generation 924: 329
Best fit for generation 925: 329
Best fit for generation 926: 329
Best fit for generation 927: 329
Best fit for generation 928: 329
Best fit for generation 929: 329
Best fit for generation 930: 329
Best fit for generation 931: 329
Best fit for generation 932: 329
Best fit for generation 933: 329
Best fit for generation 934: 329
Best fit for generation 935: 329
Best fit for generation 936: 329
Best fit for generation 937: 329
Best fit for generation 938: 329
Best fit for generation 939: 329
Best fit for generation 940: 329
Best fit for generation 941: 329
Best fit for generation 942: 329
Best fit for generation 943: 329
Best fit for generation 944: 329
Best fit for generation 945: 329
Best fit for generation 946: 329
Best fit for generation 947: 329
Best fit for generation 948: 329
Best fit for generation 949: 329
Best fit for generation 950: 329
Best fit for generation 951: 329
Best fit for generation 952: 329
Best fit for generation 953: 329
Best fit for generation 954: 329
Best fit for generation 955: 329
Best fit for generation 956: 329
Best fit for generation 957: 329
Best fit for generation 958: 329
Best fit for generation 959: 329
Best fit for generation 960: 329
Best fit for generation 961: 329
Best fit for generation 962: 329
Best fit for generation 963: 329
Best fit for generation 964: 329
Best fit for generation 965: 329
Best fit for generation 966: 329
Best fit for generation 967: 329
Best fit for generation 968: 329
Best fit for generation 969: 329
Best fit for generation 970: 329
Best fit for generation 971: 329
Best fit for generation 972: 329
Best fit for generation 973: 329
Best fit for generation 974: 329
Best fit for generation 975: 329
Best fit for generation 976: 329
Best fit for generation 977: 329
Best fit for generation 978: 329
Best fit for generation 979: 329
Best fit for generation 980: 329
Best fit for generation 981: 329
Best fit for generation 982: 329
Best fit for generation 983: 329
Best fit for generation 984: 329
Best fit for generation 985: 329
Best fit for generation 986: 329
Best fit for generation 987: 329
Best fit for generation 988: 329
Best fit for generation 989: 329
Best fit for generation 990: 329
Best fit for generation 991: 329
Best fit for generation 992: 329
Best fit for generation 993: 329
Best fit for generation 994: 329
Best fit for generation 995: 329
Best fit for generation 996: 329
Best fit for generation 997: 329
Best fit for generation 998: 329
Best fit for generation 999: 329
Best fit for generation 1000: 329
