Generation,Best,Time,Total_Time
0,542,0.175,0.175
1,542,0.086,0.261
2,558,0.067,0.328
3,558,0.131,0.459
4,558,0.053,0.512
5,558,0.064,0.576
6,558,0.049,0.625
7,558,0.081,0.706
8,558,0.056,0.762
9,559,0.067,0.829
10,559,0.078,0.907
11,559,0.063,0.970
12,559,0.041,1.011
13,559,0.033,1.044
14,559,0.041,1.085
15,559,0.056,1.141
16,559,0.041,1.182
17,559,0.036,1.218
18,559,0.040,1.258
19,559,0.040,1.298
20,559,0.058,1.356
21,559,0.049,1.405
22,594,0.056,1.461
23,594,0.058,1.519
24,594,0.056,1.575
25,594,0.044,1.619
26,594,0.028,1.647
27,594,0.026,1.673
28,594,0.023,1.696
29,594,0.028,1.724
30,594,0.031,1.755
31,594,0.029,1.784
32,594,0.027,1.811
33,594,0.027,1.838
34,594,0.026,1.864
35,594,0.029,1.893
36,594,0.025,1.918
37,594,0.025,1.943
38,594,0.026,1.969
39,594,0.028,1.997
40,594,0.033,2.030
41,594,0.029,2.059
42,594,0.033,2.092
43,599,0.025,2.117
44,599,0.038,2.155
45,599,0.030,2.185
46,599,0.027,2.212
47,599,0.034,2.246
48,599,0.028,2.274
49,599,0.029,2.303
50,599,0.026,2.329
51,599,0.028,2.357
52,599,0.028,2.385
53,599,0.028,2.413
54,599,0.033,2.446
55,599,0.027,2.473
56,599,0.028,2.501
57,599,0.028,2.529
58,599,0.031,2.560
59,599,0.022,2.582
60,599,0.028,2.610
61,599,0.033,2.643
62,599,0.025,2.668
63,599,0.032,2.700
64,599,0.034,2.734
65,599,0.032,2.766
66,599,0.029,2.795
67,599,0.041,2.836
68,599,0.031,2.867
69,599,0.025,2.892
70,599,0.027,2.919
71,599,0.030,2.949
72,599,0.027,2.976
73,599,0.072,3.048
74,599,0.028,3.076
75,599,0.030,3.106
76,599,0.031,3.137
77,599,0.027,3.164
78,599,0.023,3.187
79,599,0.033,3.220
80,599,0.029,3.249
81,599,0.025,3.274
82,599,0.027,3.301
83,599,0.028,3.329
84,599,0.025,3.354
85,599,0.026,3.380
86,599,0.033,3.413
87,599,0.028,3.441
88,599,0.027,3.468
89,599,0.031,3.499
90,599,0.029,3.528
91,599,0.033,3.561
92,599,0.039,3.600
93,599,0.030,3.630
94,599,0.033,3.663
95,599,0.032,3.695
96,599,0.025,3.720
97,599,0.031,3.751
98,599,0.030,3.781
99,599,0.033,3.814
100,599,0.032,3.846
101,599,0.035,3.881
102,599,0.029,3.910
103,599,0.026,3.936
104,613,0.032,3.968
105,613,0.031,3.999
106,613,0.029,4.028
107,613,0.028,4.056
108,613,0.031,4.087
109,613,0.029,4.116
110,613,0.030,4.146
111,613,0.027,4.173
112,613,0.031,4.204
113,613,0.027,4.231
114,613,0.031,4.262
115,613,0.030,4.292
116,613,0.030,4.322
117,613,0.033,4.355
118,613,0.030,4.385
119,613,0.031,4.416
120,613,0.052,4.468
121,613,0.073,4.541
122,613,0.027,4.568
123,613,0.027,4.595
124,613,0.033,4.628
125,613,0.031,4.659
126,613,0.030,4.689
127,653,0.034,4.723
128,653,0.042,4.765
129,653,0.029,4.794
130,653,0.025,4.819
131,653,0.029,4.848
132,653,0.027,4.875
133,653,0.027,4.902
134,653,0.039,4.941
135,653,0.035,4.976
136,653,0.038,5.014
137,653,0.033,5.047
138,653,0.034,5.081
139,657,0.041,5.122
140,657,0.033,5.155
141,657,0.027,5.182
142,657,0.029,5.211
143,657,0.033,5.244
144,657,0.031,5.275
145,657,0.026,5.301
146,657,0.026,5.327
147,657,0.028,5.355
148,657,0.026,5.381
149,657,0.030,5.411
150,657,0.030,5.441
151,657,0.030,5.471
152,657,0.037,5.508
153,657,0.027,5.535
154,657,0.026,5.561
155,657,0.029,5.590
156,657,0.026,5.616
157,657,0.033,5.649
158,657,0.028,5.677
159,657,0.031,5.708
160,657,0.027,5.735
161,657,0.032,5.767
162,657,0.026,5.793
163,657,0.025,5.818
164,657,0.028,5.846
165,657,0.032,5.878
166,657,0.030,5.908
167,657,0.027,5.935
168,657,0.027,5.962
169,657,0.027,5.989
170,657,0.027,6.016
171,657,0.029,6.045
172,657,0.038,6.083
173,657,0.031,6.114
174,657,0.030,6.144
175,657,0.026,6.170
176,657,0.027,6.197
177,657,0.026,6.223
178,657,0.030,6.253
179,657,0.030,6.283
180,657,0.041,6.324
181,657,0.029,6.353
182,657,0.030,6.383
183,657,0.027,6.410
184,657,0.067,6.477
185,657,0.039,6.516
186,657,0.042,6.558
187,657,0.031,6.589
188,657,0.060,6.649
189,657,0.039,6.688
190,657,0.034,6.722
191,657,0.028,6.750
192,657,0.041,6.791
193,657,0.034,6.825
194,657,0.036,6.861
195,657,0.026,6.887
196,657,0.027,6.914
197,657,0.030,6.944
198,657,0.025,6.969
199,657,0.024,6.993
200,657,0.032,7.025
