Maximum fit for each generation: 
Best fit for generation 167: 419
Best fit for generation 168: 419
Best fit for generation 169: 419
Best fit for generation 170: 419
Best fit for generation 171: 419
Best fit for generation 172: 419
Best fit for generation 173: 419
Best fit for generation 174: 419
Best fit for generation 175: 419
Best fit for generation 176: 419
Best fit for generation 177: 419
Best fit for generation 178: 419
Best fit for generation 179: 419
Best fit for generation 180: 419
Best fit for generation 181: 419
Best fit for generation 182: 419
Best fit for generation 183: 419
Best fit for generation 184: 419
Best fit for generation 185: 419
Best fit for generation 186: 419
Best fit for generation 187: 419
Best fit for generation 188: 419
Best fit for generation 189: 419
Best fit for generation 190: 419
Best fit for generation 191: 419
Best fit for generation 192: 419
Best fit for generation 193: 419
Best fit for generation 194: 419
Best fit for generation 195: 419
Best fit for generation 196: 419
Best fit for generation 197: 419
Best fit for generation 198: 419
Best fit for generation 199: 419
Best fit for generation 200: 419
Best fit for generation 201: 419
Best fit for generation 202: 419
Best fit for generation 203: 419
Best fit for generation 204: 419
Best fit for generation 205: 419
Best fit for generation 206: 419
Best fit for generation 207: 419
Best fit for generation 208: 419
Best fit for generation 209: 419
Best fit for generation 210: 419
Best fit for generation 211: 419
Best fit for generation 212: 419
Best fit for generation 213: 419
Best fit for generation 214: 419
Best fit for generation 215: 419
Best fit for generation 216: 419
Best fit for generation 217: 419
Best fit for generation 218: 419
Best fit for generation 219: 419
Best fit for generation 220: 419
Best fit for generation 221: 419
Best fit for generation 222: 419
Best fit for generation 223: 419
Best fit for generation 224: 419
Best fit for generation 225: 419
Best fit for generation 226: 419
Best fit for generation 227: 419
Best fit for generation 228: 419
Best fit for generation 229: 419
Best fit for generation 230: 419
Best fit for generation 231: 419
Best fit for generation 232: 419
Best fit for generation 233: 419
Best fit for generation 234: 419
Best fit for generation 235: 419
Best fit for generation 236: 419
Best fit for generation 237: 419
Best fit for generation 238: 419
Best fit for generation 239: 419
Best fit for generation 240: 419
Best fit for generation 241: 419
Best fit for generation 242: 419
Best fit for generation 243: 419
Best fit for generation 244: 419
Best fit for generation 245: 419
Best fit for generation 246: 419
Best fit for generation 247: 421
Best fit for generation 248: 421
Best fit for generation 249: 421
Best fit for generation 250: 421
Best fit for generation 251: 421
Best fit for generation 252: 421
Best fit for generation 253: 421
Best fit for generation 254: 421
Best fit for generation 255: 421
Best fit for generation 256: 421
Best fit for generation 257: 421
Best fit for generation 258: 421
Best fit for generation 259: 421
Best fit for generation 260: 421
Best fit for generation 261: 421
Best fit for generation 262: 421
Best fit for generation 263: 421
Best fit for generation 264: 421
Best fit for generation 265: 421
Best fit for generation 266: 421
Best fit for generation 267: 421
Best fit for generation 268: 421
Best fit for generation 269: 421
Best fit for generation 270: 421
Best fit for generation 271: 421
Best fit for generation 272: 421
Best fit for generation 273: 421
Best fit for generation 274: 421
Best fit for generation 275: 421
Best fit for generation 276: 421
Best fit for generation 277: 421
Best fit for generation 278: 421
Best fit for generation 279: 421
Best fit for generation 280: 421
Best fit for generation 281: 421
Best fit for generation 282: 421
Best fit for generation 283: 421
Best fit for generation 284: 421
Best fit for generation 285: 421
Best fit for generation 286: 421
Best fit for generation 287: 421
Best fit for generation 288: 421
Best fit for generation 289: 421
Best fit for generation 290: 421
Best fit for generation 291: 421
Best fit for generation 292: 421
Best fit for generation 293: 421
Best fit for generation 294: 421
Best fit for generation 295: 421
Best fit for generation 296: 421
Best fit for generation 297: 421
Best fit for generation 298: 421
Best fit for generation 299: 421
Best fit for generation 300: 421
Best fit for generation 301: 421
Best fit for generation 302: 421
Best fit for generation 303: 421
Best fit for generation 304: 421
Best fit for generation 305: 421
Best fit for generation 306: 421
Best fit for generation 307: 421
Best fit for generation 308: 421
Best fit for generation 309: 421
Best fit for generation 310: 421
Best fit for generation 311: 421
Best fit for generation 312: 421
Best fit for generation 313: 421
Best fit for generation 314: 421
Best fit for generation 315: 421
Best fit for generation 316: 421
Best fit for generation 317: 421
Best fit for generation 318: 421
Best fit for generation 319: 421
Best fit for generation 320: 421
Best fit for generation 321: 421
Best fit for generation 322: 421
Best fit for generation 323: 421
Best fit for generation 324: 421
Best fit for generation 325: 421
Best fit for generation 326: 421
Best fit for generation 327: 421
Best fit for generation 328: 421
Best fit for generation 329: 421
Best fit for generation 330: 421
Best fit for generation 331: 421
Best fit for generation 332: 421
Best fit for generation 333: 421
Best fit for generation 334: 421
Best fit for generation 335: 421
Best fit for generation 336: 421
Best fit for generation 337: 421
Best fit for generation 338: 421
Best fit for generation 339: 421
Best fit for generation 340: 421
Best fit for generation 341: 421
Best fit for generation 342: 421
Best fit for generation 343: 421
Best fit for generation 344: 421
Best fit for generation 345: 421
Best fit for generation 346: 421
Best fit for generation 347: 421
Best fit for generation 348: 421
Best fit for generation 349: 421
Best fit for generation 350: 421
Best fit for generation 351: 421
Best fit for generation 352: 421
Best fit for generation 353: 421
Best fit for generation 354: 421
Best fit for generation 355: 421
Best fit for generation 356: 421
Best fit for generation 357: 421
Best fit for generation 358: 421
Best fit for generation 359: 421
Best fit for generation 360: 421
Best fit for generation 361: 421
Best fit for generation 362: 421
Best fit for generation 363: 421
Best fit for generation 364: 421
Best fit for generation 365: 421
Best fit for generation 366: 421
Best fit for generation 367: 421
Best fit for generation 368: 421
Best fit for generation 369: 421
Best fit for generation 370: 421
Best fit for generation 371: 421
Best fit for generation 372: 421
Best fit for generation 373: 421
Best fit for generation 374: 421
Best fit for generation 375: 421
Best fit for generation 376: 421
Best fit for generation 377: 421
Best fit for generation 378: 421
Best fit for generation 379: 421
Best fit for generation 380: 421
Best fit for generation 381: 421
Best fit for generation 382: 421
Best fit for generation 383: 421
Best fit for generation 384: 421
Best fit for generation 385: 421
Best fit for generation 386: 421
Best fit for generation 387: 421
Best fit for generation 388: 421
Best fit for generation 389: 421
Best fit for generation 390: 421
Best fit for generation 391: 421
Best fit for generation 392: 421
Best fit for generation 393: 421
Best fit for generation 394: 421
Best fit for generation 395: 421
Best fit for generation 396: 421
Best fit for generation 397: 421
Best fit for generation 398: 421
Best fit for generation 399: 421
Best fit for generation 400: 421
Best fit for generation 401: 421
Best fit for generation 402: 421
Best fit for generation 403: 421
Best fit for generation 404: 421
Best fit for generation 405: 421
Best fit for generation 406: 421
Best fit for generation 407: 421
Best fit for generation 408: 421
Best fit for generation 409: 421
Best fit for generation 410: 421
Best fit for generation 411: 421
Best fit for generation 412: 421
Best fit for generation 413: 421
Best fit for generation 414: 421
Best fit for generation 415: 421
Best fit for generation 416: 421
Best fit for generation 417: 421
Best fit for generation 418: 421
Best fit for generation 419: 421
Best fit for generation 420: 421
Best fit for generation 421: 421
Best fit for generation 422: 421
Best fit for generation 423: 421
Best fit for generation 424: 421
Best fit for generation 425: 421
Best fit for generation 426: 421
Best fit for generation 427: 421
Best fit for generation 428: 421
Best fit for generation 429: 421
Best fit for generation 430: 421
Best fit for generation 431: 421
Best fit for generation 432: 421
Best fit for generation 433: 421
Best fit for generation 434: 421
Best fit for generation 435: 421
Best fit for generation 436: 421
Best fit for generation 437: 421
Best fit for generation 438: 421
Best fit for generation 439: 421
Best fit for generation 440: 421
Best fit for generation 441: 421
Best fit for generation 442: 421
Best fit for generation 443: 421
Best fit for generation 444: 421
Best fit for generation 445: 421
Best fit for generation 446: 421
Best fit for generation 447: 421
Best fit for generation 448: 421
Best fit for generation 449: 421
Best fit for generation 450: 421
Best fit for generation 451: 421
Best fit for generation 452: 421
Best fit for generation 453: 421
Best fit for generation 454: 421
Best fit for generation 455: 421
Best fit for generation 456: 421
Best fit for generation 457: 421
Best fit for generation 458: 421
Best fit for generation 459: 421
Best fit for generation 460: 421
Best fit for generation 461: 421
Best fit for generation 462: 421
Best fit for generation 463: 421
Best fit for generation 464: 421
Best fit for generation 465: 421
Best fit for generation 466: 421
Best fit for generation 467: 421
Best fit for generation 468: 421
Best fit for generation 469: 421
Best fit for generation 470: 421
Best fit for generation 471: 421
Best fit for generation 472: 421
Best fit for generation 473: 421
Best fit for generation 474: 421
Best fit for generation 475: 421
Best fit for generation 476: 421
Best fit for generation 477: 421
Best fit for generation 478: 421
Best fit for generation 479: 421
Best fit for generation 480: 421
Best fit for generation 481: 421
Best fit for generation 482: 421
Best fit for generation 483: 421
Best fit for generation 484: 421
Best fit for generation 485: 421
Best fit for generation 486: 421
Best fit for generation 487: 421
Best fit for generation 488: 421
Best fit for generation 489: 421
Best fit for generation 490: 421
Best fit for generation 491: 421
Best fit for generation 492: 421
Best fit for generation 493: 421
Best fit for generation 494: 421
Best fit for generation 495: 421
Best fit for generation 496: 421
Best fit for generation 497: 421
Best fit for generation 498: 421
Best fit for generation 499: 421
Best fit for generation 500: 421
Best fit for generation 501: 421
Best fit for generation 502: 421
Best fit for generation 503: 421
Best fit for generation 504: 421
Best fit for generation 505: 421
Best fit for generation 506: 421
Best fit for generation 507: 421
Best fit for generation 508: 421
Best fit for generation 509: 421
Best fit for generation 510: 421
Best fit for generation 511: 421
Best fit for generation 512: 421
Best fit for generation 513: 421
Best fit for generation 514: 421
Best fit for generation 515: 421
Best fit for generation 516: 421
Best fit for generation 517: 421
Best fit for generation 518: 421
Best fit for generation 519: 421
Best fit for generation 520: 421
Best fit for generation 521: 421
Best fit for generation 522: 421
Best fit for generation 523: 421
Best fit for generation 524: 421
Best fit for generation 525: 421
Best fit for generation 526: 421
Best fit for generation 527: 421
Best fit for generation 528: 421
Best fit for generation 529: 421
Best fit for generation 530: 421
Best fit for generation 531: 421
Best fit for generation 532: 421
Best fit for generation 533: 421
Best fit for generation 534: 421
Best fit for generation 535: 421
Best fit for generation 536: 421
Best fit for generation 537: 421
Best fit for generation 538: 421
Best fit for generation 539: 421
Best fit for generation 540: 421
Best fit for generation 541: 421
Best fit for generation 542: 421
Best fit for generation 543: 421
Best fit for generation 544: 421
Best fit for generation 545: 421
Best fit for generation 546: 421
Best fit for generation 547: 421
Best fit for generation 548: 421
Best fit for generation 549: 421
Best fit for generation 550: 421
Best fit for generation 551: 421
Best fit for generation 552: 421
Best fit for generation 553: 421
Best fit for generation 554: 421
Best fit for generation 555: 421
Best fit for generation 556: 421
Best fit for generation 557: 421
Best fit for generation 558: 421
Best fit for generation 559: 421
Best fit for generation 560: 421
Best fit for generation 561: 421
Best fit for generation 562: 421
Best fit for generation 563: 421
Best fit for generation 564: 421
Best fit for generation 565: 421
Best fit for generation 566: 421
Best fit for generation 567: 421
Best fit for generation 568: 421
Best fit for generation 569: 421
Best fit for generation 570: 421
Best fit for generation 571: 421
Best fit for generation 572: 421
Best fit for generation 573: 421
Best fit for generation 574: 421
Best fit for generation 575: 421
Best fit for generation 576: 421
Best fit for generation 577: 421
Best fit for generation 578: 421
Best fit for generation 579: 421
Best fit for generation 580: 421
Best fit for generation 581: 421
Best fit for generation 582: 421
Best fit for generation 583: 421
Best fit for generation 584: 421
Best fit for generation 585: 421
Best fit for generation 586: 421
Best fit for generation 587: 421
Best fit for generation 588: 421
Best fit for generation 589: 421
Best fit for generation 590: 421
Best fit for generation 591: 421
Best fit for generation 592: 421
Best fit for generation 593: 421
Best fit for generation 594: 421
Best fit for generation 595: 421
Best fit for generation 596: 421
Best fit for generation 597: 421
Best fit for generation 598: 421
Best fit for generation 599: 421
Best fit for generation 600: 421
Best fit for generation 601: 421
Best fit for generation 602: 421
Best fit for generation 603: 421
Best fit for generation 604: 421
Best fit for generation 605: 421
Best fit for generation 606: 421
Best fit for generation 607: 421
Best fit for generation 608: 421
Best fit for generation 609: 421
Best fit for generation 610: 421
Best fit for generation 611: 421
Best fit for generation 612: 421
Best fit for generation 613: 421
Best fit for generation 614: 421
Best fit for generation 615: 421
Best fit for generation 616: 421
Best fit for generation 617: 421
Best fit for generation 618: 421
Best fit for generation 619: 421
Best fit for generation 620: 421
Best fit for generation 621: 421
Best fit for generation 622: 421
Best fit for generation 623: 421
Best fit for generation 624: 421
Best fit for generation 625: 421
Best fit for generation 626: 421
Best fit for generation 627: 421
Best fit for generation 628: 421
Best fit for generation 629: 421
Best fit for generation 630: 421
Best fit for generation 631: 421
Best fit for generation 632: 421
Best fit for generation 633: 421
Best fit for generation 634: 421
Best fit for generation 635: 421
Best fit for generation 636: 421
Best fit for generation 637: 421
Best fit for generation 638: 421
Best fit for generation 639: 421
Best fit for generation 640: 421
Best fit for generation 641: 421
Best fit for generation 642: 421
Best fit for generation 643: 421
Best fit for generation 644: 421
Best fit for generation 645: 421
Best fit for generation 646: 421
Best fit for generation 647: 421
Best fit for generation 648: 421
Best fit for generation 649: 421
Best fit for generation 650: 421
Best fit for generation 651: 421
Best fit for generation 652: 421
Best fit for generation 653: 421
Best fit for generation 654: 421
Best fit for generation 655: 421
Best fit for generation 656: 421
Best fit for generation 657: 421
Best fit for generation 658: 421
Best fit for generation 659: 421
Best fit for generation 660: 421
Best fit for generation 661: 421
Best fit for generation 662: 421
Best fit for generation 663: 421
Best fit for generation 664: 421
Best fit for generation 665: 421
Best fit for generation 666: 421
Best fit for generation 667: 421
Best fit for generation 668: 421
Best fit for generation 669: 421
Best fit for generation 670: 421
Best fit for generation 671: 421
Best fit for generation 672: 421
Best fit for generation 673: 421
Best fit for generation 674: 421
Best fit for generation 675: 421
Best fit for generation 676: 421
Best fit for generation 677: 421
Best fit for generation 678: 421
Best fit for generation 679: 421
Best fit for generation 680: 421
Best fit for generation 681: 421
Best fit for generation 682: 421
Best fit for generation 683: 421
Best fit for generation 684: 421
Best fit for generation 685: 421
Best fit for generation 686: 421
Best fit for generation 687: 421
Best fit for generation 688: 421
Best fit for generation 689: 421
Best fit for generation 690: 421
Best fit for generation 691: 421
Best fit for generation 692: 421
Best fit for generation 693: 421
Best fit for generation 694: 421
Best fit for generation 695: 421
Best fit for generation 696: 421
Best fit for generation 697: 421
Best fit for generation 698: 421
Best fit for generation 699: 421
Best fit for generation 700: 421
Best fit for generation 701: 421
Best fit for generation 702: 421
Best fit for generation 703: 421
Best fit for generation 704: 421
Best fit for generation 705: 421
Best fit for generation 706: 421
Best fit for generation 707: 421
Best fit for generation 708: 421
Best fit for generation 709: 421
Best fit for generation 710: 421
Best fit for generation 711: 421
Best fit for generation 712: 421
Best fit for generation 713: 421
Best fit for generation 714: 421
Best fit for generation 715: 421
Best fit for generation 716: 421
Best fit for generation 717: 421
Best fit for generation 718: 421
Best fit for generation 719: 421
Best fit for generation 720: 421
Best fit for generation 721: 421
Best fit for generation 722: 421
Best fit for generation 723: 421
Best fit for generation 724: 421
Best fit for generation 725: 421
Best fit for generation 726: 421
Best fit for generation 727: 421
Best fit for generation 728: 421
Best fit for generation 729: 421
Best fit for generation 730: 421
Best fit for generation 731: 421
Best fit for generation 732: 421
Best fit for generation 733: 421
Best fit for generation 734: 421
Best fit for generation 735: 421
Best fit for generation 736: 421
Best fit for generation 737: 421
Best fit for generation 738: 421
Best fit for generation 739: 421
Best fit for generation 740: 421
Best fit for generation 741: 421
Best fit for generation 742: 421
Best fit for generation 743: 421
Best fit for generation 744: 421
Best fit for generation 745: 421
Best fit for generation 746: 421
Best fit for generation 747: 421
Best fit for generation 748: 421
Best fit for generation 749: 421
Best fit for generation 750: 421
Best fit for generation 751: 421
Best fit for generation 752: 421
Best fit for generation 753: 421
Best fit for generation 754: 421
Best fit for generation 755: 421
Best fit for generation 756: 421
Best fit for generation 757: 421
Best fit for generation 758: 421
Best fit for generation 759: 421
Best fit for generation 760: 421
Best fit for generation 761: 421
Best fit for generation 762: 421
Best fit for generation 763: 421
Best fit for generation 764: 421
Best fit for generation 765: 421
Best fit for generation 766: 421
Best fit for generation 767: 421
Best fit for generation 768: 421
Best fit for generation 769: 421
Best fit for generation 770: 421
Best fit for generation 771: 421
Best fit for generation 772: 421
Best fit for generation 773: 421
Best fit for generation 774: 421
Best fit for generation 775: 421
Best fit for generation 776: 421
Best fit for generation 777: 421
Best fit for generation 778: 421
Best fit for generation 779: 421
Best fit for generation 780: 421
Best fit for generation 781: 421
Best fit for generation 782: 421
Best fit for generation 783: 421
Best fit for generation 784: 421
Best fit for generation 785: 421
Best fit for generation 786: 421
Best fit for generation 787: 421
Best fit for generation 788: 421
Best fit for generation 789: 421
Best fit for generation 790: 421
Best fit for generation 791: 421
Best fit for generation 792: 421
Best fit for generation 793: 421
Best fit for generation 794: 421
Best fit for generation 795: 421
Best fit for generation 796: 421
Best fit for generation 797: 421
Best fit for generation 798: 421
Best fit for generation 799: 421
Best fit for generation 800: 421
Best fit for generation 801: 421
Best fit for generation 802: 421
Best fit for generation 803: 421
Best fit for generation 804: 421
Best fit for generation 805: 421
Best fit for generation 806: 421
Best fit for generation 807: 421
Best fit for generation 808: 421
Best fit for generation 809: 421
Best fit for generation 810: 421
Best fit for generation 811: 421
Best fit for generation 812: 421
Best fit for generation 813: 421
Best fit for generation 814: 421
Best fit for generation 815: 421
Best fit for generation 816: 421
Best fit for generation 817: 421
Best fit for generation 818: 421
Best fit for generation 819: 421
Best fit for generation 820: 421
Best fit for generation 821: 421
Best fit for generation 822: 421
Best fit for generation 823: 421
Best fit for generation 824: 421
Best fit for generation 825: 421
Best fit for generation 826: 421
Best fit for generation 827: 421
Best fit for generation 828: 421
Best fit for generation 829: 421
Best fit for generation 830: 421
Best fit for generation 831: 421
Best fit for generation 832: 421
Best fit for generation 833: 421
Best fit for generation 834: 421
Best fit for generation 835: 421
Best fit for generation 836: 421
Best fit for generation 837: 421
Best fit for generation 838: 421
Best fit for generation 839: 421
Best fit for generation 840: 421
Best fit for generation 841: 421
Best fit for generation 842: 421
Best fit for generation 843: 421
Best fit for generation 844: 421
Best fit for generation 845: 421
Best fit for generation 846: 421
Best fit for generation 847: 421
Best fit for generation 848: 421
Best fit for generation 849: 421
Best fit for generation 850: 421
Best fit for generation 851: 421
Best fit for generation 852: 421
Best fit for generation 853: 421
Best fit for generation 854: 421
Best fit for generation 855: 421
Best fit for generation 856: 421
Best fit for generation 857: 421
Best fit for generation 858: 421
Best fit for generation 859: 421
Best fit for generation 860: 421
Best fit for generation 861: 421
Best fit for generation 862: 421
Best fit for generation 863: 421
Best fit for generation 864: 421
Best fit for generation 865: 421
Best fit for generation 866: 421
Best fit for generation 867: 421
Best fit for generation 868: 421
Best fit for generation 869: 421
Best fit for generation 870: 421
Best fit for generation 871: 421
Best fit for generation 872: 421
Best fit for generation 873: 421
Best fit for generation 874: 421
Best fit for generation 875: 421
Best fit for generation 876: 421
Best fit for generation 877: 421
Best fit for generation 878: 421
Best fit for generation 879: 421
Best fit for generation 880: 421
Best fit for generation 881: 421
Best fit for generation 882: 421
Best fit for generation 883: 421
Best fit for generation 884: 421
Best fit for generation 885: 421
Best fit for generation 886: 421
Best fit for generation 887: 421
Best fit for generation 888: 421
Best fit for generation 889: 421
Best fit for generation 890: 421
Best fit for generation 891: 421
Best fit for generation 892: 421
Best fit for generation 893: 421
Best fit for generation 894: 421
Best fit for generation 895: 421
Best fit for generation 896: 421
Best fit for generation 897: 421
Best fit for generation 898: 421
Best fit for generation 899: 421
Best fit for generation 900: 421
Best fit for generation 901: 421
Best fit for generation 902: 421
Best fit for generation 903: 421
Best fit for generation 904: 421
Best fit for generation 905: 421
Best fit for generation 906: 421
Best fit for generation 907: 421
Best fit for generation 908: 421
Best fit for generation 909: 421
Best fit for generation 910: 421
Best fit for generation 911: 421
Best fit for generation 912: 421
Best fit for generation 913: 421
Best fit for generation 914: 421
Best fit for generation 915: 421
Best fit for generation 916: 421
Best fit for generation 917: 421
Best fit for generation 918: 421
Best fit for generation 919: 421
Best fit for generation 920: 421
Best fit for generation 921: 421
Best fit for generation 922: 421
Best fit for generation 923: 421
Best fit for generation 924: 421
Best fit for generation 925: 421
Best fit for generation 926: 421
Best fit for generation 927: 421
Best fit for generation 928: 421
Best fit for generation 929: 421
Best fit for generation 930: 421
Best fit for generation 931: 421
Best fit for generation 932: 421
Best fit for generation 933: 421
Best fit for generation 934: 421
Best fit for generation 935: 421
Best fit for generation 936: 421
Best fit for generation 937: 421
Best fit for generation 938: 421
Best fit for generation 939: 421
Best fit for generation 940: 421
Best fit for generation 941: 421
Best fit for generation 942: 421
Best fit for generation 943: 421
Best fit for generation 944: 421
Best fit for generation 945: 421
Best fit for generation 946: 421
Best fit for generation 947: 421
Best fit for generation 948: 421
Best fit for generation 949: 421
Best fit for generation 950: 421
Best fit for generation 951: 421
Best fit for generation 952: 421
Best fit for generation 953: 421
Best fit for generation 954: 421
Best fit for generation 955: 421
Best fit for generation 956: 421
Best fit for generation 957: 421
Best fit for generation 958: 421
Best fit for generation 959: 421
Best fit for generation 960: 421
Best fit for generation 961: 421
Best fit for generation 962: 421
Best fit for generation 963: 421
Best fit for generation 964: 421
Best fit for generation 965: 421
Best fit for generation 966: 421
Best fit for generation 967: 421
Best fit for generation 968: 421
Best fit for generation 969: 421
Best fit for generation 970: 421
Best fit for generation 971: 421
Best fit for generation 972: 421
Best fit for generation 973: 421
Best fit for generation 974: 421
Best fit for generation 975: 421
Best fit for generation 976: 421
Best fit for generation 977: 421
Best fit for generation 978: 421
Best fit for generation 979: 421
Best fit for generation 980: 421
Best fit for generation 981: 421
Best fit for generation 982: 421
Best fit for generation 983: 421
Best fit for generation 984: 421
Best fit for generation 985: 421
Best fit for generation 986: 421
Best fit for generation 987: 421
Best fit for generation 988: 421
Best fit for generation 989: 421
Best fit for generation 990: 421
Best fit for generation 991: 421
Best fit for generation 992: 421
Best fit for generation 993: 421
Best fit for generation 994: 421
Best fit for generation 995: 421
Best fit for generation 996: 421
Best fit for generation 997: 421
Best fit for generation 998: 421
Best fit for generation 999: 421
Best fit for generation 1000: 421
Best fit for generation 1001: 421
Best fit for generation 1002: 421
Best fit for generation 1003: 421
Best fit for generation 1004: 421
Best fit for generation 1005: 421
Best fit for generation 1006: 421
Best fit for generation 1007: 421
Best fit for generation 1008: 421
Best fit for generation 1009: 421
Best fit for generation 1010: 421
Best fit for generation 1011: 421
Best fit for generation 1012: 421
Best fit for generation 1013: 421
Best fit for generation 1014: 421
Best fit for generation 1015: 421
Best fit for generation 1016: 421
Best fit for generation 1017: 421
Best fit for generation 1018: 421
Best fit for generation 1019: 421
Best fit for generation 1020: 421
Best fit for generation 1021: 421
Best fit for generation 1022: 421
Best fit for generation 1023: 421
Best fit for generation 1024: 421
Best fit for generation 1025: 421
Best fit for generation 1026: 421
Best fit for generation 1027: 421
Best fit for generation 1028: 421
Best fit for generation 1029: 421
Best fit for generation 1030: 421
Best fit for generation 1031: 421
Best fit for generation 1032: 421
Best fit for generation 1033: 421
Best fit for generation 1034: 421
Best fit for generation 1035: 421
Best fit for generation 1036: 421
Best fit for generation 1037: 421
Best fit for generation 1038: 421
Best fit for generation 1039: 421
Best fit for generation 1040: 421
Best fit for generation 1041: 421
Best fit for generation 1042: 421
Best fit for generation 1043: 421
Best fit for generation 1044: 421
Best fit for generation 1045: 421
Best fit for generation 1046: 421
Best fit for generation 1047: 421
Best fit for generation 1048: 421
Best fit for generation 1049: 421
Best fit for generation 1050: 421
Best fit for generation 1051: 421
Best fit for generation 1052: 421
Best fit for generation 1053: 421
Best fit for generation 1054: 421
Best fit for generation 1055: 421
Best fit for generation 1056: 421
Best fit for generation 1057: 421
Best fit for generation 1058: 421
Best fit for generation 1059: 421
Best fit for generation 1060: 421
Best fit for generation 1061: 421
Best fit for generation 1062: 421
Best fit for generation 1063: 421
Best fit for generation 1064: 421
Best fit for generation 1065: 421
Best fit for generation 1066: 421
Best fit for generation 1067: 421
Best fit for generation 1068: 421
