1.139434156073138205e+01,2.268344371717198271e+01,3.004412288096348149e+01,3.518340015314851854e+01,2.761887591620664040e+01,3.141324283474355283e+01,1.937988251486986613e+01,2.173834320311769019e+01,3.752312693664236143e+00,9.172912352245734979e+00,3.534771366025966444e+01,3.121421838815621186e+01,2.252151040179870733e+01,3.784942442950848829e+01,7.756034341236073715e+00,1.037922929685845297e+01,1.552058705571373132e+01,4.247833169238052164e+01,1.736215375988927434e+01,3.635359664693137205e+01,4.443834224567531521e+01,4.632379495071210584e+01,1.039003346956223872e+01,2.817136772989706728e+01,3.140592214236573199e+01,4.074982898782248242e+01,1.820772171776715709e+01,2.913762053214971104e+01,3.878473551183279255e+01,4.604187021063941287e+00,8.335949809780222708e+00,1.873626982056218537e+01
3.024735461644933565e+01,3.198546265249991905e+01,1.250490227633769180e+01,7.485383611215210564e+00,2.447237534962020788e+00,1.214402353325005279e+01,2.552156567600279757e+01,2.718823080683802829e+01,4.779613505097012194e+01,4.200108097180274314e+01,4.251955525675434444e+01,4.815067873398977127e+01,3.364021926221203529e+01,3.959930011749105461e+01,2.117096920958456607e+01,3.548556213291761452e+01,1.813854734844437644e+01,2.738515653112951398e+01,2.638146191718181299e+01,3.971479931752759995e+01,2.794589920185897824e+01,9.219746317865440410e-02,1.283509622608283962e+01,2.146080555612342522e+01,4.044364369791155411e+01,4.204895057998094643e+01,1.158533617265378801e+01,2.850390580822248410e+01,5.269502862403490973e+00,5.202038795067731591e+00,7.700837792548406391e+00,1.389459524680140845e+01
1.131244761961722034e+01,1.548997126508093203e+01,3.235575328848157284e+01,3.527343239039493739e+01,3.755253741943249679e+01,4.548393991514108592e+01,4.612693765408786817e+01,4.855950833296503788e+01,1.081868425241786902e+01,6.084006824447787842e+00,4.783771876717528571e+00,1.054790622463761096e+01,4.136962355933361835e+01,4.102314973441847457e+01,1.363237117424644396e+01,2.787478683061421947e+01,3.618342263203371800e+01,2.320196240460176185e+01,1.557376706953363943e+01,2.272682167693939448e+01,3.467667249810693875e+01,2.223102840397076108e+01,2.317070945691913764e+01,2.291571424906485177e+01,4.720696946250204462e+01,4.100251864221775122e+01,2.194275996705596299e+01,3.376704465480376172e+01,2.527424901133378654e+01,3.370185383618343167e+01,2.772568288922074586e+01,3.839224424841824401e+01
2.749842331749317736e+01,3.060247203510734693e+01,1.103879667288074273e+01,2.731266632007763207e+01,3.239398337206569067e+01,3.641877003762455445e+01,4.379550131482483977e+01,4.481294061303452025e+01,1.643969970568987549e+01,2.207150604852822084e+01,2.564995618740154981e+01,3.764764837508812434e+01,3.235571676137193009e+01,1.100700650607278774e+01,2.251891265257764374e+01,9.875014590119112867e+00,2.238654867066774301e+01,6.752393151253621717e+00,7.780076959632790334e+00,3.131312739134545708e+01,4.521666496781706179e+00,8.662174800452964618e+00,2.554391259766795041e+00,1.666440093800211386e+01,1.107174334967319140e+01,7.580063510865155507e+00,9.959265911989547249e+00,1.626903945024828957e+01,1.802634010241046170e+01,3.185811116993041381e+01,4.696747401809680866e+01,1.302789480491669316e+01
4.679632069748004852e+01,3.138283025377635482e+00,4.596943035208213502e+01,4.072356323083889862e+01,7.018570961410952158e+00,7.568828485857711286e+00,6.150109118378080275e+00,3.970488785094557471e+01,4.668891946191577347e+01,4.731611528025917579e+01,2.715325791358010576e+01,3.869574253907758532e+01,3.718561555369203120e+01,4.077837096510653936e+01,1.502458217311785660e+01,3.407280481921291226e+01,1.660868962320367359e+01,2.337176565114059201e+01,3.175379698952198027e+01,3.209745544891126912e+01,5.347782226190425980e+00,1.242327215021066600e+01,1.081549954735501551e+01,2.007324377601531040e+01,1.831363293120325508e+01,2.730284479322747870e+01,2.416015561453007621e+01,3.188784351507747061e+01,4.035272921777882260e+01,4.722789843237364948e+01,1.058459234185202469e+01,2.777469023803785930e+01
1.678476896813756625e+01,2.779316120310727456e+01,3.429753322293522899e+01,9.994208125677445764e+00,1.710723977410327112e+00,9.108728852322462544e+00,4.407009227541846030e+01,2.041457292292293957e+01,7.857491450981125780e+00,6.762141920475624346e+00,2.330654137664693692e+01,2.962634133575546613e+01,1.108422767242931783e+01,2.707275944051723471e+01,1.810305358566983003e+01,3.181502651597592646e+01,1.248914526877686271e+01,2.277306551514287847e+01,3.032276419431575931e+01,3.985210178778957868e+01,5.860949750316223117e+00,1.505591181174805726e+01,3.166821948901254657e+01,3.415173323651661974e+01,1.839143218781354605e+01,2.345207958042023577e+01,2.282005377364155407e+01,3.654054755769197982e+01,4.372966626485787600e+01,4.524062307419379181e+01,3.204007745480742386e+01,2.841637001045877753e+01
1.100029207469168213e+01,1.230414843758457444e+01,9.287168220619474113e+00,2.589863016097097415e+01,1.314113663128979503e+01,1.944703446328243857e+01,4.632064427799758022e+01,4.331913797466472005e+01,3.080416998658230199e+01,2.749509997939486183e+01,1.848465995257870986e+01,2.744838743065423259e+01,3.383566122523492226e+01,3.998643801991372726e+01,2.027701091428210756e+00,1.124869445936240098e+01,2.837897502858758614e+01,2.918321100726769401e+01,3.166378386586200833e+01,3.470910341949038269e+01,1.375087838836573795e+01,3.370383870240826241e+01,1.783636865369753366e+01,4.751072885709353955e+01,2.225818307698295229e+01,3.491541200478458506e+01,4.296660902557559325e+01,4.646806312100616765e+01,7.060111839373764298e+00,6.469295961762959735e+00,2.455943882533856026e+01,4.213743791375507186e+01
4.658303420536454098e+01,4.018381302425292745e+01,1.418203215504399495e+01,2.958640117826838889e+01,4.010935870070690612e+01,4.617758077098880420e+01,1.262649909390178316e+01,2.153081784313291536e+01,4.851494880434904289e+00,6.691235889708023521e+00,2.536477547094599316e+01,3.081748794582268047e+01,3.056319282966057926e+01,3.041543640839685736e+01,2.736146515444336558e+01,3.823605146943237543e+01,2.071859577903840943e+01,3.360201806926364299e+01,9.317902471264828179e+00,9.024109333777866837e+00,8.640093548855237060e+00,2.790136749474120492e+01,3.792496222976352271e+01,3.959708906204566148e+01,2.103593410060742386e+01,2.570601647561009884e+01,3.115816425181123606e+01,3.771925406453574681e+01,3.532029905647954493e+00,1.508682073596454032e+01,4.759341934491274628e+01,4.739340208157259582e+01
4.066252193444041296e+01,4.187598055948237885e+01,1.043210757496913743e+01,2.951077320513725155e+01,4.532275167804881733e+01,1.480089238158902276e+01,2.879282703001637955e+01,3.547253045848196962e+01,8.318392153172410985e+00,1.019322061299287618e+01,9.517306883491695402e+00,2.058189799099410067e+01,2.684110082654461849e+01,2.854830455402672129e+01,2.614071471875869079e+01,1.526449084732840022e+00,1.778012972943355408e+01,1.776793209374289972e+01,1.266996465224675461e+01,2.514188925845764899e+01,3.975308021575487238e+00,8.982753320805954900e+00,2.628451222404683207e+01,3.940926624422795754e+01,2.125773016060117016e+01,2.580337223074845809e+01,2.687157244666827083e+01,1.969097783620570041e+01,1.695917586697020241e+01,2.666997259689975053e+01,4.573140784671726777e+01,4.687315431576129754e+01
2.561424323992348207e+01,4.192469897000582080e+01,3.181625823073834880e+01,3.767335269919105656e+01,1.911890199400539814e+01,3.061781675647325685e+01,4.407386363337774071e+01,2.004747819778241080e+01,1.220817515176055856e+01,2.906391907520008999e+01,3.480020756792573877e+01,1.572583514956531481e+01,4.578269880339328779e+01,4.527769832560488794e+01,1.728435972564988177e+01,2.211265810243846275e+01,4.335699575329938327e+00,1.284450497639562627e+01,1.873973273848942256e+01,4.541891700044450886e+01,2.181376206333911050e+00,4.607055732044845975e+00,9.541137378282074977e+00,2.457416525662363327e+01,5.200100239607947650e+00,4.608866151376189180e+01,9.115696988875368945e+00,7.707821757934093299e+00,9.273765665717039752e+00,1.478386328979931541e+01,2.606666594869648179e+01,3.292122547439274882e+01
