Maximum fit for each generation: 
Best fit for generation 162: 287
Best fit for generation 163: 287
Best fit for generation 164: 287
Best fit for generation 165: 287
Best fit for generation 166: 287
Best fit for generation 167: 287
Best fit for generation 168: 287
Best fit for generation 169: 287
Best fit for generation 170: 287
Best fit for generation 171: 287
Best fit for generation 172: 287
Best fit for generation 173: 287
Best fit for generation 174: 287
Best fit for generation 175: 287
Best fit for generation 176: 287
Best fit for generation 177: 287
Best fit for generation 178: 287
Best fit for generation 179: 287
Best fit for generation 180: 287
Best fit for generation 181: 287
Best fit for generation 182: 287
Best fit for generation 183: 287
Best fit for generation 184: 287
Best fit for generation 185: 287
Best fit for generation 186: 287
Best fit for generation 187: 287
Best fit for generation 188: 287
Best fit for generation 189: 287
Best fit for generation 190: 287
Best fit for generation 191: 287
Best fit for generation 192: 287
Best fit for generation 193: 287
Best fit for generation 194: 287
Best fit for generation 195: 287
Best fit for generation 196: 287
Best fit for generation 197: 287
Best fit for generation 198: 287
Best fit for generation 199: 287
Best fit for generation 200: 287
Best fit for generation 201: 287
Best fit for generation 202: 287
Best fit for generation 203: 287
Best fit for generation 204: 287
Best fit for generation 205: 287
Best fit for generation 206: 287
Best fit for generation 207: 287
Best fit for generation 208: 287
Best fit for generation 209: 287
Best fit for generation 210: 287
Best fit for generation 211: 287
Best fit for generation 212: 287
Best fit for generation 213: 287
Best fit for generation 214: 287
Best fit for generation 215: 287
Best fit for generation 216: 287
Best fit for generation 217: 287
Best fit for generation 218: 287
Best fit for generation 219: 287
Best fit for generation 220: 287
Best fit for generation 221: 287
Best fit for generation 222: 287
Best fit for generation 223: 287
Best fit for generation 224: 287
Best fit for generation 225: 287
Best fit for generation 226: 287
Best fit for generation 227: 287
Best fit for generation 228: 287
Best fit for generation 229: 287
Best fit for generation 230: 287
Best fit for generation 231: 287
Best fit for generation 232: 287
Best fit for generation 233: 287
Best fit for generation 234: 287
Best fit for generation 235: 287
Best fit for generation 236: 287
Best fit for generation 237: 287
Best fit for generation 238: 287
Best fit for generation 239: 287
Best fit for generation 240: 287
Best fit for generation 241: 287
Best fit for generation 242: 287
Best fit for generation 243: 287
Best fit for generation 244: 287
Best fit for generation 245: 287
Best fit for generation 246: 287
Best fit for generation 247: 287
Best fit for generation 248: 287
Best fit for generation 249: 287
Best fit for generation 250: 287
Best fit for generation 251: 287
Best fit for generation 252: 287
Best fit for generation 253: 287
Best fit for generation 254: 287
Best fit for generation 255: 287
Best fit for generation 256: 287
Best fit for generation 257: 287
Best fit for generation 258: 287
Best fit for generation 259: 287
Best fit for generation 260: 287
Best fit for generation 261: 287
Best fit for generation 262: 287
Best fit for generation 263: 287
Best fit for generation 264: 287
Best fit for generation 265: 287
Best fit for generation 266: 287
Best fit for generation 267: 287
Best fit for generation 268: 287
Best fit for generation 269: 287
Best fit for generation 270: 287
Best fit for generation 271: 287
Best fit for generation 272: 287
Best fit for generation 273: 287
Best fit for generation 274: 287
Best fit for generation 275: 287
Best fit for generation 276: 287
Best fit for generation 277: 287
Best fit for generation 278: 287
Best fit for generation 279: 287
Best fit for generation 280: 287
Best fit for generation 281: 287
Best fit for generation 282: 287
Best fit for generation 283: 287
Best fit for generation 284: 287
Best fit for generation 285: 287
Best fit for generation 286: 287
Best fit for generation 287: 287
Best fit for generation 288: 287
Best fit for generation 289: 287
Best fit for generation 290: 287
Best fit for generation 291: 287
Best fit for generation 292: 287
Best fit for generation 293: 287
Best fit for generation 294: 287
Best fit for generation 295: 287
Best fit for generation 296: 287
Best fit for generation 297: 287
Best fit for generation 298: 287
Best fit for generation 299: 287
Best fit for generation 300: 287
Best fit for generation 301: 287
Best fit for generation 302: 287
Best fit for generation 303: 287
Best fit for generation 304: 287
Best fit for generation 305: 287
Best fit for generation 306: 287
Best fit for generation 307: 287
Best fit for generation 308: 287
Best fit for generation 309: 287
Best fit for generation 310: 287
Best fit for generation 311: 287
Best fit for generation 312: 287
Best fit for generation 313: 287
Best fit for generation 314: 287
Best fit for generation 315: 287
Best fit for generation 316: 287
Best fit for generation 317: 287
Best fit for generation 318: 287
Best fit for generation 319: 287
Best fit for generation 320: 287
Best fit for generation 321: 287
Best fit for generation 322: 287
Best fit for generation 323: 287
Best fit for generation 324: 287
Best fit for generation 325: 287
Best fit for generation 326: 287
Best fit for generation 327: 287
Best fit for generation 328: 287
Best fit for generation 329: 287
Best fit for generation 330: 287
Best fit for generation 331: 287
Best fit for generation 332: 287
Best fit for generation 333: 287
Best fit for generation 334: 287
Best fit for generation 335: 287
Best fit for generation 336: 287
Best fit for generation 337: 287
Best fit for generation 338: 287
Best fit for generation 339: 287
Best fit for generation 340: 287
Best fit for generation 341: 287
Best fit for generation 342: 287
Best fit for generation 343: 287
Best fit for generation 344: 287
Best fit for generation 345: 287
Best fit for generation 346: 287
Best fit for generation 347: 287
Best fit for generation 348: 287
Best fit for generation 349: 287
Best fit for generation 350: 287
Best fit for generation 351: 287
Best fit for generation 352: 287
Best fit for generation 353: 287
Best fit for generation 354: 287
Best fit for generation 355: 287
Best fit for generation 356: 287
Best fit for generation 357: 287
Best fit for generation 358: 287
Best fit for generation 359: 287
Best fit for generation 360: 287
Best fit for generation 361: 287
Best fit for generation 362: 287
Best fit for generation 363: 287
Best fit for generation 364: 287
Best fit for generation 365: 287
Best fit for generation 366: 287
Best fit for generation 367: 287
Best fit for generation 368: 287
Best fit for generation 369: 287
Best fit for generation 370: 287
Best fit for generation 371: 287
Best fit for generation 372: 287
Best fit for generation 373: 287
Best fit for generation 374: 287
Best fit for generation 375: 287
Best fit for generation 376: 287
Best fit for generation 377: 287
Best fit for generation 378: 287
Best fit for generation 379: 287
Best fit for generation 380: 287
Best fit for generation 381: 287
Best fit for generation 382: 287
Best fit for generation 383: 287
Best fit for generation 384: 287
Best fit for generation 385: 287
Best fit for generation 386: 287
Best fit for generation 387: 287
Best fit for generation 388: 287
Best fit for generation 389: 287
Best fit for generation 390: 287
Best fit for generation 391: 287
Best fit for generation 392: 287
Best fit for generation 393: 287
Best fit for generation 394: 287
Best fit for generation 395: 287
Best fit for generation 396: 287
Best fit for generation 397: 287
Best fit for generation 398: 287
Best fit for generation 399: 287
Best fit for generation 400: 287
Best fit for generation 401: 287
Best fit for generation 402: 287
Best fit for generation 403: 287
Best fit for generation 404: 287
Best fit for generation 405: 287
Best fit for generation 406: 287
Best fit for generation 407: 287
Best fit for generation 408: 287
Best fit for generation 409: 287
Best fit for generation 410: 287
Best fit for generation 411: 287
Best fit for generation 412: 287
Best fit for generation 413: 287
Best fit for generation 414: 287
Best fit for generation 415: 287
Best fit for generation 416: 287
Best fit for generation 417: 287
Best fit for generation 418: 287
Best fit for generation 419: 287
Best fit for generation 420: 287
Best fit for generation 421: 287
Best fit for generation 422: 287
Best fit for generation 423: 287
Best fit for generation 424: 287
Best fit for generation 425: 287
Best fit for generation 426: 287
Best fit for generation 427: 287
Best fit for generation 428: 287
Best fit for generation 429: 287
Best fit for generation 430: 287
Best fit for generation 431: 287
Best fit for generation 432: 287
Best fit for generation 433: 287
Best fit for generation 434: 287
Best fit for generation 435: 287
Best fit for generation 436: 287
Best fit for generation 437: 287
Best fit for generation 438: 287
Best fit for generation 439: 287
Best fit for generation 440: 287
Best fit for generation 441: 287
Best fit for generation 442: 287
Best fit for generation 443: 287
Best fit for generation 444: 287
Best fit for generation 445: 287
Best fit for generation 446: 287
Best fit for generation 447: 287
Best fit for generation 448: 287
Best fit for generation 449: 287
Best fit for generation 450: 287
Best fit for generation 451: 287
Best fit for generation 452: 287
Best fit for generation 453: 287
Best fit for generation 454: 287
Best fit for generation 455: 287
Best fit for generation 456: 287
Best fit for generation 457: 287
Best fit for generation 458: 287
Best fit for generation 459: 287
Best fit for generation 460: 287
Best fit for generation 461: 287
Best fit for generation 462: 287
Best fit for generation 463: 287
Best fit for generation 464: 287
Best fit for generation 465: 287
Best fit for generation 466: 287
Best fit for generation 467: 287
Best fit for generation 468: 287
Best fit for generation 469: 287
Best fit for generation 470: 287
Best fit for generation 471: 287
Best fit for generation 472: 287
Best fit for generation 473: 287
Best fit for generation 474: 287
Best fit for generation 475: 287
Best fit for generation 476: 287
Best fit for generation 477: 287
Best fit for generation 478: 287
Best fit for generation 479: 287
Best fit for generation 480: 287
Best fit for generation 481: 287
Best fit for generation 482: 287
Best fit for generation 483: 287
Best fit for generation 484: 287
Best fit for generation 485: 287
Best fit for generation 486: 287
Best fit for generation 487: 287
Best fit for generation 488: 287
Best fit for generation 489: 287
Best fit for generation 490: 287
Best fit for generation 491: 287
Best fit for generation 492: 287
Best fit for generation 493: 287
Best fit for generation 494: 287
Best fit for generation 495: 287
Best fit for generation 496: 287
Best fit for generation 497: 287
Best fit for generation 498: 287
Best fit for generation 499: 287
Best fit for generation 500: 287
Best fit for generation 501: 287
Best fit for generation 502: 287
Best fit for generation 503: 287
Best fit for generation 504: 287
Best fit for generation 505: 287
Best fit for generation 506: 287
Best fit for generation 507: 287
Best fit for generation 508: 287
Best fit for generation 509: 287
Best fit for generation 510: 287
Best fit for generation 511: 287
Best fit for generation 512: 287
Best fit for generation 513: 287
Best fit for generation 514: 287
Best fit for generation 515: 287
Best fit for generation 516: 287
Best fit for generation 517: 287
Best fit for generation 518: 287
Best fit for generation 519: 287
Best fit for generation 520: 287
Best fit for generation 521: 287
Best fit for generation 522: 287
Best fit for generation 523: 287
Best fit for generation 524: 287
Best fit for generation 525: 287
Best fit for generation 526: 287
Best fit for generation 527: 287
Best fit for generation 528: 287
Best fit for generation 529: 287
Best fit for generation 530: 287
Best fit for generation 531: 287
Best fit for generation 532: 287
Best fit for generation 533: 287
Best fit for generation 534: 287
Best fit for generation 535: 287
Best fit for generation 536: 287
Best fit for generation 537: 287
Best fit for generation 538: 287
Best fit for generation 539: 287
Best fit for generation 540: 287
Best fit for generation 541: 287
Best fit for generation 542: 287
Best fit for generation 543: 287
Best fit for generation 544: 287
Best fit for generation 545: 287
Best fit for generation 546: 287
Best fit for generation 547: 287
Best fit for generation 548: 287
Best fit for generation 549: 287
Best fit for generation 550: 287
Best fit for generation 551: 287
Best fit for generation 552: 287
Best fit for generation 553: 287
Best fit for generation 554: 287
Best fit for generation 555: 287
Best fit for generation 556: 287
Best fit for generation 557: 287
Best fit for generation 558: 287
Best fit for generation 559: 287
Best fit for generation 560: 287
Best fit for generation 561: 287
Best fit for generation 562: 287
Best fit for generation 563: 287
Best fit for generation 564: 287
Best fit for generation 565: 287
Best fit for generation 566: 287
Best fit for generation 567: 287
Best fit for generation 568: 287
Best fit for generation 569: 287
Best fit for generation 570: 287
Best fit for generation 571: 287
Best fit for generation 572: 287
Best fit for generation 573: 287
Best fit for generation 574: 287
Best fit for generation 575: 287
Best fit for generation 576: 287
Best fit for generation 577: 287
Best fit for generation 578: 287
Best fit for generation 579: 287
Best fit for generation 580: 287
Best fit for generation 581: 287
Best fit for generation 582: 287
Best fit for generation 583: 287
Best fit for generation 584: 287
Best fit for generation 585: 287
Best fit for generation 586: 287
Best fit for generation 587: 287
Best fit for generation 588: 287
Best fit for generation 589: 287
Best fit for generation 590: 287
Best fit for generation 591: 287
Best fit for generation 592: 287
Best fit for generation 593: 287
Best fit for generation 594: 287
Best fit for generation 595: 287
Best fit for generation 596: 287
Best fit for generation 597: 287
Best fit for generation 598: 287
Best fit for generation 599: 287
Best fit for generation 600: 287
Best fit for generation 601: 287
Best fit for generation 602: 287
Best fit for generation 603: 287
Best fit for generation 604: 287
Best fit for generation 605: 287
Best fit for generation 606: 287
Best fit for generation 607: 287
Best fit for generation 608: 287
Best fit for generation 609: 287
Best fit for generation 610: 287
Best fit for generation 611: 287
Best fit for generation 612: 287
Best fit for generation 613: 287
Best fit for generation 614: 287
Best fit for generation 615: 287
Best fit for generation 616: 287
Best fit for generation 617: 287
Best fit for generation 618: 287
Best fit for generation 619: 287
Best fit for generation 620: 287
Best fit for generation 621: 287
Best fit for generation 622: 287
Best fit for generation 623: 287
Best fit for generation 624: 287
Best fit for generation 625: 287
Best fit for generation 626: 287
Best fit for generation 627: 287
Best fit for generation 628: 287
Best fit for generation 629: 287
Best fit for generation 630: 287
Best fit for generation 631: 287
Best fit for generation 632: 287
Best fit for generation 633: 287
Best fit for generation 634: 287
Best fit for generation 635: 287
Best fit for generation 636: 287
Best fit for generation 637: 287
Best fit for generation 638: 287
Best fit for generation 639: 287
Best fit for generation 640: 287
Best fit for generation 641: 287
Best fit for generation 642: 287
Best fit for generation 643: 287
Best fit for generation 644: 287
Best fit for generation 645: 287
Best fit for generation 646: 287
Best fit for generation 647: 287
Best fit for generation 648: 287
Best fit for generation 649: 287
Best fit for generation 650: 287
Best fit for generation 651: 287
Best fit for generation 652: 287
Best fit for generation 653: 287
Best fit for generation 654: 287
Best fit for generation 655: 287
Best fit for generation 656: 287
Best fit for generation 657: 287
Best fit for generation 658: 287
Best fit for generation 659: 287
Best fit for generation 660: 287
Best fit for generation 661: 287
Best fit for generation 662: 287
Best fit for generation 663: 287
Best fit for generation 664: 287
Best fit for generation 665: 287
Best fit for generation 666: 287
Best fit for generation 667: 287
Best fit for generation 668: 287
Best fit for generation 669: 287
Best fit for generation 670: 287
Best fit for generation 671: 287
Best fit for generation 672: 287
Best fit for generation 673: 287
Best fit for generation 674: 287
Best fit for generation 675: 287
Best fit for generation 676: 287
Best fit for generation 677: 287
Best fit for generation 678: 287
Best fit for generation 679: 287
Best fit for generation 680: 287
Best fit for generation 681: 287
Best fit for generation 682: 287
Best fit for generation 683: 287
Best fit for generation 684: 287
Best fit for generation 685: 287
Best fit for generation 686: 287
Best fit for generation 687: 287
Best fit for generation 688: 287
Best fit for generation 689: 287
Best fit for generation 690: 287
Best fit for generation 691: 287
Best fit for generation 692: 287
Best fit for generation 693: 287
Best fit for generation 694: 287
Best fit for generation 695: 287
Best fit for generation 696: 287
Best fit for generation 697: 287
Best fit for generation 698: 287
Best fit for generation 699: 287
Best fit for generation 700: 287
Best fit for generation 701: 287
Best fit for generation 702: 287
Best fit for generation 703: 287
Best fit for generation 704: 287
Best fit for generation 705: 287
Best fit for generation 706: 287
Best fit for generation 707: 287
Best fit for generation 708: 287
Best fit for generation 709: 287
Best fit for generation 710: 287
Best fit for generation 711: 287
Best fit for generation 712: 287
Best fit for generation 713: 287
Best fit for generation 714: 287
Best fit for generation 715: 287
Best fit for generation 716: 287
Best fit for generation 717: 287
Best fit for generation 718: 287
Best fit for generation 719: 287
Best fit for generation 720: 287
Best fit for generation 721: 287
Best fit for generation 722: 287
Best fit for generation 723: 287
Best fit for generation 724: 287
Best fit for generation 725: 287
Best fit for generation 726: 287
Best fit for generation 727: 287
Best fit for generation 728: 287
Best fit for generation 729: 287
Best fit for generation 730: 287
Best fit for generation 731: 287
Best fit for generation 732: 287
Best fit for generation 733: 287
Best fit for generation 734: 287
Best fit for generation 735: 287
Best fit for generation 736: 287
Best fit for generation 737: 287
Best fit for generation 738: 287
Best fit for generation 739: 287
Best fit for generation 740: 287
Best fit for generation 741: 287
Best fit for generation 742: 287
Best fit for generation 743: 287
Best fit for generation 744: 287
Best fit for generation 745: 287
Best fit for generation 746: 287
Best fit for generation 747: 287
Best fit for generation 748: 287
Best fit for generation 749: 287
Best fit for generation 750: 287
Best fit for generation 751: 287
Best fit for generation 752: 287
Best fit for generation 753: 287
Best fit for generation 754: 287
Best fit for generation 755: 287
Best fit for generation 756: 287
Best fit for generation 757: 287
Best fit for generation 758: 287
Best fit for generation 759: 287
Best fit for generation 760: 287
Best fit for generation 761: 287
Best fit for generation 762: 287
Best fit for generation 763: 287
Best fit for generation 764: 287
Best fit for generation 765: 287
Best fit for generation 766: 287
Best fit for generation 767: 287
Best fit for generation 768: 287
Best fit for generation 769: 287
Best fit for generation 770: 287
Best fit for generation 771: 287
Best fit for generation 772: 287
Best fit for generation 773: 287
Best fit for generation 774: 287
Best fit for generation 775: 287
Best fit for generation 776: 287
Best fit for generation 777: 287
Best fit for generation 778: 287
Best fit for generation 779: 287
Best fit for generation 780: 287
Best fit for generation 781: 287
Best fit for generation 782: 287
Best fit for generation 783: 287
Best fit for generation 784: 287
Best fit for generation 785: 287
Best fit for generation 786: 287
Best fit for generation 787: 287
Best fit for generation 788: 287
Best fit for generation 789: 287
Best fit for generation 790: 287
Best fit for generation 791: 287
Best fit for generation 792: 287
Best fit for generation 793: 287
Best fit for generation 794: 287
Best fit for generation 795: 287
Best fit for generation 796: 287
Best fit for generation 797: 287
Best fit for generation 798: 287
Best fit for generation 799: 287
Best fit for generation 800: 287
Best fit for generation 801: 287
Best fit for generation 802: 287
Best fit for generation 803: 287
Best fit for generation 804: 287
Best fit for generation 805: 287
Best fit for generation 806: 287
Best fit for generation 807: 287
Best fit for generation 808: 287
Best fit for generation 809: 287
Best fit for generation 810: 287
Best fit for generation 811: 287
Best fit for generation 812: 287
Best fit for generation 813: 287
Best fit for generation 814: 287
Best fit for generation 815: 287
Best fit for generation 816: 287
Best fit for generation 817: 287
Best fit for generation 818: 287
Best fit for generation 819: 287
Best fit for generation 820: 287
Best fit for generation 821: 287
Best fit for generation 822: 287
Best fit for generation 823: 287
Best fit for generation 824: 287
Best fit for generation 825: 287
Best fit for generation 826: 287
Best fit for generation 827: 287
Best fit for generation 828: 287
Best fit for generation 829: 287
Best fit for generation 830: 287
Best fit for generation 831: 287
Best fit for generation 832: 287
Best fit for generation 833: 287
Best fit for generation 834: 287
Best fit for generation 835: 287
Best fit for generation 836: 287
Best fit for generation 837: 287
Best fit for generation 838: 287
Best fit for generation 839: 287
Best fit for generation 840: 287
Best fit for generation 841: 287
Best fit for generation 842: 287
Best fit for generation 843: 287
Best fit for generation 844: 287
Best fit for generation 845: 287
Best fit for generation 846: 287
Best fit for generation 847: 287
Best fit for generation 848: 287
Best fit for generation 849: 287
Best fit for generation 850: 287
Best fit for generation 851: 287
Best fit for generation 852: 287
Best fit for generation 853: 287
Best fit for generation 854: 287
Best fit for generation 855: 287
Best fit for generation 856: 287
Best fit for generation 857: 287
Best fit for generation 858: 287
Best fit for generation 859: 287
Best fit for generation 860: 287
Best fit for generation 861: 287
Best fit for generation 862: 287
Best fit for generation 863: 287
Best fit for generation 864: 287
Best fit for generation 865: 287
Best fit for generation 866: 287
Best fit for generation 867: 287
Best fit for generation 868: 287
Best fit for generation 869: 287
Best fit for generation 870: 287
Best fit for generation 871: 287
Best fit for generation 872: 287
Best fit for generation 873: 287
Best fit for generation 874: 287
Best fit for generation 875: 287
Best fit for generation 876: 287
Best fit for generation 877: 287
Best fit for generation 878: 287
Best fit for generation 879: 287
Best fit for generation 880: 287
Best fit for generation 881: 287
Best fit for generation 882: 287
Best fit for generation 883: 287
Best fit for generation 884: 287
Best fit for generation 885: 287
Best fit for generation 886: 287
Best fit for generation 887: 287
Best fit for generation 888: 287
Best fit for generation 889: 287
Best fit for generation 890: 287
Best fit for generation 891: 287
Best fit for generation 892: 287
Best fit for generation 893: 287
Best fit for generation 894: 287
Best fit for generation 895: 287
Best fit for generation 896: 287
Best fit for generation 897: 287
Best fit for generation 898: 287
Best fit for generation 899: 287
Best fit for generation 900: 287
Best fit for generation 901: 287
Best fit for generation 902: 287
Best fit for generation 903: 287
Best fit for generation 904: 287
Best fit for generation 905: 287
Best fit for generation 906: 287
Best fit for generation 907: 287
Best fit for generation 908: 287
Best fit for generation 909: 287
Best fit for generation 910: 287
Best fit for generation 911: 287
Best fit for generation 912: 287
Best fit for generation 913: 287
Best fit for generation 914: 287
Best fit for generation 915: 287
Best fit for generation 916: 287
Best fit for generation 917: 287
Best fit for generation 918: 287
Best fit for generation 919: 287
Best fit for generation 920: 287
Best fit for generation 921: 287
Best fit for generation 922: 287
Best fit for generation 923: 287
Best fit for generation 924: 287
Best fit for generation 925: 287
Best fit for generation 926: 287
Best fit for generation 927: 287
Best fit for generation 928: 287
Best fit for generation 929: 287
Best fit for generation 930: 287
Best fit for generation 931: 287
Best fit for generation 932: 287
Best fit for generation 933: 287
Best fit for generation 934: 287
Best fit for generation 935: 287
Best fit for generation 936: 287
Best fit for generation 937: 287
Best fit for generation 938: 287
Best fit for generation 939: 287
Best fit for generation 940: 287
Best fit for generation 941: 287
Best fit for generation 942: 287
Best fit for generation 943: 287
Best fit for generation 944: 287
Best fit for generation 945: 287
Best fit for generation 946: 287
Best fit for generation 947: 287
Best fit for generation 948: 287
Best fit for generation 949: 287
Best fit for generation 950: 287
Best fit for generation 951: 287
Best fit for generation 952: 287
Best fit for generation 953: 287
Best fit for generation 954: 287
Best fit for generation 955: 287
Best fit for generation 956: 287
Best fit for generation 957: 287
Best fit for generation 958: 287
Best fit for generation 959: 287
Best fit for generation 960: 287
Best fit for generation 961: 287
Best fit for generation 962: 287
Best fit for generation 963: 287
Best fit for generation 964: 287
Best fit for generation 965: 287
Best fit for generation 966: 287
Best fit for generation 967: 287
Best fit for generation 968: 287
Best fit for generation 969: 287
Best fit for generation 970: 287
Best fit for generation 971: 287
Best fit for generation 972: 287
Best fit for generation 973: 287
Best fit for generation 974: 287
Best fit for generation 975: 287
Best fit for generation 976: 287
Best fit for generation 977: 287
Best fit for generation 978: 287
Best fit for generation 979: 287
Best fit for generation 980: 287
Best fit for generation 981: 287
Best fit for generation 982: 287
Best fit for generation 983: 287
Best fit for generation 984: 287
Best fit for generation 985: 287
Best fit for generation 986: 287
Best fit for generation 987: 287
Best fit for generation 988: 287
Best fit for generation 989: 287
Best fit for generation 990: 287
Best fit for generation 991: 287
Best fit for generation 992: 287
Best fit for generation 993: 287
Best fit for generation 994: 287
Best fit for generation 995: 287
Best fit for generation 996: 287
Best fit for generation 997: 287
Best fit for generation 998: 287
Best fit for generation 999: 287
Best fit for generation 1000: 287
Best fit for generation 1001: 287
Best fit for generation 1002: 287
Best fit for generation 1003: 287
Best fit for generation 1004: 295
Best fit for generation 1005: 295
Best fit for generation 1006: 295
Best fit for generation 1007: 295
Best fit for generation 1008: 295
Best fit for generation 1009: 295
Best fit for generation 1010: 295
Best fit for generation 1011: 295
Best fit for generation 1012: 295
Best fit for generation 1013: 295
Best fit for generation 1014: 295
Best fit for generation 1015: 295
Best fit for generation 1016: 295
Best fit for generation 1017: 295
Best fit for generation 1018: 295
Best fit for generation 1019: 295
Best fit for generation 1020: 295
Best fit for generation 1021: 295
Best fit for generation 1022: 295
Best fit for generation 1023: 295
Best fit for generation 1024: 295
Best fit for generation 1025: 295
Best fit for generation 1026: 295
Best fit for generation 1027: 295
Best fit for generation 1028: 295
Best fit for generation 1029: 295
Best fit for generation 1030: 295
Best fit for generation 1031: 295
Best fit for generation 1032: 295
Best fit for generation 1033: 295
Best fit for generation 1034: 295
Best fit for generation 1035: 295
Best fit for generation 1036: 295
Best fit for generation 1037: 295
Best fit for generation 1038: 295
Best fit for generation 1039: 295
Best fit for generation 1040: 295
Best fit for generation 1041: 295
Best fit for generation 1042: 295
Best fit for generation 1043: 295
Best fit for generation 1044: 295
Best fit for generation 1045: 295
Best fit for generation 1046: 295
Best fit for generation 1047: 295
Best fit for generation 1048: 295
Best fit for generation 1049: 295
Best fit for generation 1050: 295
Best fit for generation 1051: 295
Best fit for generation 1052: 295
Best fit for generation 1053: 295
Best fit for generation 1054: 295
Best fit for generation 1055: 295
Best fit for generation 1056: 295
Best fit for generation 1057: 295
Best fit for generation 1058: 295
Best fit for generation 1059: 295
Best fit for generation 1060: 295
Best fit for generation 1061: 295
Best fit for generation 1062: 295
Best fit for generation 1063: 295
Best fit for generation 1064: 295
Best fit for generation 1065: 295
Best fit for generation 1066: 295
Best fit for generation 1067: 295
Best fit for generation 1068: 295
