Maximum fit for each generation: 
Best fit for generation 138: 592
Best fit for generation 139: 592
Best fit for generation 140: 592
Best fit for generation 141: 592
Best fit for generation 142: 592
Best fit for generation 143: 592
Best fit for generation 144: 592
Best fit for generation 145: 592
Best fit for generation 146: 592
Best fit for generation 147: 592
Best fit for generation 148: 592
Best fit for generation 149: 592
Best fit for generation 150: 592
Best fit for generation 151: 592
Best fit for generation 152: 592
Best fit for generation 153: 592
Best fit for generation 154: 592
Best fit for generation 155: 592
Best fit for generation 156: 592
Best fit for generation 157: 592
Best fit for generation 158: 592
Best fit for generation 159: 592
Best fit for generation 160: 592
Best fit for generation 161: 592
Best fit for generation 162: 592
Best fit for generation 163: 592
Best fit for generation 164: 592
Best fit for generation 165: 592
Best fit for generation 166: 592
Best fit for generation 167: 592
Best fit for generation 168: 592
Best fit for generation 169: 592
Best fit for generation 170: 592
Best fit for generation 171: 592
Best fit for generation 172: 592
Best fit for generation 173: 592
Best fit for generation 174: 592
Best fit for generation 175: 592
Best fit for generation 176: 592
Best fit for generation 177: 592
Best fit for generation 178: 592
Best fit for generation 179: 592
Best fit for generation 180: 592
Best fit for generation 181: 592
Best fit for generation 182: 592
Best fit for generation 183: 592
Best fit for generation 184: 592
Best fit for generation 185: 592
Best fit for generation 186: 592
Best fit for generation 187: 592
Best fit for generation 188: 592
Best fit for generation 189: 592
Best fit for generation 190: 592
Best fit for generation 191: 592
Best fit for generation 192: 592
Best fit for generation 193: 592
Best fit for generation 194: 592
Best fit for generation 195: 592
Best fit for generation 196: 592
Best fit for generation 197: 592
Best fit for generation 198: 592
Best fit for generation 199: 592
Best fit for generation 200: 592
Best fit for generation 201: 592
Best fit for generation 202: 592
Best fit for generation 203: 592
Best fit for generation 204: 592
Best fit for generation 205: 592
Best fit for generation 206: 592
Best fit for generation 207: 592
Best fit for generation 208: 592
Best fit for generation 209: 592
Best fit for generation 210: 592
Best fit for generation 211: 592
Best fit for generation 212: 592
Best fit for generation 213: 592
Best fit for generation 214: 592
Best fit for generation 215: 592
Best fit for generation 216: 592
Best fit for generation 217: 592
Best fit for generation 218: 592
Best fit for generation 219: 592
Best fit for generation 220: 592
Best fit for generation 221: 592
Best fit for generation 222: 592
Best fit for generation 223: 592
Best fit for generation 224: 592
Best fit for generation 225: 592
Best fit for generation 226: 592
Best fit for generation 227: 592
Best fit for generation 228: 592
Best fit for generation 229: 592
Best fit for generation 230: 592
Best fit for generation 231: 592
Best fit for generation 232: 592
Best fit for generation 233: 592
Best fit for generation 234: 592
Best fit for generation 235: 592
Best fit for generation 236: 592
Best fit for generation 237: 592
Best fit for generation 238: 592
Best fit for generation 239: 592
Best fit for generation 240: 592
Best fit for generation 241: 592
Best fit for generation 242: 592
Best fit for generation 243: 592
Best fit for generation 244: 592
Best fit for generation 245: 592
Best fit for generation 246: 592
Best fit for generation 247: 592
Best fit for generation 248: 592
Best fit for generation 249: 592
Best fit for generation 250: 592
Best fit for generation 251: 592
Best fit for generation 252: 592
Best fit for generation 253: 592
Best fit for generation 254: 592
Best fit for generation 255: 592
Best fit for generation 256: 592
Best fit for generation 257: 592
Best fit for generation 258: 592
Best fit for generation 259: 592
Best fit for generation 260: 592
Best fit for generation 261: 592
Best fit for generation 262: 592
Best fit for generation 263: 592
Best fit for generation 264: 592
Best fit for generation 265: 592
Best fit for generation 266: 592
Best fit for generation 267: 592
Best fit for generation 268: 592
Best fit for generation 269: 592
Best fit for generation 270: 592
Best fit for generation 271: 592
Best fit for generation 272: 592
Best fit for generation 273: 592
Best fit for generation 274: 592
Best fit for generation 275: 592
Best fit for generation 276: 592
Best fit for generation 277: 592
Best fit for generation 278: 592
Best fit for generation 279: 592
Best fit for generation 280: 592
Best fit for generation 281: 592
Best fit for generation 282: 592
Best fit for generation 283: 592
Best fit for generation 284: 592
Best fit for generation 285: 592
Best fit for generation 286: 592
Best fit for generation 287: 592
Best fit for generation 288: 592
Best fit for generation 289: 592
Best fit for generation 290: 592
Best fit for generation 291: 592
Best fit for generation 292: 592
Best fit for generation 293: 592
Best fit for generation 294: 592
Best fit for generation 295: 592
Best fit for generation 296: 592
Best fit for generation 297: 592
Best fit for generation 298: 592
Best fit for generation 299: 592
Best fit for generation 300: 592
Best fit for generation 301: 592
Best fit for generation 302: 592
Best fit for generation 303: 592
Best fit for generation 304: 592
Best fit for generation 305: 592
Best fit for generation 306: 592
Best fit for generation 307: 592
Best fit for generation 308: 592
Best fit for generation 309: 592
Best fit for generation 310: 592
Best fit for generation 311: 592
Best fit for generation 312: 592
Best fit for generation 313: 592
Best fit for generation 314: 592
Best fit for generation 315: 592
Best fit for generation 316: 592
Best fit for generation 317: 592
Best fit for generation 318: 592
Best fit for generation 319: 592
Best fit for generation 320: 592
Best fit for generation 321: 592
Best fit for generation 322: 592
Best fit for generation 323: 592
Best fit for generation 324: 592
Best fit for generation 325: 592
Best fit for generation 326: 592
Best fit for generation 327: 592
Best fit for generation 328: 592
Best fit for generation 329: 592
Best fit for generation 330: 592
Best fit for generation 331: 592
Best fit for generation 332: 592
Best fit for generation 333: 592
Best fit for generation 334: 592
Best fit for generation 335: 592
Best fit for generation 336: 592
Best fit for generation 337: 592
Best fit for generation 338: 592
Best fit for generation 339: 592
Best fit for generation 340: 592
Best fit for generation 341: 592
Best fit for generation 342: 592
Best fit for generation 343: 592
Best fit for generation 344: 592
Best fit for generation 345: 592
Best fit for generation 346: 592
Best fit for generation 347: 592
Best fit for generation 348: 592
Best fit for generation 349: 592
Best fit for generation 350: 592
Best fit for generation 351: 592
Best fit for generation 352: 592
Best fit for generation 353: 592
Best fit for generation 354: 592
Best fit for generation 355: 592
Best fit for generation 356: 592
Best fit for generation 357: 592
Best fit for generation 358: 592
Best fit for generation 359: 592
Best fit for generation 360: 592
Best fit for generation 361: 592
Best fit for generation 362: 592
Best fit for generation 363: 592
Best fit for generation 364: 592
Best fit for generation 365: 592
Best fit for generation 366: 592
Best fit for generation 367: 592
Best fit for generation 368: 592
Best fit for generation 369: 592
Best fit for generation 370: 592
Best fit for generation 371: 592
Best fit for generation 372: 592
Best fit for generation 373: 592
Best fit for generation 374: 592
Best fit for generation 375: 592
Best fit for generation 376: 592
Best fit for generation 377: 592
Best fit for generation 378: 592
Best fit for generation 379: 592
Best fit for generation 380: 592
Best fit for generation 381: 592
Best fit for generation 382: 592
Best fit for generation 383: 592
Best fit for generation 384: 592
Best fit for generation 385: 592
Best fit for generation 386: 592
Best fit for generation 387: 592
Best fit for generation 388: 592
Best fit for generation 389: 592
Best fit for generation 390: 592
Best fit for generation 391: 592
Best fit for generation 392: 592
Best fit for generation 393: 592
Best fit for generation 394: 592
Best fit for generation 395: 592
Best fit for generation 396: 592
Best fit for generation 397: 592
Best fit for generation 398: 592
Best fit for generation 399: 592
Best fit for generation 400: 592
Best fit for generation 401: 592
Best fit for generation 402: 592
Best fit for generation 403: 592
Best fit for generation 404: 592
Best fit for generation 405: 592
Best fit for generation 406: 592
Best fit for generation 407: 592
Best fit for generation 408: 592
Best fit for generation 409: 592
Best fit for generation 410: 592
Best fit for generation 411: 592
Best fit for generation 412: 592
Best fit for generation 413: 592
Best fit for generation 414: 592
Best fit for generation 415: 592
Best fit for generation 416: 592
Best fit for generation 417: 592
Best fit for generation 418: 592
Best fit for generation 419: 592
Best fit for generation 420: 592
Best fit for generation 421: 592
Best fit for generation 422: 592
Best fit for generation 423: 592
Best fit for generation 424: 592
Best fit for generation 425: 592
Best fit for generation 426: 592
Best fit for generation 427: 592
Best fit for generation 428: 592
Best fit for generation 429: 592
Best fit for generation 430: 592
Best fit for generation 431: 592
Best fit for generation 432: 592
Best fit for generation 433: 592
Best fit for generation 434: 592
Best fit for generation 435: 592
Best fit for generation 436: 592
Best fit for generation 437: 592
Best fit for generation 438: 592
Best fit for generation 439: 592
Best fit for generation 440: 592
Best fit for generation 441: 592
Best fit for generation 442: 592
Best fit for generation 443: 592
Best fit for generation 444: 592
Best fit for generation 445: 592
Best fit for generation 446: 592
Best fit for generation 447: 592
Best fit for generation 448: 592
Best fit for generation 449: 592
Best fit for generation 450: 592
Best fit for generation 451: 592
Best fit for generation 452: 592
Best fit for generation 453: 592
Best fit for generation 454: 592
Best fit for generation 455: 592
Best fit for generation 456: 592
Best fit for generation 457: 592
Best fit for generation 458: 592
Best fit for generation 459: 592
Best fit for generation 460: 592
Best fit for generation 461: 592
Best fit for generation 462: 592
Best fit for generation 463: 592
Best fit for generation 464: 592
Best fit for generation 465: 592
Best fit for generation 466: 592
Best fit for generation 467: 592
Best fit for generation 468: 592
Best fit for generation 469: 592
Best fit for generation 470: 592
Best fit for generation 471: 592
Best fit for generation 472: 592
Best fit for generation 473: 592
Best fit for generation 474: 592
Best fit for generation 475: 592
Best fit for generation 476: 592
Best fit for generation 477: 592
Best fit for generation 478: 592
Best fit for generation 479: 592
Best fit for generation 480: 592
Best fit for generation 481: 592
Best fit for generation 482: 592
Best fit for generation 483: 592
Best fit for generation 484: 592
Best fit for generation 485: 592
Best fit for generation 486: 592
Best fit for generation 487: 592
Best fit for generation 488: 592
Best fit for generation 489: 592
Best fit for generation 490: 592
Best fit for generation 491: 592
Best fit for generation 492: 592
Best fit for generation 493: 592
Best fit for generation 494: 592
Best fit for generation 495: 592
Best fit for generation 496: 592
Best fit for generation 497: 592
Best fit for generation 498: 592
Best fit for generation 499: 592
Best fit for generation 500: 592
Best fit for generation 501: 592
Best fit for generation 502: 592
Best fit for generation 503: 592
Best fit for generation 504: 592
Best fit for generation 505: 592
Best fit for generation 506: 592
Best fit for generation 507: 592
Best fit for generation 508: 592
Best fit for generation 509: 592
Best fit for generation 510: 592
Best fit for generation 511: 592
Best fit for generation 512: 592
Best fit for generation 513: 592
Best fit for generation 514: 592
Best fit for generation 515: 592
Best fit for generation 516: 592
Best fit for generation 517: 592
Best fit for generation 518: 592
Best fit for generation 519: 592
Best fit for generation 520: 592
Best fit for generation 521: 592
Best fit for generation 522: 592
Best fit for generation 523: 592
Best fit for generation 524: 592
Best fit for generation 525: 592
Best fit for generation 526: 592
Best fit for generation 527: 592
Best fit for generation 528: 592
Best fit for generation 529: 592
Best fit for generation 530: 592
Best fit for generation 531: 592
Best fit for generation 532: 592
Best fit for generation 533: 592
Best fit for generation 534: 592
Best fit for generation 535: 592
Best fit for generation 536: 592
Best fit for generation 537: 592
Best fit for generation 538: 592
Best fit for generation 539: 592
Best fit for generation 540: 592
Best fit for generation 541: 592
Best fit for generation 542: 592
Best fit for generation 543: 592
Best fit for generation 544: 592
Best fit for generation 545: 592
Best fit for generation 546: 592
Best fit for generation 547: 592
Best fit for generation 548: 592
Best fit for generation 549: 592
Best fit for generation 550: 592
Best fit for generation 551: 592
Best fit for generation 552: 592
Best fit for generation 553: 592
Best fit for generation 554: 592
Best fit for generation 555: 592
Best fit for generation 556: 592
Best fit for generation 557: 592
Best fit for generation 558: 592
Best fit for generation 559: 592
Best fit for generation 560: 592
Best fit for generation 561: 592
Best fit for generation 562: 592
Best fit for generation 563: 592
Best fit for generation 564: 592
Best fit for generation 565: 592
Best fit for generation 566: 592
Best fit for generation 567: 592
Best fit for generation 568: 592
Best fit for generation 569: 592
Best fit for generation 570: 592
Best fit for generation 571: 592
Best fit for generation 572: 592
Best fit for generation 573: 592
Best fit for generation 574: 592
Best fit for generation 575: 592
Best fit for generation 576: 592
Best fit for generation 577: 592
Best fit for generation 578: 592
Best fit for generation 579: 592
Best fit for generation 580: 592
Best fit for generation 581: 592
Best fit for generation 582: 592
Best fit for generation 583: 592
Best fit for generation 584: 592
Best fit for generation 585: 592
Best fit for generation 586: 592
Best fit for generation 587: 592
Best fit for generation 588: 592
Best fit for generation 589: 592
Best fit for generation 590: 592
Best fit for generation 591: 592
Best fit for generation 592: 592
Best fit for generation 593: 592
Best fit for generation 594: 592
Best fit for generation 595: 592
Best fit for generation 596: 592
Best fit for generation 597: 592
Best fit for generation 598: 592
Best fit for generation 599: 592
Best fit for generation 600: 592
Best fit for generation 601: 592
Best fit for generation 602: 592
Best fit for generation 603: 592
Best fit for generation 604: 592
Best fit for generation 605: 592
Best fit for generation 606: 592
Best fit for generation 607: 592
Best fit for generation 608: 592
Best fit for generation 609: 592
Best fit for generation 610: 592
Best fit for generation 611: 592
Best fit for generation 612: 592
Best fit for generation 613: 592
Best fit for generation 614: 592
Best fit for generation 615: 592
Best fit for generation 616: 592
Best fit for generation 617: 592
Best fit for generation 618: 592
Best fit for generation 619: 592
Best fit for generation 620: 592
Best fit for generation 621: 592
Best fit for generation 622: 592
Best fit for generation 623: 592
Best fit for generation 624: 592
Best fit for generation 625: 592
Best fit for generation 626: 592
Best fit for generation 627: 592
Best fit for generation 628: 592
Best fit for generation 629: 592
Best fit for generation 630: 592
Best fit for generation 631: 592
Best fit for generation 632: 592
Best fit for generation 633: 592
Best fit for generation 634: 592
Best fit for generation 635: 592
Best fit for generation 636: 592
Best fit for generation 637: 592
Best fit for generation 638: 592
Best fit for generation 639: 592
Best fit for generation 640: 592
Best fit for generation 641: 592
Best fit for generation 642: 592
Best fit for generation 643: 592
Best fit for generation 644: 592
Best fit for generation 645: 592
Best fit for generation 646: 592
Best fit for generation 647: 592
Best fit for generation 648: 592
Best fit for generation 649: 592
Best fit for generation 650: 592
Best fit for generation 651: 592
Best fit for generation 652: 592
Best fit for generation 653: 592
Best fit for generation 654: 592
Best fit for generation 655: 592
Best fit for generation 656: 592
Best fit for generation 657: 592
Best fit for generation 658: 592
Best fit for generation 659: 592
Best fit for generation 660: 592
Best fit for generation 661: 592
Best fit for generation 662: 592
Best fit for generation 663: 592
Best fit for generation 664: 592
Best fit for generation 665: 592
Best fit for generation 666: 592
Best fit for generation 667: 592
Best fit for generation 668: 592
Best fit for generation 669: 592
Best fit for generation 670: 592
Best fit for generation 671: 592
Best fit for generation 672: 592
Best fit for generation 673: 592
Best fit for generation 674: 592
Best fit for generation 675: 592
Best fit for generation 676: 592
Best fit for generation 677: 592
Best fit for generation 678: 592
Best fit for generation 679: 592
Best fit for generation 680: 622
Best fit for generation 681: 622
Best fit for generation 682: 622
Best fit for generation 683: 622
Best fit for generation 684: 622
Best fit for generation 685: 622
Best fit for generation 686: 622
Best fit for generation 687: 622
Best fit for generation 688: 622
Best fit for generation 689: 622
Best fit for generation 690: 622
Best fit for generation 691: 622
Best fit for generation 692: 622
Best fit for generation 693: 622
Best fit for generation 694: 622
Best fit for generation 695: 622
Best fit for generation 696: 622
Best fit for generation 697: 622
Best fit for generation 698: 622
Best fit for generation 699: 622
Best fit for generation 700: 622
Best fit for generation 701: 622
Best fit for generation 702: 622
Best fit for generation 703: 622
Best fit for generation 704: 622
Best fit for generation 705: 622
Best fit for generation 706: 622
Best fit for generation 707: 622
Best fit for generation 708: 622
Best fit for generation 709: 622
Best fit for generation 710: 622
Best fit for generation 711: 622
Best fit for generation 712: 622
Best fit for generation 713: 622
Best fit for generation 714: 622
Best fit for generation 715: 622
Best fit for generation 716: 622
Best fit for generation 717: 622
Best fit for generation 718: 622
Best fit for generation 719: 622
Best fit for generation 720: 622
Best fit for generation 721: 622
Best fit for generation 722: 622
Best fit for generation 723: 622
Best fit for generation 724: 622
Best fit for generation 725: 622
Best fit for generation 726: 622
Best fit for generation 727: 622
Best fit for generation 728: 622
Best fit for generation 729: 622
Best fit for generation 730: 622
Best fit for generation 731: 622
Best fit for generation 732: 622
Best fit for generation 733: 622
Best fit for generation 734: 622
Best fit for generation 735: 622
Best fit for generation 736: 622
Best fit for generation 737: 622
Best fit for generation 738: 622
Best fit for generation 739: 622
Best fit for generation 740: 622
Best fit for generation 741: 622
Best fit for generation 742: 622
Best fit for generation 743: 622
Best fit for generation 744: 622
Best fit for generation 745: 622
Best fit for generation 746: 622
Best fit for generation 747: 622
Best fit for generation 748: 622
Best fit for generation 749: 622
Best fit for generation 750: 622
Best fit for generation 751: 622
Best fit for generation 752: 622
Best fit for generation 753: 622
Best fit for generation 754: 622
Best fit for generation 755: 622
Best fit for generation 756: 622
Best fit for generation 757: 622
Best fit for generation 758: 622
Best fit for generation 759: 622
Best fit for generation 760: 622
Best fit for generation 761: 622
Best fit for generation 762: 622
Best fit for generation 763: 622
Best fit for generation 764: 622
Best fit for generation 765: 622
Best fit for generation 766: 622
Best fit for generation 767: 622
Best fit for generation 768: 622
Best fit for generation 769: 622
Best fit for generation 770: 622
Best fit for generation 771: 622
Best fit for generation 772: 622
Best fit for generation 773: 622
Best fit for generation 774: 622
Best fit for generation 775: 622
Best fit for generation 776: 622
Best fit for generation 777: 622
Best fit for generation 778: 622
Best fit for generation 779: 622
Best fit for generation 780: 622
Best fit for generation 781: 622
Best fit for generation 782: 622
Best fit for generation 783: 622
Best fit for generation 784: 622
Best fit for generation 785: 622
Best fit for generation 786: 622
Best fit for generation 787: 622
Best fit for generation 788: 622
Best fit for generation 789: 622
Best fit for generation 790: 622
Best fit for generation 791: 622
Best fit for generation 792: 622
Best fit for generation 793: 622
Best fit for generation 794: 622
Best fit for generation 795: 622
Best fit for generation 796: 622
Best fit for generation 797: 622
Best fit for generation 798: 622
Best fit for generation 799: 622
Best fit for generation 800: 622
Best fit for generation 801: 622
Best fit for generation 802: 622
Best fit for generation 803: 622
Best fit for generation 804: 622
Best fit for generation 805: 622
Best fit for generation 806: 622
Best fit for generation 807: 622
Best fit for generation 808: 622
Best fit for generation 809: 622
Best fit for generation 810: 622
Best fit for generation 811: 622
Best fit for generation 812: 622
Best fit for generation 813: 622
Best fit for generation 814: 622
Best fit for generation 815: 622
Best fit for generation 816: 622
Best fit for generation 817: 622
Best fit for generation 818: 622
Best fit for generation 819: 622
Best fit for generation 820: 622
Best fit for generation 821: 622
Best fit for generation 822: 622
Best fit for generation 823: 622
Best fit for generation 824: 622
Best fit for generation 825: 622
Best fit for generation 826: 622
Best fit for generation 827: 622
Best fit for generation 828: 622
Best fit for generation 829: 622
Best fit for generation 830: 622
Best fit for generation 831: 622
Best fit for generation 832: 622
Best fit for generation 833: 622
Best fit for generation 834: 622
Best fit for generation 835: 622
Best fit for generation 836: 622
Best fit for generation 837: 622
Best fit for generation 838: 622
Best fit for generation 839: 622
Best fit for generation 840: 622
Best fit for generation 841: 622
Best fit for generation 842: 622
Best fit for generation 843: 622
Best fit for generation 844: 622
Best fit for generation 845: 622
Best fit for generation 846: 622
Best fit for generation 847: 622
Best fit for generation 848: 622
Best fit for generation 849: 622
Best fit for generation 850: 622
Best fit for generation 851: 622
Best fit for generation 852: 622
Best fit for generation 853: 622
Best fit for generation 854: 622
Best fit for generation 855: 622
Best fit for generation 856: 622
Best fit for generation 857: 622
Best fit for generation 858: 622
Best fit for generation 859: 622
Best fit for generation 860: 622
Best fit for generation 861: 622
Best fit for generation 862: 622
Best fit for generation 863: 622
Best fit for generation 864: 622
Best fit for generation 865: 622
Best fit for generation 866: 622
Best fit for generation 867: 622
Best fit for generation 868: 622
Best fit for generation 869: 622
Best fit for generation 870: 622
Best fit for generation 871: 622
Best fit for generation 872: 622
Best fit for generation 873: 622
Best fit for generation 874: 622
Best fit for generation 875: 622
Best fit for generation 876: 622
Best fit for generation 877: 622
Best fit for generation 878: 622
Best fit for generation 879: 622
Best fit for generation 880: 622
Best fit for generation 881: 622
Best fit for generation 882: 622
Best fit for generation 883: 622
Best fit for generation 884: 622
Best fit for generation 885: 622
Best fit for generation 886: 622
Best fit for generation 887: 622
Best fit for generation 888: 622
Best fit for generation 889: 622
Best fit for generation 890: 622
Best fit for generation 891: 622
Best fit for generation 892: 622
Best fit for generation 893: 622
Best fit for generation 894: 622
Best fit for generation 895: 622
Best fit for generation 896: 622
Best fit for generation 897: 622
Best fit for generation 898: 622
Best fit for generation 899: 622
Best fit for generation 900: 622
Best fit for generation 901: 622
Best fit for generation 902: 622
Best fit for generation 903: 622
Best fit for generation 904: 622
Best fit for generation 905: 622
Best fit for generation 906: 622
Best fit for generation 907: 622
Best fit for generation 908: 622
Best fit for generation 909: 622
Best fit for generation 910: 622
Best fit for generation 911: 622
Best fit for generation 912: 622
Best fit for generation 913: 622
Best fit for generation 914: 622
Best fit for generation 915: 622
Best fit for generation 916: 622
Best fit for generation 917: 622
Best fit for generation 918: 622
Best fit for generation 919: 622
Best fit for generation 920: 622
Best fit for generation 921: 622
Best fit for generation 922: 622
Best fit for generation 923: 622
Best fit for generation 924: 622
Best fit for generation 925: 622
Best fit for generation 926: 622
Best fit for generation 927: 622
Best fit for generation 928: 622
Best fit for generation 929: 622
Best fit for generation 930: 622
Best fit for generation 931: 622
Best fit for generation 932: 622
Best fit for generation 933: 622
Best fit for generation 934: 622
Best fit for generation 935: 622
Best fit for generation 936: 622
Best fit for generation 937: 622
Best fit for generation 938: 622
Best fit for generation 939: 622
Best fit for generation 940: 622
Best fit for generation 941: 622
Best fit for generation 942: 622
Best fit for generation 943: 622
Best fit for generation 944: 622
Best fit for generation 945: 622
Best fit for generation 946: 622
Best fit for generation 947: 622
Best fit for generation 948: 622
Best fit for generation 949: 622
Best fit for generation 950: 622
Best fit for generation 951: 622
Best fit for generation 952: 622
Best fit for generation 953: 622
Best fit for generation 954: 622
Best fit for generation 955: 622
Best fit for generation 956: 622
Best fit for generation 957: 622
Best fit for generation 958: 622
Best fit for generation 959: 622
Best fit for generation 960: 622
Best fit for generation 961: 622
Best fit for generation 962: 622
Best fit for generation 963: 622
Best fit for generation 964: 622
Best fit for generation 965: 622
Best fit for generation 966: 622
Best fit for generation 967: 622
Best fit for generation 968: 622
Best fit for generation 969: 622
Best fit for generation 970: 622
Best fit for generation 971: 622
Best fit for generation 972: 622
Best fit for generation 973: 622
Best fit for generation 974: 622
Best fit for generation 975: 622
Best fit for generation 976: 622
Best fit for generation 977: 622
Best fit for generation 978: 622
Best fit for generation 979: 622
Best fit for generation 980: 622
Best fit for generation 981: 622
Best fit for generation 982: 622
Best fit for generation 983: 622
Best fit for generation 984: 622
Best fit for generation 985: 622
Best fit for generation 986: 622
Best fit for generation 987: 622
Best fit for generation 988: 622
Best fit for generation 989: 622
Best fit for generation 990: 622
Best fit for generation 991: 622
Best fit for generation 992: 622
Best fit for generation 993: 622
Best fit for generation 994: 622
Best fit for generation 995: 622
Best fit for generation 996: 622
Best fit for generation 997: 622
Best fit for generation 998: 622
Best fit for generation 999: 622
Best fit for generation 1000: 622
Best fit for generation 1001: 622
Best fit for generation 1002: 622
Best fit for generation 1003: 622
Best fit for generation 1004: 622
Best fit for generation 1005: 622
Best fit for generation 1006: 622
Best fit for generation 1007: 622
Best fit for generation 1008: 622
Best fit for generation 1009: 622
Best fit for generation 1010: 622
Best fit for generation 1011: 622
Best fit for generation 1012: 622
Best fit for generation 1013: 622
Best fit for generation 1014: 622
Best fit for generation 1015: 622
Best fit for generation 1016: 622
Best fit for generation 1017: 622
Best fit for generation 1018: 622
Best fit for generation 1019: 622
Best fit for generation 1020: 622
Best fit for generation 1021: 622
Best fit for generation 1022: 622
Best fit for generation 1023: 622
Best fit for generation 1024: 622
Best fit for generation 1025: 622
Best fit for generation 1026: 622
Best fit for generation 1027: 622
Best fit for generation 1028: 622
Best fit for generation 1029: 622
Best fit for generation 1030: 622
Best fit for generation 1031: 622
Best fit for generation 1032: 622
Best fit for generation 1033: 622
Best fit for generation 1034: 622
Best fit for generation 1035: 622
Best fit for generation 1036: 622
Best fit for generation 1037: 622
Best fit for generation 1038: 622
Best fit for generation 1039: 622
Best fit for generation 1040: 622
Best fit for generation 1041: 622
Best fit for generation 1042: 622
Best fit for generation 1043: 622
Best fit for generation 1044: 622
Best fit for generation 1045: 622
Best fit for generation 1046: 622
Best fit for generation 1047: 622
Best fit for generation 1048: 622
Best fit for generation 1049: 622
Best fit for generation 1050: 622
Best fit for generation 1051: 622
Best fit for generation 1052: 622
Best fit for generation 1053: 622
Best fit for generation 1054: 622
Best fit for generation 1055: 622
Best fit for generation 1056: 622
Best fit for generation 1057: 622
Best fit for generation 1058: 622
Best fit for generation 1059: 622
Best fit for generation 1060: 622
Best fit for generation 1061: 622
Best fit for generation 1062: 622
Best fit for generation 1063: 622
Best fit for generation 1064: 622
Best fit for generation 1065: 622
Best fit for generation 1066: 622
Best fit for generation 1067: 622
Best fit for generation 1068: 622
