Maximum fit for each generation: 
Best fit for generation 139: 678
Best fit for generation 140: 678
Best fit for generation 141: 678
Best fit for generation 142: 678
Best fit for generation 143: 678
Best fit for generation 144: 678
Best fit for generation 145: 678
Best fit for generation 146: 678
Best fit for generation 147: 678
Best fit for generation 148: 678
Best fit for generation 149: 678
Best fit for generation 150: 678
Best fit for generation 151: 678
Best fit for generation 152: 678
Best fit for generation 153: 678
Best fit for generation 154: 678
Best fit for generation 155: 678
Best fit for generation 156: 678
Best fit for generation 157: 678
Best fit for generation 158: 678
Best fit for generation 159: 678
Best fit for generation 160: 678
Best fit for generation 161: 678
Best fit for generation 162: 678
Best fit for generation 163: 678
Best fit for generation 164: 678
Best fit for generation 165: 678
Best fit for generation 166: 678
Best fit for generation 167: 678
Best fit for generation 168: 678
Best fit for generation 169: 678
Best fit for generation 170: 678
Best fit for generation 171: 678
Best fit for generation 172: 678
Best fit for generation 173: 678
Best fit for generation 174: 678
Best fit for generation 175: 678
Best fit for generation 176: 678
Best fit for generation 177: 678
Best fit for generation 178: 678
Best fit for generation 179: 678
Best fit for generation 180: 678
Best fit for generation 181: 678
Best fit for generation 182: 678
Best fit for generation 183: 678
Best fit for generation 184: 678
Best fit for generation 185: 678
Best fit for generation 186: 678
Best fit for generation 187: 678
Best fit for generation 188: 678
Best fit for generation 189: 678
Best fit for generation 190: 678
Best fit for generation 191: 678
Best fit for generation 192: 678
Best fit for generation 193: 678
Best fit for generation 194: 678
Best fit for generation 195: 678
Best fit for generation 196: 678
Best fit for generation 197: 678
Best fit for generation 198: 678
Best fit for generation 199: 678
Best fit for generation 200: 678
Best fit for generation 201: 678
Best fit for generation 202: 678
Best fit for generation 203: 678
Best fit for generation 204: 678
Best fit for generation 205: 678
Best fit for generation 206: 678
Best fit for generation 207: 678
Best fit for generation 208: 678
Best fit for generation 209: 678
Best fit for generation 210: 678
Best fit for generation 211: 678
Best fit for generation 212: 678
Best fit for generation 213: 678
Best fit for generation 214: 678
Best fit for generation 215: 678
Best fit for generation 216: 678
Best fit for generation 217: 678
Best fit for generation 218: 678
Best fit for generation 219: 678
Best fit for generation 220: 678
Best fit for generation 221: 678
Best fit for generation 222: 678
Best fit for generation 223: 678
Best fit for generation 224: 678
Best fit for generation 225: 678
Best fit for generation 226: 678
Best fit for generation 227: 678
Best fit for generation 228: 678
Best fit for generation 229: 678
Best fit for generation 230: 678
Best fit for generation 231: 678
Best fit for generation 232: 678
Best fit for generation 233: 678
Best fit for generation 234: 678
Best fit for generation 235: 678
Best fit for generation 236: 678
Best fit for generation 237: 678
Best fit for generation 238: 678
Best fit for generation 239: 678
Best fit for generation 240: 678
Best fit for generation 241: 678
Best fit for generation 242: 678
Best fit for generation 243: 678
Best fit for generation 244: 678
Best fit for generation 245: 678
Best fit for generation 246: 678
Best fit for generation 247: 678
Best fit for generation 248: 678
Best fit for generation 249: 678
Best fit for generation 250: 678
Best fit for generation 251: 678
Best fit for generation 252: 678
Best fit for generation 253: 678
Best fit for generation 254: 678
Best fit for generation 255: 678
Best fit for generation 256: 678
Best fit for generation 257: 678
Best fit for generation 258: 678
Best fit for generation 259: 678
Best fit for generation 260: 678
Best fit for generation 261: 678
Best fit for generation 262: 678
Best fit for generation 263: 678
Best fit for generation 264: 678
Best fit for generation 265: 678
Best fit for generation 266: 678
Best fit for generation 267: 678
Best fit for generation 268: 678
Best fit for generation 269: 678
Best fit for generation 270: 678
Best fit for generation 271: 678
Best fit for generation 272: 678
Best fit for generation 273: 678
Best fit for generation 274: 678
Best fit for generation 275: 678
Best fit for generation 276: 678
Best fit for generation 277: 678
Best fit for generation 278: 678
Best fit for generation 279: 678
Best fit for generation 280: 678
Best fit for generation 281: 678
Best fit for generation 282: 678
Best fit for generation 283: 678
Best fit for generation 284: 678
Best fit for generation 285: 678
Best fit for generation 286: 678
Best fit for generation 287: 678
Best fit for generation 288: 678
Best fit for generation 289: 698
Best fit for generation 290: 698
Best fit for generation 291: 698
Best fit for generation 292: 698
Best fit for generation 293: 698
Best fit for generation 294: 698
Best fit for generation 295: 698
Best fit for generation 296: 698
Best fit for generation 297: 698
Best fit for generation 298: 698
Best fit for generation 299: 698
Best fit for generation 300: 698
Best fit for generation 301: 698
Best fit for generation 302: 698
Best fit for generation 303: 698
Best fit for generation 304: 698
Best fit for generation 305: 698
Best fit for generation 306: 698
Best fit for generation 307: 698
Best fit for generation 308: 698
Best fit for generation 309: 698
Best fit for generation 310: 698
Best fit for generation 311: 698
Best fit for generation 312: 698
Best fit for generation 313: 698
Best fit for generation 314: 698
Best fit for generation 315: 698
Best fit for generation 316: 698
Best fit for generation 317: 698
Best fit for generation 318: 698
Best fit for generation 319: 698
Best fit for generation 320: 698
Best fit for generation 321: 698
Best fit for generation 322: 698
Best fit for generation 323: 698
Best fit for generation 324: 698
Best fit for generation 325: 698
Best fit for generation 326: 698
Best fit for generation 327: 698
Best fit for generation 328: 698
Best fit for generation 329: 698
Best fit for generation 330: 698
Best fit for generation 331: 698
Best fit for generation 332: 698
Best fit for generation 333: 698
Best fit for generation 334: 698
Best fit for generation 335: 698
Best fit for generation 336: 698
Best fit for generation 337: 698
Best fit for generation 338: 698
Best fit for generation 339: 698
Best fit for generation 340: 698
Best fit for generation 341: 698
Best fit for generation 342: 698
Best fit for generation 343: 698
Best fit for generation 344: 698
Best fit for generation 345: 698
Best fit for generation 346: 698
Best fit for generation 347: 698
Best fit for generation 348: 698
Best fit for generation 349: 698
Best fit for generation 350: 698
Best fit for generation 351: 698
Best fit for generation 352: 698
Best fit for generation 353: 698
Best fit for generation 354: 698
Best fit for generation 355: 698
Best fit for generation 356: 698
Best fit for generation 357: 698
Best fit for generation 358: 698
Best fit for generation 359: 698
Best fit for generation 360: 698
Best fit for generation 361: 698
Best fit for generation 362: 698
Best fit for generation 363: 698
Best fit for generation 364: 698
Best fit for generation 365: 698
Best fit for generation 366: 698
Best fit for generation 367: 698
Best fit for generation 368: 698
Best fit for generation 369: 698
Best fit for generation 370: 698
Best fit for generation 371: 698
Best fit for generation 372: 698
Best fit for generation 373: 698
Best fit for generation 374: 698
Best fit for generation 375: 698
Best fit for generation 376: 698
Best fit for generation 377: 698
Best fit for generation 378: 698
Best fit for generation 379: 698
Best fit for generation 380: 698
Best fit for generation 381: 698
Best fit for generation 382: 698
Best fit for generation 383: 698
Best fit for generation 384: 698
Best fit for generation 385: 698
Best fit for generation 386: 698
Best fit for generation 387: 698
Best fit for generation 388: 698
Best fit for generation 389: 698
Best fit for generation 390: 698
Best fit for generation 391: 698
Best fit for generation 392: 698
Best fit for generation 393: 698
Best fit for generation 394: 698
Best fit for generation 395: 698
Best fit for generation 396: 698
Best fit for generation 397: 698
Best fit for generation 398: 698
Best fit for generation 399: 698
Best fit for generation 400: 698
Best fit for generation 401: 698
Best fit for generation 402: 698
Best fit for generation 403: 698
Best fit for generation 404: 698
Best fit for generation 405: 698
Best fit for generation 406: 698
Best fit for generation 407: 698
Best fit for generation 408: 698
Best fit for generation 409: 698
Best fit for generation 410: 698
Best fit for generation 411: 698
Best fit for generation 412: 698
Best fit for generation 413: 698
Best fit for generation 414: 698
Best fit for generation 415: 698
Best fit for generation 416: 699
Best fit for generation 417: 699
Best fit for generation 418: 699
Best fit for generation 419: 699
Best fit for generation 420: 699
Best fit for generation 421: 699
Best fit for generation 422: 699
Best fit for generation 423: 699
Best fit for generation 424: 699
Best fit for generation 425: 699
Best fit for generation 426: 699
Best fit for generation 427: 699
Best fit for generation 428: 699
Best fit for generation 429: 699
Best fit for generation 430: 699
Best fit for generation 431: 699
Best fit for generation 432: 699
Best fit for generation 433: 699
Best fit for generation 434: 699
Best fit for generation 435: 699
Best fit for generation 436: 699
Best fit for generation 437: 699
Best fit for generation 438: 699
Best fit for generation 439: 699
Best fit for generation 440: 699
Best fit for generation 441: 699
Best fit for generation 442: 699
Best fit for generation 443: 699
Best fit for generation 444: 699
Best fit for generation 445: 699
Best fit for generation 446: 699
Best fit for generation 447: 699
Best fit for generation 448: 699
Best fit for generation 449: 699
Best fit for generation 450: 699
Best fit for generation 451: 699
Best fit for generation 452: 699
Best fit for generation 453: 699
Best fit for generation 454: 699
Best fit for generation 455: 699
Best fit for generation 456: 699
Best fit for generation 457: 699
Best fit for generation 458: 699
Best fit for generation 459: 699
Best fit for generation 460: 699
Best fit for generation 461: 699
Best fit for generation 462: 699
Best fit for generation 463: 699
Best fit for generation 464: 699
Best fit for generation 465: 699
Best fit for generation 466: 699
Best fit for generation 467: 699
Best fit for generation 468: 699
Best fit for generation 469: 699
Best fit for generation 470: 718
Best fit for generation 471: 718
Best fit for generation 472: 718
Best fit for generation 473: 718
Best fit for generation 474: 718
Best fit for generation 475: 718
Best fit for generation 476: 718
Best fit for generation 477: 718
Best fit for generation 478: 718
Best fit for generation 479: 718
Best fit for generation 480: 718
Best fit for generation 481: 718
Best fit for generation 482: 718
Best fit for generation 483: 718
Best fit for generation 484: 718
Best fit for generation 485: 718
Best fit for generation 486: 718
Best fit for generation 487: 718
Best fit for generation 488: 718
Best fit for generation 489: 718
Best fit for generation 490: 718
Best fit for generation 491: 718
Best fit for generation 492: 718
Best fit for generation 493: 718
Best fit for generation 494: 718
Best fit for generation 495: 718
Best fit for generation 496: 718
Best fit for generation 497: 718
Best fit for generation 498: 718
Best fit for generation 499: 718
Best fit for generation 500: 718
Best fit for generation 501: 718
Best fit for generation 502: 718
Best fit for generation 503: 718
Best fit for generation 504: 718
Best fit for generation 505: 718
Best fit for generation 506: 718
Best fit for generation 507: 718
Best fit for generation 508: 718
Best fit for generation 509: 718
Best fit for generation 510: 718
Best fit for generation 511: 718
Best fit for generation 512: 718
Best fit for generation 513: 718
Best fit for generation 514: 719
Best fit for generation 515: 719
Best fit for generation 516: 719
Best fit for generation 517: 719
Best fit for generation 518: 719
Best fit for generation 519: 719
Best fit for generation 520: 719
Best fit for generation 521: 719
Best fit for generation 522: 719
Best fit for generation 523: 719
Best fit for generation 524: 719
Best fit for generation 525: 719
Best fit for generation 526: 719
Best fit for generation 527: 719
Best fit for generation 528: 719
Best fit for generation 529: 719
Best fit for generation 530: 719
Best fit for generation 531: 719
Best fit for generation 532: 719
Best fit for generation 533: 719
Best fit for generation 534: 719
Best fit for generation 535: 719
Best fit for generation 536: 719
Best fit for generation 537: 719
Best fit for generation 538: 719
Best fit for generation 539: 719
Best fit for generation 540: 719
Best fit for generation 541: 719
Best fit for generation 542: 719
Best fit for generation 543: 719
Best fit for generation 544: 719
Best fit for generation 545: 719
Best fit for generation 546: 719
Best fit for generation 547: 719
Best fit for generation 548: 719
Best fit for generation 549: 719
Best fit for generation 550: 719
Best fit for generation 551: 719
Best fit for generation 552: 719
Best fit for generation 553: 719
Best fit for generation 554: 719
Best fit for generation 555: 719
Best fit for generation 556: 719
Best fit for generation 557: 719
Best fit for generation 558: 719
Best fit for generation 559: 719
Best fit for generation 560: 719
Best fit for generation 561: 719
Best fit for generation 562: 719
Best fit for generation 563: 719
Best fit for generation 564: 719
Best fit for generation 565: 719
Best fit for generation 566: 719
Best fit for generation 567: 719
Best fit for generation 568: 719
Best fit for generation 569: 719
Best fit for generation 570: 719
Best fit for generation 571: 719
Best fit for generation 572: 719
Best fit for generation 573: 719
Best fit for generation 574: 719
Best fit for generation 575: 719
Best fit for generation 576: 719
Best fit for generation 577: 719
Best fit for generation 578: 719
Best fit for generation 579: 719
Best fit for generation 580: 719
Best fit for generation 581: 719
Best fit for generation 582: 719
Best fit for generation 583: 719
Best fit for generation 584: 719
Best fit for generation 585: 719
Best fit for generation 586: 719
Best fit for generation 587: 719
Best fit for generation 588: 719
Best fit for generation 589: 719
Best fit for generation 590: 719
Best fit for generation 591: 719
Best fit for generation 592: 719
Best fit for generation 593: 719
Best fit for generation 594: 719
Best fit for generation 595: 719
Best fit for generation 596: 719
Best fit for generation 597: 719
Best fit for generation 598: 719
Best fit for generation 599: 719
Best fit for generation 600: 719
Best fit for generation 601: 719
Best fit for generation 602: 719
Best fit for generation 603: 719
Best fit for generation 604: 719
Best fit for generation 605: 719
Best fit for generation 606: 719
Best fit for generation 607: 719
Best fit for generation 608: 719
Best fit for generation 609: 719
Best fit for generation 610: 719
Best fit for generation 611: 719
Best fit for generation 612: 719
Best fit for generation 613: 719
Best fit for generation 614: 719
Best fit for generation 615: 719
Best fit for generation 616: 719
Best fit for generation 617: 719
Best fit for generation 618: 719
Best fit for generation 619: 719
Best fit for generation 620: 719
Best fit for generation 621: 719
Best fit for generation 622: 719
Best fit for generation 623: 719
Best fit for generation 624: 719
Best fit for generation 625: 719
Best fit for generation 626: 719
Best fit for generation 627: 719
Best fit for generation 628: 719
Best fit for generation 629: 719
Best fit for generation 630: 738
Best fit for generation 631: 738
Best fit for generation 632: 738
Best fit for generation 633: 738
Best fit for generation 634: 738
Best fit for generation 635: 738
Best fit for generation 636: 738
Best fit for generation 637: 738
Best fit for generation 638: 738
Best fit for generation 639: 738
Best fit for generation 640: 738
Best fit for generation 641: 738
Best fit for generation 642: 738
Best fit for generation 643: 738
Best fit for generation 644: 738
Best fit for generation 645: 738
Best fit for generation 646: 738
Best fit for generation 647: 738
Best fit for generation 648: 738
Best fit for generation 649: 738
Best fit for generation 650: 738
Best fit for generation 651: 738
Best fit for generation 652: 738
Best fit for generation 653: 738
Best fit for generation 654: 738
Best fit for generation 655: 738
Best fit for generation 656: 738
Best fit for generation 657: 738
Best fit for generation 658: 738
Best fit for generation 659: 738
Best fit for generation 660: 738
Best fit for generation 661: 738
Best fit for generation 662: 738
Best fit for generation 663: 738
Best fit for generation 664: 738
Best fit for generation 665: 738
Best fit for generation 666: 738
Best fit for generation 667: 738
Best fit for generation 668: 738
Best fit for generation 669: 738
Best fit for generation 670: 738
Best fit for generation 671: 738
Best fit for generation 672: 738
Best fit for generation 673: 738
Best fit for generation 674: 738
Best fit for generation 675: 738
Best fit for generation 676: 738
Best fit for generation 677: 738
Best fit for generation 678: 738
Best fit for generation 679: 738
Best fit for generation 680: 738
Best fit for generation 681: 738
Best fit for generation 682: 738
Best fit for generation 683: 738
Best fit for generation 684: 738
Best fit for generation 685: 738
Best fit for generation 686: 738
Best fit for generation 687: 738
Best fit for generation 688: 738
Best fit for generation 689: 738
Best fit for generation 690: 738
Best fit for generation 691: 738
Best fit for generation 692: 738
Best fit for generation 693: 738
Best fit for generation 694: 738
Best fit for generation 695: 738
Best fit for generation 696: 738
Best fit for generation 697: 738
Best fit for generation 698: 738
Best fit for generation 699: 738
Best fit for generation 700: 738
Best fit for generation 701: 738
Best fit for generation 702: 738
Best fit for generation 703: 738
Best fit for generation 704: 738
Best fit for generation 705: 738
Best fit for generation 706: 739
Best fit for generation 707: 739
Best fit for generation 708: 739
Best fit for generation 709: 739
Best fit for generation 710: 739
Best fit for generation 711: 739
Best fit for generation 712: 739
Best fit for generation 713: 739
Best fit for generation 714: 739
Best fit for generation 715: 739
Best fit for generation 716: 739
Best fit for generation 717: 739
Best fit for generation 718: 739
Best fit for generation 719: 739
Best fit for generation 720: 739
Best fit for generation 721: 757
Best fit for generation 722: 757
Best fit for generation 723: 757
Best fit for generation 724: 757
Best fit for generation 725: 757
Best fit for generation 726: 757
Best fit for generation 727: 757
Best fit for generation 728: 757
Best fit for generation 729: 757
Best fit for generation 730: 757
Best fit for generation 731: 757
Best fit for generation 732: 757
Best fit for generation 733: 757
Best fit for generation 734: 757
Best fit for generation 735: 757
Best fit for generation 736: 757
Best fit for generation 737: 757
Best fit for generation 738: 757
Best fit for generation 739: 757
Best fit for generation 740: 757
Best fit for generation 741: 757
Best fit for generation 742: 757
Best fit for generation 743: 757
Best fit for generation 744: 757
Best fit for generation 745: 757
Best fit for generation 746: 757
Best fit for generation 747: 757
Best fit for generation 748: 757
Best fit for generation 749: 757
Best fit for generation 750: 757
Best fit for generation 751: 757
Best fit for generation 752: 757
Best fit for generation 753: 757
Best fit for generation 754: 757
Best fit for generation 755: 757
Best fit for generation 756: 757
Best fit for generation 757: 757
Best fit for generation 758: 757
Best fit for generation 759: 757
Best fit for generation 760: 757
Best fit for generation 761: 757
Best fit for generation 762: 757
Best fit for generation 763: 757
Best fit for generation 764: 757
Best fit for generation 765: 757
Best fit for generation 766: 757
Best fit for generation 767: 757
Best fit for generation 768: 757
Best fit for generation 769: 757
Best fit for generation 770: 757
Best fit for generation 771: 757
Best fit for generation 772: 757
Best fit for generation 773: 757
Best fit for generation 774: 757
Best fit for generation 775: 757
Best fit for generation 776: 757
Best fit for generation 777: 757
Best fit for generation 778: 757
Best fit for generation 779: 757
Best fit for generation 780: 758
Best fit for generation 781: 758
Best fit for generation 782: 758
Best fit for generation 783: 758
Best fit for generation 784: 758
Best fit for generation 785: 758
Best fit for generation 786: 758
Best fit for generation 787: 758
Best fit for generation 788: 758
Best fit for generation 789: 758
Best fit for generation 790: 758
Best fit for generation 791: 758
Best fit for generation 792: 758
Best fit for generation 793: 758
Best fit for generation 794: 758
Best fit for generation 795: 758
Best fit for generation 796: 758
Best fit for generation 797: 758
Best fit for generation 798: 758
Best fit for generation 799: 758
Best fit for generation 800: 758
Best fit for generation 801: 758
Best fit for generation 802: 758
Best fit for generation 803: 758
Best fit for generation 804: 758
Best fit for generation 805: 758
Best fit for generation 806: 758
Best fit for generation 807: 758
Best fit for generation 808: 758
Best fit for generation 809: 758
Best fit for generation 810: 758
Best fit for generation 811: 758
Best fit for generation 812: 758
Best fit for generation 813: 758
Best fit for generation 814: 758
Best fit for generation 815: 758
Best fit for generation 816: 758
Best fit for generation 817: 758
Best fit for generation 818: 758
Best fit for generation 819: 758
Best fit for generation 820: 758
Best fit for generation 821: 758
Best fit for generation 822: 758
Best fit for generation 823: 758
Best fit for generation 824: 758
Best fit for generation 825: 758
Best fit for generation 826: 758
Best fit for generation 827: 758
Best fit for generation 828: 758
Best fit for generation 829: 758
Best fit for generation 830: 758
Best fit for generation 831: 759
Best fit for generation 832: 759
Best fit for generation 833: 759
Best fit for generation 834: 759
Best fit for generation 835: 759
Best fit for generation 836: 759
Best fit for generation 837: 759
Best fit for generation 838: 759
Best fit for generation 839: 759
Best fit for generation 840: 759
Best fit for generation 841: 759
Best fit for generation 842: 759
Best fit for generation 843: 759
Best fit for generation 844: 759
Best fit for generation 845: 759
Best fit for generation 846: 759
Best fit for generation 847: 759
Best fit for generation 848: 759
Best fit for generation 849: 759
Best fit for generation 850: 759
Best fit for generation 851: 759
Best fit for generation 852: 759
Best fit for generation 853: 759
Best fit for generation 854: 759
Best fit for generation 855: 759
Best fit for generation 856: 759
Best fit for generation 857: 759
Best fit for generation 858: 759
Best fit for generation 859: 759
Best fit for generation 860: 759
Best fit for generation 861: 759
Best fit for generation 862: 759
Best fit for generation 863: 759
Best fit for generation 864: 759
Best fit for generation 865: 759
Best fit for generation 866: 759
Best fit for generation 867: 759
Best fit for generation 868: 759
Best fit for generation 869: 759
Best fit for generation 870: 759
Best fit for generation 871: 759
Best fit for generation 872: 759
Best fit for generation 873: 759
Best fit for generation 874: 759
Best fit for generation 875: 759
Best fit for generation 876: 759
Best fit for generation 877: 759
Best fit for generation 878: 759
Best fit for generation 879: 759
Best fit for generation 880: 759
Best fit for generation 881: 759
Best fit for generation 882: 759
Best fit for generation 883: 759
Best fit for generation 884: 759
Best fit for generation 885: 759
Best fit for generation 886: 775
Best fit for generation 887: 775
Best fit for generation 888: 775
Best fit for generation 889: 775
Best fit for generation 890: 775
Best fit for generation 891: 775
Best fit for generation 892: 775
Best fit for generation 893: 775
Best fit for generation 894: 775
Best fit for generation 895: 775
Best fit for generation 896: 775
Best fit for generation 897: 775
Best fit for generation 898: 775
Best fit for generation 899: 775
Best fit for generation 900: 775
Best fit for generation 901: 775
Best fit for generation 902: 775
Best fit for generation 903: 775
Best fit for generation 904: 775
Best fit for generation 905: 775
Best fit for generation 906: 775
Best fit for generation 907: 775
Best fit for generation 908: 775
Best fit for generation 909: 775
Best fit for generation 910: 775
Best fit for generation 911: 775
Best fit for generation 912: 775
Best fit for generation 913: 775
Best fit for generation 914: 775
Best fit for generation 915: 775
Best fit for generation 916: 775
Best fit for generation 917: 775
Best fit for generation 918: 775
Best fit for generation 919: 775
Best fit for generation 920: 775
Best fit for generation 921: 775
Best fit for generation 922: 775
Best fit for generation 923: 775
Best fit for generation 924: 775
Best fit for generation 925: 775
Best fit for generation 926: 775
Best fit for generation 927: 775
Best fit for generation 928: 775
Best fit for generation 929: 775
Best fit for generation 930: 775
Best fit for generation 931: 775
Best fit for generation 932: 775
Best fit for generation 933: 775
Best fit for generation 934: 775
Best fit for generation 935: 775
Best fit for generation 936: 775
Best fit for generation 937: 775
Best fit for generation 938: 775
Best fit for generation 939: 775
Best fit for generation 940: 775
Best fit for generation 941: 775
Best fit for generation 942: 775
Best fit for generation 943: 775
Best fit for generation 944: 775
Best fit for generation 945: 775
Best fit for generation 946: 775
Best fit for generation 947: 775
Best fit for generation 948: 775
Best fit for generation 949: 775
Best fit for generation 950: 775
Best fit for generation 951: 775
Best fit for generation 952: 775
Best fit for generation 953: 775
Best fit for generation 954: 775
Best fit for generation 955: 775
Best fit for generation 956: 775
Best fit for generation 957: 775
Best fit for generation 958: 775
Best fit for generation 959: 775
Best fit for generation 960: 775
Best fit for generation 961: 775
Best fit for generation 962: 775
Best fit for generation 963: 775
Best fit for generation 964: 775
Best fit for generation 965: 775
Best fit for generation 966: 775
Best fit for generation 967: 775
Best fit for generation 968: 775
Best fit for generation 969: 775
Best fit for generation 970: 775
Best fit for generation 971: 775
Best fit for generation 972: 775
Best fit for generation 973: 775
Best fit for generation 974: 775
Best fit for generation 975: 775
Best fit for generation 976: 775
Best fit for generation 977: 775
Best fit for generation 978: 775
Best fit for generation 979: 775
Best fit for generation 980: 775
Best fit for generation 981: 775
Best fit for generation 982: 775
Best fit for generation 983: 775
Best fit for generation 984: 775
Best fit for generation 985: 775
Best fit for generation 986: 775
Best fit for generation 987: 775
Best fit for generation 988: 775
Best fit for generation 989: 775
Best fit for generation 990: 775
Best fit for generation 991: 775
Best fit for generation 992: 775
Best fit for generation 993: 775
Best fit for generation 994: 775
Best fit for generation 995: 775
Best fit for generation 996: 775
Best fit for generation 997: 775
Best fit for generation 998: 775
Best fit for generation 999: 775
Best fit for generation 1000: 775
Best fit for generation 1001: 775
Best fit for generation 1002: 775
Best fit for generation 1003: 775
Best fit for generation 1004: 775
Best fit for generation 1005: 775
Best fit for generation 1006: 775
Best fit for generation 1007: 775
Best fit for generation 1008: 775
Best fit for generation 1009: 775
Best fit for generation 1010: 775
Best fit for generation 1011: 775
Best fit for generation 1012: 775
Best fit for generation 1013: 775
Best fit for generation 1014: 775
Best fit for generation 1015: 775
Best fit for generation 1016: 775
Best fit for generation 1017: 775
Best fit for generation 1018: 775
Best fit for generation 1019: 775
Best fit for generation 1020: 775
Best fit for generation 1021: 775
Best fit for generation 1022: 775
Best fit for generation 1023: 775
Best fit for generation 1024: 775
Best fit for generation 1025: 775
Best fit for generation 1026: 775
Best fit for generation 1027: 775
Best fit for generation 1028: 775
Best fit for generation 1029: 775
Best fit for generation 1030: 775
Best fit for generation 1031: 775
Best fit for generation 1032: 775
Best fit for generation 1033: 775
Best fit for generation 1034: 775
Best fit for generation 1035: 775
Best fit for generation 1036: 775
Best fit for generation 1037: 775
Best fit for generation 1038: 775
Best fit for generation 1039: 775
Best fit for generation 1040: 775
Best fit for generation 1041: 775
Best fit for generation 1042: 775
Best fit for generation 1043: 775
Best fit for generation 1044: 775
Best fit for generation 1045: 775
Best fit for generation 1046: 775
Best fit for generation 1047: 775
Best fit for generation 1048: 775
Best fit for generation 1049: 775
Best fit for generation 1050: 775
Best fit for generation 1051: 775
Best fit for generation 1052: 775
Best fit for generation 1053: 775
Best fit for generation 1054: 775
Best fit for generation 1055: 775
Best fit for generation 1056: 775
Best fit for generation 1057: 775
Best fit for generation 1058: 775
Best fit for generation 1059: 775
Best fit for generation 1060: 775
Best fit for generation 1061: 775
Best fit for generation 1062: 775
Best fit for generation 1063: 775
Best fit for generation 1064: 775
Best fit for generation 1065: 775
Best fit for generation 1066: 775
Best fit for generation 1067: 775
Best fit for generation 1068: 775
