Generation,Best,Time,Total_Time
0,382,0.303,0.303
1,382,0.062,0.365
2,382,0.056,0.421
3,382,0.080,0.501
4,382,0.049,0.550
5,388,0.057,0.607
6,388,0.060,0.667
7,388,0.060,0.727
8,388,0.066,0.793
9,388,0.046,0.839
10,388,0.048,0.887
11,388,0.048,0.935
12,388,0.050,0.985
13,388,0.048,1.033
14,388,0.047,1.080
15,388,0.056,1.136
16,400,0.049,1.185
17,404,0.049,1.234
18,404,0.053,1.287
19,404,0.062,1.349
20,404,0.063,1.412
21,404,0.058,1.470
22,404,0.052,1.522
23,404,0.055,1.577
24,404,0.071,1.648
25,404,0.070,1.718
26,404,0.071,1.789
27,406,0.063,1.852
28,406,0.060,1.912
29,406,0.056,1.968
30,406,0.066,2.034
31,406,0.103,2.137
32,406,0.061,2.198
33,406,0.058,2.256
34,406,0.059,2.315
35,406,0.050,2.365
36,406,0.048,2.413
37,406,0.048,2.461
38,406,0.047,2.508
39,406,0.062,2.570
40,406,0.062,2.632
41,406,0.079,2.711
42,406,0.060,2.771
43,406,0.061,2.832
44,406,0.056,2.888
45,406,0.053,2.941
46,406,0.051,2.992
47,406,0.056,3.048
48,406,0.049,3.097
49,406,0.048,3.145
50,406,0.056,3.201
51,406,0.057,3.258
52,406,0.050,3.308
53,406,0.048,3.356
54,406,0.050,3.406
55,406,0.051,3.457
56,406,0.053,3.510
57,406,0.053,3.563
58,406,0.047,3.610
59,406,0.056,3.666
60,406,0.055,3.721
61,406,0.054,3.775
62,406,0.054,3.829
63,406,0.058,3.887
64,406,0.050,3.937
65,406,0.049,3.986
66,406,0.055,4.041
67,406,0.051,4.092
68,406,0.053,4.145
69,406,0.049,4.194
70,406,0.060,4.254
71,406,0.047,4.301
72,406,0.070,4.371
73,406,0.059,4.430
74,406,0.058,4.488
75,406,0.047,4.535
76,406,0.053,4.588
77,406,0.044,4.632
78,406,0.052,4.684
79,406,0.053,4.737
80,406,0.051,4.788
81,406,0.062,4.850
82,406,0.048,4.898
83,406,0.055,4.953
84,406,0.051,5.004
85,406,0.045,5.049
86,406,0.045,5.094
87,406,0.047,5.141
88,406,0.049,5.190
89,406,0.047,5.237
90,406,0.052,5.289
91,406,0.051,5.340
92,406,0.045,5.385
93,406,0.048,5.433
94,406,0.047,5.480
95,406,0.050,5.530
96,406,0.049,5.579
97,406,0.048,5.627
98,406,0.047,5.674
99,406,0.047,5.721
100,406,0.047,5.768
101,406,0.048,5.816
102,406,0.045,5.861
103,406,0.048,5.909
104,406,0.045,5.954
105,406,0.047,6.001
106,406,0.048,6.049
107,406,0.050,6.099
108,406,0.046,6.145
109,406,0.046,6.191
110,406,0.044,6.235
111,406,0.046,6.281
112,406,0.045,6.326
113,406,0.047,6.373
114,406,0.048,6.421
115,406,0.101,6.522
116,406,0.059,6.581
117,406,0.045,6.626
118,406,0.048,6.674
119,406,0.053,6.727
120,406,0.053,6.780
121,406,0.048,6.828
122,406,0.053,6.881
123,406,0.047,6.928
124,406,0.045,6.973
125,406,0.043,7.016
126,406,0.046,7.062
127,406,0.053,7.115
128,406,0.045,7.160
129,406,0.044,7.204
130,406,0.048,7.252
131,406,0.046,7.298
132,406,0.046,7.344
133,406,0.049,7.393
134,406,0.047,7.440
135,406,0.052,7.492
136,406,0.048,7.540
137,406,0.047,7.587
138,406,0.043,7.630
139,406,0.051,7.681
140,406,0.041,7.722
141,406,0.043,7.765
142,406,0.044,7.809
143,406,0.053,7.862
144,406,0.042,7.904
145,406,0.041,7.945
146,406,0.047,7.992
147,406,0.061,8.053
148,406,0.045,8.098
149,406,0.043,8.141
150,406,0.042,8.183
151,406,0.041,8.224
152,406,0.042,8.266
153,406,0.042,8.308
154,406,0.042,8.350
155,406,0.041,8.391
156,406,0.049,8.440
157,406,0.041,8.481
158,406,0.046,8.527
159,406,0.044,8.571
160,406,0.042,8.613
161,406,0.053,8.666
162,406,0.039,8.705
163,406,0.038,8.743
164,406,0.046,8.789
165,406,0.038,8.827
166,406,0.037,8.864
167,406,0.040,8.904
168,406,0.043,8.947
169,406,0.041,8.988
170,406,0.042,9.030
171,406,0.038,9.068
172,406,0.047,9.115
173,406,0.047,9.162
174,406,0.042,9.204
175,406,0.054,9.258
176,406,0.052,9.310
177,406,0.038,9.348
178,406,0.049,9.397
179,406,0.039,9.436
180,406,0.042,9.478
181,406,0.042,9.520
182,406,0.040,9.560
183,406,0.039,9.599
184,406,0.038,9.637
185,406,0.038,9.675
186,406,0.036,9.711
187,406,0.042,9.753
188,406,0.045,9.798
189,406,0.045,9.843
190,406,0.040,9.883
191,406,0.048,9.931
192,406,0.050,9.981
193,406,0.045,10.026
194,406,0.045,10.071
195,406,0.044,10.115
196,406,0.038,10.153
197,406,0.041,10.194
198,406,0.037,10.231
199,406,0.045,10.276
200,406,0.044,10.320
201,406,0.040,10.360
202,406,0.043,10.403
203,406,0.040,10.443
204,406,0.040,10.483
205,406,0.034,10.517
206,406,0.036,10.553
207,406,0.039,10.592
208,406,0.040,10.632
209,406,0.038,10.670
210,406,0.041,10.711
211,406,0.036,10.747
212,406,0.038,10.785
213,406,0.041,10.826
214,406,0.037,10.863
215,406,0.038,10.901
216,406,0.040,10.941
217,406,0.033,10.974
218,406,0.036,11.010
219,406,0.040,11.050
220,406,0.038,11.088
