Generation,Best,Time,Total_Time
0,439,0.047,0.047
1,439,0.011,0.058
2,439,0.008,0.066
3,439,0.007,0.073
4,439,0.010,0.083
5,439,0.006,0.089
6,439,0.003,0.092
7,439,0.002,0.094
8,439,0.002,0.096
9,439,0.003,0.099
10,439,0.002,0.101
11,439,0.002,0.103
12,439,0.007,0.110
13,439,0.003,0.113
14,439,0.003,0.116
15,439,0.002,0.118
16,439,0.003,0.121
17,439,0.002,0.123
18,439,0.001,0.124
19,439,0.003,0.127
20,439,0.002,0.129
21,439,0.003,0.132
22,439,0.002,0.134
23,439,0.002,0.136
24,439,0.002,0.138
25,439,0.003,0.141
26,439,0.003,0.144
27,439,0.002,0.146
28,439,0.002,0.148
29,439,0.002,0.150
30,439,0.002,0.152
31,439,0.003,0.155
32,439,0.003,0.158
33,439,0.003,0.161
34,439,0.002,0.163
35,439,0.003,0.166
36,439,0.003,0.169
37,439,0.002,0.171
38,439,0.003,0.174
39,439,0.002,0.176
40,439,0.005,0.181
41,439,0.002,0.183
42,439,0.002,0.185
43,439,0.003,0.188
44,439,0.002,0.190
45,439,0.002,0.192
46,439,0.002,0.194
47,439,0.002,0.196
48,439,0.004,0.200
49,439,0.003,0.203
50,439,0.002,0.205
51,439,0.002,0.207
52,439,0.002,0.209
53,439,0.003,0.212
54,439,0.003,0.215
55,439,0.002,0.217
56,439,0.003,0.220
57,439,0.003,0.223
58,439,0.003,0.226
59,439,0.002,0.228
60,439,0.002,0.230
61,439,0.002,0.232
62,439,0.003,0.235
63,439,0.002,0.237
64,439,0.002,0.239
65,439,0.003,0.242
66,439,0.002,0.244
67,439,0.002,0.246
68,439,0.002,0.248
69,439,0.002,0.250
70,439,0.003,0.253
71,439,0.002,0.255
72,439,0.003,0.258
73,439,0.003,0.261
74,439,0.003,0.264
75,439,0.003,0.267
76,439,0.003,0.270
77,439,0.002,0.272
78,439,0.002,0.274
79,439,0.002,0.276
80,439,0.003,0.279
81,439,0.003,0.282
82,439,0.002,0.284
83,439,0.002,0.286
84,439,0.003,0.289
85,439,0.002,0.291
86,439,0.003,0.294
87,439,0.004,0.298
88,439,0.002,0.300
89,439,0.002,0.302
90,439,0.002,0.304
91,439,0.003,0.307
92,439,0.002,0.309
93,439,0.003,0.312
94,439,0.003,0.315
95,439,0.003,0.318
96,439,0.003,0.321
97,439,0.002,0.323
98,439,0.003,0.326
99,439,0.002,0.328
100,439,0.003,0.331
101,439,0.003,0.334
102,439,0.003,0.337
103,439,0.002,0.339
104,439,0.003,0.342
105,439,0.003,0.345
106,439,0.002,0.347
107,439,0.003,0.350
108,439,0.002,0.352
109,439,0.002,0.354
110,439,0.003,0.357
111,439,0.002,0.359
112,439,0.003,0.362
113,439,0.003,0.365
114,439,0.003,0.368
115,439,0.003,0.371
116,439,0.005,0.376
