Generation,Best,Time,Total_Time
0,414,0.095,0.095
1,419,0.054,0.149
2,419,0.035,0.184
3,419,0.035,0.219
4,419,0.069,0.288
5,419,0.052,0.340
6,419,0.090,0.430
7,419,0.034,0.464
8,419,0.046,0.510
9,419,0.082,0.592
10,419,0.051,0.643
11,433,0.033,0.676
12,433,0.041,0.717
13,433,0.031,0.748
14,433,0.022,0.770
15,433,0.031,0.801
16,433,0.031,0.832
17,433,0.030,0.862
18,436,0.039,0.901
19,436,0.041,0.942
20,444,0.031,0.973
21,444,0.038,1.011
22,444,0.039,1.050
23,447,0.037,1.087
24,447,0.025,1.112
25,447,0.032,1.144
26,447,0.026,1.170
27,447,0.034,1.204
28,447,0.027,1.231
29,447,0.028,1.259
30,447,0.026,1.285
31,447,0.032,1.317
32,449,0.029,1.346
33,449,0.028,1.374
34,449,0.043,1.417
35,449,0.033,1.450
36,449,0.024,1.474
37,449,0.064,1.538
38,449,0.045,1.583
39,449,0.051,1.634
40,449,0.072,1.706
41,449,0.041,1.747
42,475,0.058,1.805
43,475,0.058,1.863
44,475,0.048,1.911
45,475,0.031,1.942
46,475,0.033,1.975
47,475,0.038,2.013
48,475,0.037,2.050
49,475,0.061,2.111
50,475,0.040,2.151
51,475,0.041,2.192
52,475,0.035,2.227
53,475,0.037,2.264
54,475,0.030,2.294
55,475,0.028,2.322
56,475,0.031,2.353
57,475,0.023,2.376
58,475,0.050,2.426
59,475,0.053,2.479
60,475,0.026,2.505
61,475,0.029,2.534
62,475,0.023,2.557
63,475,0.040,2.597
64,475,0.096,2.693
65,475,0.029,2.722
66,475,0.035,2.757
67,475,0.036,2.793
68,475,0.041,2.834
69,475,0.056,2.890
70,475,0.035,2.925
71,475,0.031,2.956
72,475,0.028,2.984
73,475,0.032,3.016
74,475,0.028,3.044
75,475,0.027,3.071
76,475,0.038,3.109
77,475,0.032,3.141
78,475,0.031,3.172
79,475,0.038,3.210
80,475,0.034,3.244
81,475,0.037,3.281
82,475,0.034,3.315
83,475,0.030,3.345
84,475,0.030,3.375
85,475,0.030,3.405
86,475,0.031,3.436
87,475,0.041,3.477
88,475,0.034,3.511
89,475,0.050,3.561
90,475,0.047,3.608
91,475,0.042,3.650
92,475,0.036,3.686
93,475,0.033,3.719
94,475,0.038,3.757
95,475,0.041,3.798
96,475,0.038,3.836
97,475,0.035,3.871
98,475,0.047,3.918
99,475,0.044,3.962
100,475,0.060,4.022
101,475,0.047,4.069
102,475,0.045,4.114
103,475,0.054,4.168
104,475,0.058,4.226
105,475,0.040,4.266
106,475,0.052,4.318
107,475,0.072,4.390
108,475,0.049,4.439
109,475,0.048,4.487
110,475,0.042,4.529
111,475,0.032,4.561
112,475,0.030,4.591
113,475,0.028,4.619
114,475,0.026,4.645
115,475,0.031,4.676
116,475,0.029,4.705
117,475,0.030,4.735
118,475,0.027,4.762
119,475,0.028,4.790
120,475,0.027,4.817
121,475,0.026,4.843
122,475,0.032,4.875
123,475,0.032,4.907
124,475,0.037,4.944
125,475,0.065,5.009
126,475,0.036,5.045
127,475,0.032,5.077
128,475,0.032,5.109
