Generation,Best,Time,Total_Time
0,410,0.053,0.053
1,410,0.010,0.063
2,410,0.008,0.071
3,410,0.004,0.075
4,410,0.005,0.080
5,410,0.004,0.084
6,410,0.003,0.087
7,410,0.004,0.091
8,410,0.004,0.095
9,410,0.004,0.099
10,410,0.003,0.102
11,410,0.004,0.106
12,410,0.011,0.117
13,410,0.004,0.121
14,410,0.004,0.125
15,410,0.004,0.129
16,410,0.003,0.132
17,410,0.005,0.137
18,410,0.005,0.142
19,410,0.006,0.148
20,410,0.005,0.153
21,410,0.002,0.155
22,410,0.003,0.158
23,410,0.003,0.161
24,410,0.003,0.164
25,410,0.003,0.167
26,410,0.002,0.169
27,410,0.003,0.172
28,410,0.003,0.175
29,410,0.003,0.178
30,410,0.002,0.180
31,410,0.004,0.184
32,410,0.003,0.187
33,410,0.002,0.189
34,410,0.006,0.195
35,415,0.003,0.198
36,415,0.004,0.202
37,415,0.003,0.205
38,415,0.003,0.208
39,415,0.003,0.211
40,415,0.004,0.215
41,415,0.002,0.217
42,415,0.004,0.221
43,415,0.004,0.225
44,415,0.004,0.229
45,415,0.004,0.233
46,415,0.004,0.237
47,415,0.003,0.240
48,415,0.003,0.243
49,415,0.003,0.246
50,415,0.003,0.249
51,415,0.003,0.252
52,415,0.003,0.255
53,415,0.002,0.257
54,415,0.003,0.260
55,415,0.003,0.263
56,415,0.003,0.266
57,415,0.003,0.269
58,415,0.003,0.272
59,415,0.004,0.276
60,415,0.003,0.279
61,415,0.003,0.282
62,415,0.003,0.285
63,415,0.003,0.288
64,415,0.004,0.292
65,415,0.003,0.295
66,415,0.003,0.298
67,415,0.003,0.301
68,415,0.002,0.303
69,415,0.003,0.306
70,415,0.002,0.308
71,415,0.003,0.311
72,415,0.003,0.314
73,415,0.003,0.317
74,415,0.004,0.321
75,415,0.003,0.324
76,415,0.003,0.327
77,415,0.003,0.330
78,415,0.003,0.333
79,415,0.005,0.338
80,415,0.012,0.350
81,415,0.004,0.354
82,415,0.003,0.357
83,415,0.005,0.362
84,415,0.011,0.373
85,415,0.006,0.379
86,415,0.003,0.382
87,415,0.005,0.387
88,415,0.004,0.391
89,415,0.004,0.395
90,415,0.004,0.399
