Generation,Best,Time,Total_Time
0,418,0.048,0.048
1,418,0.009,0.057
2,418,0.010,0.067
3,418,0.006,0.073
4,418,0.008,0.081
5,418,0.006,0.087
6,418,0.003,0.090
7,418,0.003,0.093
8,418,0.002,0.095
9,418,0.004,0.099
10,418,0.005,0.104
11,418,0.003,0.107
12,418,0.007,0.114
13,418,0.003,0.117
14,418,0.002,0.119
15,418,0.003,0.122
16,418,0.003,0.125
17,418,0.003,0.128
18,418,0.003,0.131
19,418,0.002,0.133
20,418,0.003,0.136
21,418,0.004,0.140
22,418,0.004,0.144
23,418,0.003,0.147
24,418,0.005,0.152
25,418,0.002,0.154
26,418,0.003,0.157
27,418,0.003,0.160
28,418,0.003,0.163
29,418,0.004,0.167
30,418,0.004,0.171
31,418,0.003,0.174
32,418,0.003,0.177
33,418,0.003,0.180
34,418,0.004,0.184
35,418,0.003,0.187
36,418,0.004,0.191
37,418,0.003,0.194
38,418,0.004,0.198
39,418,0.003,0.201
40,418,0.002,0.203
41,418,0.004,0.207
42,418,0.003,0.210
43,418,0.004,0.214
44,418,0.004,0.218
45,418,0.003,0.221
46,418,0.002,0.223
47,418,0.002,0.225
48,418,0.004,0.229
49,418,0.003,0.232
50,418,0.003,0.235
51,418,0.003,0.238
52,418,0.003,0.241
53,418,0.003,0.244
54,418,0.003,0.247
55,418,0.002,0.249
56,418,0.003,0.252
57,418,0.003,0.255
58,418,0.002,0.257
59,418,0.005,0.262
60,418,0.002,0.264
61,418,0.002,0.266
62,418,0.003,0.269
63,418,0.003,0.272
64,418,0.002,0.274
65,418,0.004,0.278
66,418,0.002,0.280
67,418,0.002,0.282
68,418,0.004,0.286
69,418,0.003,0.289
70,418,0.003,0.292
71,418,0.004,0.296
72,418,0.002,0.298
73,418,0.003,0.301
74,418,0.003,0.304
75,418,0.002,0.306
76,418,0.002,0.308
77,418,0.003,0.311
78,418,0.003,0.314
79,418,0.003,0.317
80,418,0.003,0.320
81,418,0.004,0.324
82,418,0.003,0.327
83,418,0.004,0.331
84,418,0.002,0.333
85,418,0.003,0.336
86,418,0.003,0.339
87,418,0.003,0.342
88,418,0.003,0.345
89,418,0.002,0.347
90,418,0.002,0.349
91,418,0.002,0.351
92,418,0.002,0.353
93,418,0.002,0.355
94,418,0.003,0.358
95,418,0.003,0.361
96,418,0.002,0.363
97,418,0.002,0.365
98,418,0.004,0.369
99,418,0.004,0.373
100,418,0.008,0.381
101,418,0.003,0.384
102,418,0.004,0.388
103,418,0.003,0.391
104,418,0.003,0.394
105,418,0.002,0.396
106,418,0.003,0.399
107,418,0.003,0.402
108,418,0.002,0.404
109,418,0.006,0.410
110,418,0.006,0.416
111,418,0.004,0.420
112,418,0.003,0.423
113,418,0.003,0.426
114,418,0.003,0.429
115,418,0.005,0.434
116,418,0.002,0.436
117,418,0.004,0.440
118,418,0.005,0.445
119,418,0.004,0.449
120,418,0.003,0.452
121,418,0.004,0.456
122,418,0.003,0.459
123,418,0.004,0.463
124,418,0.004,0.467
125,418,0.004,0.471
126,418,0.002,0.473
127,418,0.003,0.476
128,418,0.004,0.480
129,418,0.004,0.484
130,418,0.002,0.486
131,418,0.003,0.489
132,418,0.004,0.493
133,418,0.003,0.496
134,418,0.003,0.499
135,418,0.003,0.502
136,418,0.003,0.505
137,418,0.003,0.508
138,418,0.004,0.512
139,418,0.002,0.514
140,418,0.003,0.517
141,418,0.003,0.520
142,418,0.003,0.523
143,418,0.042,0.565
144,418,0.002,0.567
145,418,0.005,0.572
146,418,0.003,0.575
147,418,0.003,0.578
148,418,0.002,0.580
149,418,0.003,0.583
150,418,0.006,0.589
151,418,0.002,0.591
152,418,0.002,0.593
153,418,0.003,0.596
154,418,0.002,0.598
155,418,0.002,0.600
156,418,0.003,0.603
157,419,0.006,0.609
158,419,0.002,0.611
159,419,0.002,0.613
160,419,0.002,0.615
161,419,0.002,0.617
162,419,0.002,0.619
163,419,0.002,0.621
164,419,0.003,0.624
165,419,0.003,0.627
166,419,0.003,0.630
167,419,0.002,0.632
168,419,0.005,0.637
169,419,0.003,0.640
170,419,0.003,0.643
171,419,0.003,0.646
172,419,0.003,0.649
173,419,0.003,0.652
174,419,0.001,0.653
175,419,0.003,0.656
176,419,0.005,0.661
177,419,0.002,0.663
178,419,0.002,0.665
179,419,0.003,0.668
180,419,0.003,0.671
181,419,0.003,0.674
182,419,0.003,0.677
183,419,0.003,0.680
184,419,0.002,0.682
185,419,0.008,0.690
186,419,0.003,0.693
187,419,0.002,0.695
188,419,0.003,0.698
189,419,0.002,0.700
190,419,0.004,0.704
191,419,0.003,0.707
192,419,0.003,0.710
193,419,0.003,0.713
194,419,0.003,0.716
195,419,0.002,0.718
196,419,0.003,0.721
197,419,0.003,0.724
198,419,0.002,0.726
199,419,0.011,0.737
200,419,0.003,0.740
201,419,0.017,0.757
202,419,0.007,0.764
203,419,0.003,0.767
204,419,0.002,0.769
205,419,0.020,0.789
206,419,0.003,0.792
207,419,0.003,0.795
208,419,0.004,0.799
209,419,0.007,0.806
210,419,0.003,0.809
211,419,0.002,0.811
212,419,0.003,0.814
213,419,0.003,0.817
214,419,0.003,0.820
215,419,0.011,0.831
216,419,0.004,0.835
217,419,0.003,0.838
218,419,0.002,0.840
219,419,0.003,0.843
220,419,0.002,0.845
221,419,0.003,0.848
222,419,0.002,0.850
223,419,0.003,0.853
224,419,0.005,0.858
225,419,0.005,0.863
226,419,0.004,0.867
227,419,0.002,0.869
228,419,0.003,0.872
229,419,0.002,0.874
230,419,0.004,0.878
231,419,0.003,0.881
232,419,0.002,0.883
233,419,0.002,0.885
234,419,0.003,0.888
235,419,0.002,0.890
236,419,0.002,0.892
237,419,0.003,0.895
238,419,0.002,0.897
239,419,0.004,0.901
240,419,0.002,0.903
241,419,0.002,0.905
242,419,0.002,0.907
243,419,0.002,0.909
244,419,0.002,0.911
245,419,0.003,0.914
246,419,0.002,0.916
247,419,0.002,0.918
248,419,0.002,0.920
249,419,0.002,0.922
250,419,0.003,0.925
251,419,0.003,0.928
252,419,0.003,0.931
253,419,0.003,0.934
254,419,0.002,0.936
255,419,0.002,0.938
256,419,0.003,0.941
257,419,0.002,0.943
258,419,0.002,0.945
259,419,0.003,0.948
260,419,0.002,0.950
261,419,0.002,0.952
262,419,0.002,0.954
263,419,0.003,0.957
264,419,0.002,0.959
265,419,0.002,0.961
266,419,0.001,0.962
267,419,0.002,0.964
268,419,0.003,0.967
269,419,0.002,0.969
270,419,0.003,0.972
271,419,0.002,0.974
272,419,0.002,0.976
273,419,0.002,0.978
274,419,0.002,0.980
275,419,0.003,0.983
276,419,0.002,0.985
277,419,0.002,0.987
278,419,0.001,0.988
279,419,0.002,0.990
280,419,0.001,0.991
281,419,0.002,0.993
282,419,0.002,0.995
283,419,0.003,0.998
284,419,0.002,1.000
285,419,0.002,1.002
286,419,0.002,1.004
287,419,0.002,1.006
288,419,0.003,1.009
289,419,0.002,1.011
290,419,0.002,1.013
291,419,0.002,1.015
292,419,0.002,1.017
293,419,0.003,1.020
294,419,0.003,1.023
295,419,0.002,1.025
296,419,0.002,1.027
297,419,0.002,1.029
298,419,0.002,1.031
299,419,0.002,1.033
300,419,0.003,1.036
301,419,0.003,1.039
302,419,0.003,1.042
303,419,0.002,1.044
304,419,0.002,1.046
305,419,0.003,1.049
306,419,0.002,1.051
307,419,0.003,1.054
308,419,0.002,1.056
309,419,0.002,1.058
310,419,0.003,1.061
311,419,0.002,1.063
312,419,0.002,1.065
313,419,0.001,1.066
314,419,0.003,1.069
315,419,0.002,1.071
316,419,0.002,1.073
317,419,0.004,1.077
318,419,0.002,1.079
319,419,0.002,1.081
320,419,0.003,1.084
321,419,0.002,1.086
322,419,0.002,1.088
323,419,0.002,1.090
324,419,0.002,1.092
325,419,0.003,1.095
326,419,0.001,1.096
327,419,0.002,1.098
328,419,0.002,1.100
329,419,0.002,1.102
330,419,0.003,1.105
331,419,0.003,1.108
332,419,0.002,1.110
333,419,0.002,1.112
334,419,0.003,1.115
335,419,0.002,1.117
336,419,0.002,1.119
337,419,0.002,1.121
338,419,0.003,1.124
339,419,0.002,1.126
340,419,0.003,1.129
341,419,0.001,1.130
342,419,0.002,1.132
343,419,0.003,1.135
344,419,0.002,1.137
345,419,0.002,1.139
346,419,0.002,1.141
347,419,0.002,1.143
348,419,0.002,1.145
349,419,0.002,1.147
350,419,0.003,1.150
351,419,0.002,1.152
352,419,0.003,1.155
353,419,0.003,1.158
354,419,0.003,1.161
355,419,0.002,1.163
356,419,0.002,1.165
357,419,0.002,1.167
358,419,0.002,1.169
359,419,0.003,1.172
360,419,0.040,1.212
361,419,0.003,1.215
362,419,0.004,1.219
363,419,0.003,1.222
364,419,0.002,1.224
365,419,0.002,1.226
366,419,0.002,1.228
367,419,0.002,1.230
368,419,0.003,1.233
369,419,0.002,1.235
370,419,0.002,1.237
371,419,0.002,1.239
372,419,0.003,1.242
373,419,0.002,1.244
374,419,0.003,1.247
375,419,0.002,1.249
376,419,0.002,1.251
377,419,0.002,1.253
378,419,0.003,1.256
379,419,0.002,1.258
380,419,0.002,1.260
381,419,0.003,1.263
382,419,0.003,1.266
383,419,0.003,1.269
384,419,0.002,1.271
385,419,0.003,1.274
386,419,0.001,1.275
387,419,0.002,1.277
388,419,0.005,1.282
389,419,0.002,1.284
390,419,0.001,1.285
391,419,0.002,1.287
392,419,0.003,1.290
393,419,0.002,1.292
394,419,0.002,1.294
395,419,0.002,1.296
396,419,0.002,1.298
397,419,0.002,1.300
398,419,0.003,1.303
399,419,0.002,1.305
400,419,0.001,1.306
401,419,0.001,1.307
402,419,0.003,1.310
403,419,0.002,1.312
404,419,0.003,1.315
405,419,0.002,1.317
406,419,0.002,1.319
407,419,0.003,1.322
408,419,0.002,1.324
409,419,0.002,1.326
410,419,0.002,1.328
411,419,0.003,1.331
412,419,0.002,1.333
413,419,0.002,1.335
414,419,0.003,1.338
415,419,0.003,1.341
416,419,0.003,1.344
417,419,0.003,1.347
418,419,0.002,1.349
419,419,0.004,1.353
420,419,0.003,1.356
421,419,0.003,1.359
422,419,0.002,1.361
423,419,0.002,1.363
424,419,0.003,1.366
425,419,0.002,1.368
426,419,0.003,1.371
427,419,0.002,1.373
428,419,0.003,1.376
429,419,0.003,1.379
430,419,0.003,1.382
431,419,0.005,1.387
432,419,0.010,1.397
433,419,0.009,1.406
434,419,0.002,1.408
435,419,0.003,1.411
436,419,0.002,1.413
437,419,0.002,1.415
438,419,0.005,1.420
439,419,0.002,1.422
440,419,0.003,1.425
441,419,0.003,1.428
442,419,0.002,1.430
443,419,0.004,1.434
444,419,0.002,1.436
445,419,0.003,1.439
446,419,0.005,1.444
447,419,0.003,1.447
448,419,0.003,1.450
449,419,0.002,1.452
450,419,0.002,1.454
451,419,0.004,1.458
452,419,0.003,1.461
453,419,0.002,1.463
454,419,0.002,1.465
455,419,0.002,1.467
456,419,0.003,1.470
457,419,0.002,1.472
458,419,0.005,1.477
459,419,0.003,1.480
460,419,0.002,1.482
461,419,0.003,1.485
462,419,0.004,1.489
463,419,0.003,1.492
464,419,0.003,1.495
465,419,0.002,1.497
466,419,0.004,1.501
467,419,0.003,1.504
468,419,0.003,1.507
469,419,0.005,1.512
470,419,0.002,1.514
471,419,0.002,1.516
472,419,0.002,1.518
473,419,0.001,1.519
474,419,0.002,1.521
475,419,0.002,1.523
476,419,0.002,1.525
477,419,0.001,1.526
478,419,0.002,1.528
479,419,0.004,1.532
480,419,0.002,1.534
481,419,0.002,1.536
482,419,0.003,1.539
483,419,0.002,1.541
484,419,0.003,1.544
485,419,0.002,1.546
486,419,0.002,1.548
487,419,0.003,1.551
488,419,0.003,1.554
489,419,0.002,1.556
490,419,0.001,1.557
491,419,0.002,1.559
492,419,0.002,1.561
493,419,0.003,1.564
494,419,0.002,1.566
495,419,0.002,1.568
496,419,0.003,1.571
497,419,0.002,1.573
498,419,0.001,1.574
499,419,0.001,1.575
500,419,0.004,1.579
501,419,0.003,1.582
502,419,0.003,1.585
503,419,0.002,1.587
504,419,0.002,1.589
505,419,0.002,1.591
506,419,0.002,1.593
507,419,0.002,1.595
508,419,0.002,1.597
509,419,0.003,1.600
510,419,0.002,1.602
511,419,0.001,1.603
512,419,0.002,1.605
513,419,0.001,1.606
514,419,0.003,1.609
515,419,0.002,1.611
516,419,0.003,1.614
517,419,0.002,1.616
518,419,0.002,1.618
519,419,0.003,1.621
520,419,0.006,1.627
521,419,0.002,1.629
522,419,0.003,1.632
523,419,0.002,1.634
524,419,0.003,1.637
525,419,0.001,1.638
526,419,0.002,1.640
527,419,0.003,1.643
528,419,0.002,1.645
529,419,0.004,1.649
530,419,0.003,1.652
531,419,0.003,1.655
532,419,0.002,1.657
533,419,0.002,1.659
534,419,0.006,1.665
535,419,0.003,1.668
536,419,0.002,1.670
537,419,0.003,1.673
538,419,0.003,1.676
539,419,0.003,1.679
540,419,0.003,1.682
541,419,0.005,1.687
542,419,0.003,1.690
543,419,0.002,1.692
544,419,0.003,1.695
545,419,0.003,1.698
546,419,0.002,1.700
547,419,0.003,1.703
548,419,0.003,1.706
549,419,0.006,1.712
550,419,0.003,1.715
551,419,0.006,1.721
552,419,0.002,1.723
553,419,0.003,1.726
554,419,0.003,1.729
555,419,0.002,1.731
556,419,0.003,1.734
557,419,0.003,1.737
558,419,0.005,1.742
559,419,0.003,1.745
560,419,0.003,1.748
561,419,0.002,1.750
562,419,0.002,1.752
563,419,0.003,1.755
564,419,0.002,1.757
565,419,0.002,1.759
566,419,0.003,1.762
567,419,0.004,1.766
568,419,0.002,1.768
569,419,0.002,1.770
570,419,0.002,1.772
571,419,0.002,1.774
572,419,0.002,1.776
573,419,0.003,1.779
574,419,0.002,1.781
575,419,0.001,1.782
576,419,0.003,1.785
577,419,0.002,1.787
578,419,0.002,1.789
579,419,0.002,1.791
580,419,0.002,1.793
581,419,0.002,1.795
582,419,0.001,1.796
583,419,0.003,1.799
584,419,0.002,1.801
585,419,0.002,1.803
586,419,0.004,1.807
587,419,0.001,1.808
588,419,0.005,1.813
589,419,0.002,1.815
590,419,0.002,1.817
591,419,0.002,1.819
592,419,0.003,1.822
593,419,0.003,1.825
594,419,0.002,1.827
595,419,0.002,1.829
596,419,0.003,1.832
597,419,0.002,1.834
598,419,0.003,1.837
599,419,0.002,1.839
600,419,0.003,1.842
601,419,0.002,1.844
602,419,0.002,1.846
603,419,0.003,1.849
604,419,0.002,1.851
605,419,0.002,1.853
606,419,0.003,1.856
607,419,0.003,1.859
608,419,0.002,1.861
609,419,0.003,1.864
610,419,0.003,1.867
611,419,0.004,1.871
612,419,0.004,1.875
613,419,0.003,1.878
614,419,0.002,1.880
615,419,0.003,1.883
616,419,0.004,1.887
617,419,0.003,1.890
618,419,0.003,1.893
619,419,0.003,1.896
620,419,0.003,1.899
621,419,0.002,1.901
622,419,0.003,1.904
623,419,0.005,1.909
624,419,0.003,1.912
625,419,0.003,1.915
626,419,0.002,1.917
627,419,0.003,1.920
628,419,0.003,1.923
629,419,0.002,1.925
630,419,0.002,1.927
631,419,0.003,1.930
632,419,0.002,1.932
633,419,0.004,1.936
634,419,0.003,1.939
635,419,0.003,1.942
636,419,0.003,1.945
637,419,0.003,1.948
638,419,0.003,1.951
639,419,0.003,1.954
640,419,0.002,1.956
641,419,0.002,1.958
642,419,0.002,1.960
643,419,0.002,1.962
644,419,0.002,1.964
645,419,0.003,1.967
646,419,0.002,1.969
647,419,0.003,1.972
648,419,0.002,1.974
649,419,0.002,1.976
650,419,0.002,1.978
651,419,0.002,1.980
652,419,0.003,1.983
653,419,0.003,1.986
654,419,0.002,1.988
655,419,0.002,1.990
656,419,0.002,1.992
657,419,0.001,1.993
658,419,0.002,1.995
659,419,0.002,1.997
660,419,0.002,1.999
661,419,0.002,2.001
662,419,0.003,2.004
663,419,0.002,2.006
664,419,0.002,2.008
665,419,0.002,2.010
666,419,0.004,2.014
667,419,0.002,2.016
668,419,0.002,2.018
669,419,0.002,2.020
670,419,0.002,2.022
671,419,0.002,2.024
672,419,0.002,2.026
673,419,0.002,2.028
674,419,0.002,2.030
675,419,0.002,2.032
676,419,0.002,2.034
677,419,0.001,2.035
678,419,0.003,2.038
679,419,0.003,2.041
680,419,0.004,2.045
681,419,0.002,2.047
682,419,0.002,2.049
683,419,0.003,2.052
684,419,0.002,2.054
685,419,0.003,2.057
686,419,0.003,2.060
687,419,0.003,2.063
688,419,0.002,2.065
689,419,0.002,2.067
690,419,0.001,2.068
691,419,0.002,2.070
692,419,0.002,2.072
693,419,0.002,2.074
694,419,0.001,2.075
695,419,0.002,2.077
696,419,0.004,2.081
697,419,0.003,2.084
698,419,0.002,2.086
699,419,0.004,2.090
700,419,0.001,2.091
701,419,0.002,2.093
702,419,0.003,2.096
703,419,0.002,2.098
704,419,0.003,2.101
705,419,0.003,2.104
706,419,0.002,2.106
707,419,0.002,2.108
708,419,0.002,2.110
709,419,0.002,2.112
710,419,0.003,2.115
711,419,0.003,2.118
712,419,0.002,2.120
713,419,0.002,2.122
714,419,0.003,2.125
715,419,0.002,2.127
716,419,0.003,2.130
717,419,0.002,2.132
718,419,0.002,2.134
719,419,0.002,2.136
720,419,0.003,2.139
721,419,0.003,2.142
722,419,0.003,2.145
723,419,0.003,2.148
724,419,0.002,2.150
725,419,0.001,2.151
726,419,0.003,2.154
727,419,0.002,2.156
728,419,0.003,2.159
729,419,0.004,2.163
730,419,0.003,2.166
731,419,0.002,2.168
732,419,0.003,2.171
733,419,0.001,2.172
734,419,0.002,2.174
735,419,0.002,2.176
736,419,0.003,2.179
737,419,0.003,2.182
738,419,0.002,2.184
739,419,0.002,2.186
740,419,0.002,2.188
741,419,0.002,2.190
742,419,0.002,2.192
743,419,0.002,2.194
744,419,0.002,2.196
745,419,0.002,2.198
746,419,0.002,2.200
747,419,0.002,2.202
748,419,0.002,2.204
749,419,0.002,2.206
750,419,0.002,2.208
751,419,0.001,2.209
752,419,0.002,2.211
753,419,0.002,2.213
754,419,0.002,2.215
755,419,0.001,2.216
756,419,0.002,2.218
757,419,0.001,2.219
758,419,0.002,2.221
759,419,0.001,2.222
760,419,0.001,2.223
761,419,0.003,2.226
762,419,0.002,2.228
763,419,0.002,2.230
764,419,0.002,2.232
765,419,0.004,2.236
766,419,0.002,2.238
767,419,0.003,2.241
768,419,0.003,2.244
769,419,0.002,2.246
770,419,0.001,2.247
771,419,0.002,2.249
772,419,0.003,2.252
773,419,0.003,2.255
774,419,0.001,2.256
775,419,0.002,2.258
776,419,0.002,2.260
777,419,0.001,2.261
778,419,0.002,2.263
779,419,0.003,2.266
780,419,0.003,2.269
781,419,0.002,2.271
782,419,0.003,2.274
783,419,0.002,2.276
784,419,0.002,2.278
785,419,0.002,2.280
786,419,0.002,2.282
787,419,0.002,2.284
788,419,0.003,2.287
789,419,0.003,2.290
790,419,0.003,2.293
791,419,0.004,2.297
792,419,0.002,2.299
793,419,0.002,2.301
794,419,0.002,2.303
795,419,0.003,2.306
796,419,0.002,2.308
797,419,0.003,2.311
798,419,0.003,2.314
799,419,0.003,2.317
800,419,0.002,2.319
