Generation,Best,Time,Total_Time
0,447,0.054,0.054
1,447,0.012,0.066
2,447,0.011,0.077
3,447,0.013,0.090
4,447,0.012,0.102
5,447,0.006,0.108
6,447,0.004,0.112
7,447,0.003,0.115
8,447,0.005,0.120
9,447,0.004,0.124
10,447,0.003,0.127
11,447,0.004,0.131
12,447,0.011,0.142
13,447,0.004,0.146
14,447,0.005,0.151
15,447,0.003,0.154
16,447,0.002,0.156
17,447,0.003,0.159
18,447,0.003,0.162
19,447,0.002,0.164
20,447,0.005,0.169
21,447,0.003,0.172
22,447,0.005,0.177
23,447,0.004,0.181
24,447,0.002,0.183
25,447,0.003,0.186
26,447,0.004,0.190
27,447,0.004,0.194
28,447,0.003,0.197
29,447,0.004,0.201
30,447,0.006,0.207
31,447,0.004,0.211
32,447,0.005,0.216
33,447,0.004,0.220
34,447,0.003,0.223
35,447,0.003,0.226
36,447,0.002,0.228
37,447,0.003,0.231
38,447,0.004,0.235
39,447,0.006,0.241
40,447,0.004,0.245
41,447,0.007,0.252
42,447,0.005,0.257
43,447,0.004,0.261
44,447,0.002,0.263
45,447,0.003,0.266
46,447,0.008,0.274
47,447,0.004,0.278
48,447,0.003,0.281
49,447,0.003,0.284
50,447,0.004,0.288
51,447,0.003,0.291
52,447,0.003,0.294
53,447,0.003,0.297
54,447,0.003,0.300
55,447,0.003,0.303
56,447,0.003,0.306
57,447,0.003,0.309
58,447,0.003,0.312
59,447,0.006,0.318
60,447,0.003,0.321
61,447,0.002,0.323
62,447,0.003,0.326
63,447,0.004,0.330
64,447,0.004,0.334
65,447,0.003,0.337
66,447,0.003,0.340
67,447,0.003,0.343
68,447,0.003,0.346
69,447,0.003,0.349
70,447,0.003,0.352
71,447,0.003,0.355
72,447,0.003,0.358
73,447,0.004,0.362
74,447,0.004,0.366
75,447,0.007,0.373
76,447,0.003,0.376
77,447,0.005,0.381
78,447,0.002,0.383
79,447,0.004,0.387
80,447,0.002,0.389
81,447,0.004,0.393
82,447,0.005,0.398
83,447,0.000,0.398
84,447,0.004,0.402
85,447,0.003,0.405
86,447,0.002,0.407
87,447,0.002,0.409
88,447,0.003,0.412
89,447,0.002,0.414
90,447,0.003,0.417
91,447,0.002,0.419
92,447,0.001,0.420
93,447,0.003,0.423
94,447,0.002,0.425
95,447,0.003,0.428
96,447,0.004,0.432
97,447,0.002,0.434
98,447,0.004,0.438
99,447,0.002,0.440
100,447,0.003,0.443
101,447,0.003,0.446
102,447,0.002,0.448
103,447,0.003,0.451
104,447,0.003,0.454
105,447,0.002,0.456
106,447,0.003,0.459
107,447,0.004,0.463
108,447,0.003,0.466
109,447,0.004,0.470
110,447,0.003,0.473
111,447,0.003,0.476
112,447,0.003,0.479
113,447,0.005,0.484
114,447,0.002,0.486
115,447,0.002,0.488
116,447,0.003,0.491
117,447,0.003,0.494
118,447,0.002,0.496
119,447,0.003,0.499
120,447,0.003,0.502
121,447,0.003,0.505
122,447,0.002,0.507
123,447,0.003,0.510
124,447,0.003,0.513
125,447,0.002,0.515
126,447,0.003,0.518
127,447,0.002,0.520
128,447,0.002,0.522
129,447,0.002,0.524
130,447,0.003,0.527
131,447,0.003,0.530
132,447,0.003,0.533
133,447,0.002,0.535
134,447,0.002,0.537
135,447,0.002,0.539
136,447,0.003,0.542
137,447,0.003,0.545
138,447,0.003,0.548
139,447,0.003,0.551
140,447,0.003,0.554
141,447,0.003,0.557
142,447,0.003,0.560
143,447,0.003,0.563
144,447,0.002,0.565
145,447,0.002,0.567
146,447,0.004,0.571
147,447,0.002,0.573
148,447,0.003,0.576
149,447,0.006,0.582
150,447,0.002,0.584
151,447,0.002,0.586
152,447,0.003,0.589
153,447,0.006,0.595
154,447,0.002,0.597
155,447,0.003,0.600
156,447,0.003,0.603
157,447,0.002,0.605
158,447,0.001,0.606
159,447,0.003,0.609
160,447,0.003,0.612
161,447,0.002,0.614
162,447,0.002,0.616
163,447,0.003,0.619
164,447,0.002,0.621
165,447,0.001,0.622
166,447,0.002,0.624
167,447,0.001,0.625
168,447,0.033,0.658
169,447,0.001,0.659
170,447,0.002,0.661
171,447,0.003,0.664
172,447,0.003,0.667
173,447,0.002,0.669
174,447,0.002,0.671
175,447,0.002,0.673
176,447,0.002,0.675
177,447,0.000,0.675
178,447,0.002,0.677
179,447,0.003,0.680
180,447,0.001,0.681
181,447,0.003,0.684
182,447,0.002,0.686
183,447,0.002,0.688
184,447,0.002,0.690
185,447,0.002,0.692
186,447,0.001,0.693
187,447,0.002,0.695
188,447,0.002,0.697
189,447,0.002,0.699
190,447,0.002,0.701
191,447,0.002,0.703
192,447,0.003,0.706
193,447,0.003,0.709
194,447,0.002,0.711
195,447,0.001,0.712
196,447,0.002,0.714
197,447,0.003,0.717
198,447,0.002,0.719
199,447,0.002,0.721
200,447,0.002,0.723
201,447,0.002,0.725
202,447,0.002,0.727
203,447,0.002,0.729
204,447,0.002,0.731
205,447,0.002,0.733
206,447,0.001,0.734
207,447,0.002,0.736
208,447,0.002,0.738
209,447,0.003,0.741
210,447,0.001,0.742
211,447,0.002,0.744
212,447,0.002,0.746
213,447,0.002,0.748
214,447,0.003,0.751
215,447,0.002,0.753
216,447,0.003,0.756
217,447,0.002,0.758
218,447,0.002,0.760
219,447,0.003,0.763
220,447,0.002,0.765
221,447,0.003,0.768
222,447,0.002,0.770
223,447,0.002,0.772
224,447,0.003,0.775
225,447,0.001,0.776
226,447,0.001,0.777
227,447,0.002,0.779
228,447,0.003,0.782
229,447,0.002,0.784
230,447,0.003,0.787
231,447,0.001,0.788
232,447,0.003,0.791
233,447,0.002,0.793
234,447,0.003,0.796
235,447,0.002,0.798
236,447,0.002,0.800
237,447,0.002,0.802
238,447,0.003,0.805
239,447,0.002,0.807
240,447,0.002,0.809
241,447,0.002,0.811
242,447,0.003,0.814
243,447,0.002,0.816
244,447,0.002,0.818
245,447,0.002,0.820
246,447,0.002,0.822
247,447,0.003,0.825
248,447,0.002,0.827
249,447,0.002,0.829
250,447,0.001,0.830
251,447,0.002,0.832
252,447,0.002,0.834
253,447,0.002,0.836
254,447,0.002,0.838
255,447,0.003,0.841
256,447,0.003,0.844
257,447,0.005,0.849
258,447,0.003,0.852
259,447,0.002,0.854
260,447,0.001,0.855
261,447,0.002,0.857
262,447,0.003,0.860
263,447,0.003,0.863
264,447,0.002,0.865
265,447,0.002,0.867
266,447,0.003,0.870
267,447,0.002,0.872
268,447,0.001,0.873
269,447,0.003,0.876
270,447,0.002,0.878
271,447,0.002,0.880
272,447,0.002,0.882
273,447,0.002,0.884
274,447,0.002,0.886
275,447,0.002,0.888
276,447,0.002,0.890
277,447,0.002,0.892
278,447,0.002,0.894
279,447,0.002,0.896
280,447,0.002,0.898
281,447,0.003,0.901
282,447,0.002,0.903
283,447,0.003,0.906
284,447,0.002,0.908
285,447,0.002,0.910
286,447,0.002,0.912
287,447,0.002,0.914
288,447,0.003,0.917
289,447,0.002,0.919
290,447,0.033,0.952
291,447,0.002,0.954
292,447,0.003,0.957
293,447,0.002,0.959
294,447,0.003,0.962
295,447,0.002,0.964
296,447,0.002,0.966
297,447,0.003,0.969
298,447,0.003,0.972
299,447,0.002,0.974
300,447,0.002,0.976
301,447,0.002,0.978
302,447,0.002,0.980
303,447,0.003,0.983
304,447,0.003,0.986
305,447,0.002,0.988
306,447,0.002,0.990
307,447,0.003,0.993
308,447,0.003,0.996
309,447,0.004,1.000
310,447,0.003,1.003
311,447,0.004,1.007
312,447,0.003,1.010
313,447,0.005,1.015
314,447,0.005,1.020
315,447,0.002,1.022
316,447,0.004,1.026
317,447,0.003,1.029
318,447,0.002,1.031
319,447,0.002,1.033
320,447,0.007,1.040
321,447,0.003,1.043
322,447,0.004,1.047
323,447,0.002,1.049
324,447,0.002,1.051
325,447,0.003,1.054
326,447,0.002,1.056
327,447,0.002,1.058
328,447,0.002,1.060
329,447,0.002,1.062
330,447,0.002,1.064
331,447,0.004,1.068
332,447,0.003,1.071
333,447,0.003,1.074
334,447,0.002,1.076
335,447,0.003,1.079
336,447,0.002,1.081
337,447,0.002,1.083
338,447,0.003,1.086
339,447,0.003,1.089
340,447,0.002,1.091
341,447,0.003,1.094
342,447,0.003,1.097
343,447,0.002,1.099
344,447,0.002,1.101
345,447,0.002,1.103
346,447,0.003,1.106
347,447,0.001,1.107
348,447,0.004,1.111
349,447,0.010,1.121
350,447,0.003,1.124
351,447,0.003,1.127
352,447,0.002,1.129
353,447,0.003,1.132
354,447,0.002,1.134
355,447,0.002,1.136
356,447,0.002,1.138
357,447,0.004,1.142
358,447,0.002,1.144
359,447,0.003,1.147
360,447,0.005,1.152
361,447,0.009,1.161
362,447,0.003,1.164
363,447,0.002,1.166
364,447,0.002,1.168
365,447,0.003,1.171
366,447,0.004,1.175
367,447,0.003,1.178
368,447,0.003,1.181
369,447,0.004,1.185
370,447,0.003,1.188
371,447,0.003,1.191
372,447,0.004,1.195
373,447,0.002,1.197
374,447,0.002,1.199
375,447,0.004,1.203
376,447,0.005,1.208
377,447,0.005,1.213
378,447,0.002,1.215
379,447,0.002,1.217
380,447,0.003,1.220
381,447,0.002,1.222
382,447,0.002,1.224
383,447,0.002,1.226
384,447,0.004,1.230
385,447,0.002,1.232
386,447,0.003,1.235
387,447,0.003,1.238
388,447,0.003,1.241
389,447,0.003,1.244
390,447,0.003,1.247
391,447,0.003,1.250
392,447,0.002,1.252
393,447,0.002,1.254
394,447,0.003,1.257
395,447,0.002,1.259
396,447,0.003,1.262
397,447,0.002,1.264
398,447,0.003,1.267
399,447,0.001,1.268
400,447,0.002,1.270
401,447,0.003,1.273
402,447,0.003,1.276
403,447,0.002,1.278
404,447,0.002,1.280
405,447,0.003,1.283
406,447,0.002,1.285
407,447,0.004,1.289
408,447,0.005,1.294
409,447,0.017,1.311
410,447,0.002,1.313
411,447,0.003,1.316
412,447,0.003,1.319
413,447,0.013,1.332
414,447,0.003,1.335
415,447,0.007,1.342
416,447,0.008,1.350
417,447,0.004,1.354
418,447,0.003,1.357
419,447,0.012,1.369
420,447,0.004,1.373
421,447,0.003,1.376
422,447,0.003,1.379
423,447,0.004,1.383
424,447,0.004,1.387
425,447,0.003,1.390
426,447,0.004,1.394
427,447,0.003,1.397
428,447,0.003,1.400
429,447,0.002,1.402
430,447,0.003,1.405
431,447,0.004,1.409
432,447,0.002,1.411
433,447,0.002,1.413
434,447,0.003,1.416
435,447,0.036,1.452
436,447,0.010,1.462
437,447,0.003,1.465
438,447,0.003,1.468
439,447,0.004,1.472
440,447,0.002,1.474
441,447,0.002,1.476
442,447,0.002,1.478
443,447,0.003,1.481
444,447,0.004,1.485
445,447,0.003,1.488
446,447,0.002,1.490
447,447,0.005,1.495
448,447,0.002,1.497
449,447,0.003,1.500
450,447,0.003,1.503
451,447,0.003,1.506
452,447,0.001,1.507
453,447,0.003,1.510
454,447,0.003,1.513
455,447,0.003,1.516
456,447,0.002,1.518
457,447,0.002,1.520
458,447,0.004,1.524
459,447,0.004,1.528
460,447,0.002,1.530
461,447,0.001,1.531
462,447,0.003,1.534
463,447,0.002,1.536
464,447,0.002,1.538
465,447,0.004,1.542
466,447,0.003,1.545
467,447,0.002,1.547
468,447,0.005,1.552
469,447,0.002,1.554
470,447,0.004,1.558
471,447,0.002,1.560
472,447,0.002,1.562
473,447,0.002,1.564
474,447,0.002,1.566
475,447,0.002,1.568
476,447,0.001,1.569
477,447,0.003,1.572
478,447,0.002,1.574
479,447,0.002,1.576
480,447,0.004,1.580
481,447,0.002,1.582
482,447,0.002,1.584
483,447,0.003,1.587
484,447,0.003,1.590
485,447,0.001,1.591
486,447,0.003,1.594
487,447,0.002,1.596
488,447,0.002,1.598
489,447,0.001,1.599
490,447,0.003,1.602
491,447,0.003,1.605
492,447,0.002,1.607
493,447,0.002,1.609
494,447,0.003,1.612
495,447,0.003,1.615
496,447,0.004,1.619
497,447,0.007,1.626
498,447,0.003,1.629
499,447,0.004,1.633
500,447,0.003,1.636
501,447,0.002,1.638
502,447,0.004,1.642
503,447,0.002,1.644
504,447,0.003,1.647
505,447,0.001,1.648
506,447,0.002,1.650
507,447,0.003,1.653
508,447,0.002,1.655
509,447,0.002,1.657
510,447,0.002,1.659
511,447,0.002,1.661
512,447,0.002,1.663
513,447,0.001,1.664
514,447,0.002,1.666
515,447,0.003,1.669
516,447,0.003,1.672
517,447,0.002,1.674
518,447,0.002,1.676
519,447,0.002,1.678
520,447,0.002,1.680
521,447,0.002,1.682
522,447,0.002,1.684
523,447,0.002,1.686
524,447,0.002,1.688
525,447,0.002,1.690
526,447,0.002,1.692
527,447,0.003,1.695
528,447,0.002,1.697
529,447,0.003,1.700
530,447,0.001,1.701
531,447,0.002,1.703
532,447,0.002,1.705
533,447,0.003,1.708
534,447,0.002,1.710
535,447,0.002,1.712
536,447,0.003,1.715
