Generation,Best,Time,Total_Time
0,400,0.280,0.280
1,400,0.117,0.397
2,400,0.101,0.498
3,400,0.093,0.591
4,400,0.105,0.696
5,400,0.074,0.770
6,400,0.065,0.835
7,400,0.086,0.921
8,400,0.070,0.991
9,400,0.065,1.056
10,400,0.069,1.125
11,400,0.056,1.181
12,400,0.100,1.281
13,400,0.106,1.387
14,400,0.068,1.455
15,400,0.063,1.518
16,400,0.059,1.577
17,400,0.061,1.638
18,400,0.058,1.696
19,400,0.053,1.749
20,400,0.050,1.799
21,400,0.055,1.854
22,400,0.066,1.920
23,400,0.049,1.969
24,400,0.051,2.020
25,400,0.063,2.083
26,400,0.058,2.141
27,400,0.058,2.199
28,400,0.053,2.252
29,400,0.065,2.317
30,400,0.053,2.370
31,400,0.062,2.432
32,400,0.057,2.489
33,400,0.075,2.564
34,400,0.075,2.639
35,400,0.055,2.694
36,400,0.063,2.757
37,400,0.064,2.821
38,400,0.081,2.902
39,400,0.058,2.960
40,400,0.056,3.016
41,400,0.053,3.069
42,400,0.061,3.130
43,400,0.051,3.181
44,400,0.051,3.232
45,400,0.054,3.286
46,400,0.052,3.338
47,400,0.066,3.404
48,400,0.065,3.469
49,400,0.058,3.527
50,400,0.056,3.583
51,400,0.050,3.633
52,400,0.048,3.681
53,400,0.054,3.735
54,400,0.053,3.788
55,400,0.068,3.856
56,400,0.055,3.911
57,400,0.073,3.984
58,400,0.049,4.033
59,400,0.062,4.095
60,400,0.064,4.159
61,400,0.055,4.214
62,400,0.051,4.265
63,400,0.061,4.326
64,400,0.051,4.377
65,400,0.056,4.433
66,400,0.062,4.495
67,400,0.056,4.551
68,400,0.049,4.600
69,400,0.044,4.644
70,400,0.072,4.716
71,400,0.061,4.777
72,400,0.050,4.827
73,400,0.046,4.873
74,400,0.054,4.927
75,400,0.049,4.976
76,400,0.052,5.028
77,400,0.052,5.080
78,400,0.051,5.131
79,400,0.083,5.214
80,400,0.059,5.273
81,400,0.057,5.330
82,400,0.061,5.391
83,400,0.072,5.463
84,400,0.051,5.514
85,400,0.057,5.571
86,400,0.045,5.616
87,400,0.051,5.667
88,400,0.052,5.719
89,400,0.055,5.774
90,400,0.095,5.869
91,400,0.055,5.924
92,400,0.061,5.985
93,400,0.051,6.036
94,400,0.065,6.101
95,400,0.062,6.163
96,400,0.052,6.215
97,400,0.058,6.273
98,400,0.066,6.339
99,400,0.055,6.394
100,400,0.063,6.457
101,400,0.053,6.510
102,400,0.062,6.572
103,400,0.068,6.640
104,400,0.063,6.703
105,400,0.050,6.753
106,400,0.053,6.806
107,400,0.056,6.862
108,400,0.062,6.924
109,400,0.060,6.984
110,400,0.065,7.049
111,400,0.051,7.100
112,400,0.060,7.160
113,400,0.053,7.213
114,400,0.057,7.270
115,400,0.049,7.319
116,400,0.049,7.368
117,400,0.044,7.412
118,400,0.047,7.459
119,400,0.055,7.514
120,400,0.048,7.562
121,400,0.056,7.618
122,400,0.053,7.671
123,400,0.059,7.730
124,400,0.053,7.783
125,400,0.050,7.833
126,400,0.059,7.892
127,400,0.061,7.953
128,400,0.053,8.006
129,400,0.048,8.054
130,400,0.065,8.119
131,400,0.063,8.182
132,400,0.064,8.246
133,400,0.055,8.301
134,400,0.057,8.358
135,400,0.064,8.422
136,400,0.058,8.480
137,400,0.052,8.532
138,400,0.047,8.579
139,400,0.054,8.633
140,400,0.058,8.691
141,400,0.061,8.752
142,400,0.064,8.816
143,400,0.052,8.868
144,400,0.062,8.930
145,400,0.051,8.981
146,400,0.062,9.043
147,400,0.236,9.279
