Generation,Best,Time,Total_Time
0,374,0.137,0.137
1,374,0.053,0.190
2,374,0.054,0.244
3,390,0.047,0.291
4,390,0.050,0.341
5,390,0.072,0.413
6,390,0.109,0.522
7,401,0.172,0.694
8,401,0.061,0.755
9,401,0.049,0.804
10,401,0.047,0.851
11,402,0.052,0.903
12,402,0.044,0.947
13,404,0.045,0.992
14,404,0.046,1.038
15,404,0.047,1.085
16,404,0.048,1.133
17,404,0.049,1.182
18,419,0.047,1.229
19,419,0.042,1.271
20,419,0.046,1.317
21,419,0.041,1.358
22,419,0.043,1.401
23,419,0.043,1.444
24,419,0.041,1.485
25,428,0.044,1.529
26,428,0.042,1.571
27,428,0.042,1.613
28,433,0.042,1.655
29,433,0.051,1.706
30,433,0.052,1.758
31,433,0.049,1.807
32,433,0.041,1.848
33,433,0.041,1.889
34,433,0.041,1.930
35,433,0.041,1.971
36,433,0.047,2.018
37,433,0.045,2.063
38,433,0.043,2.106
39,433,0.040,2.146
40,433,0.043,2.189
41,433,0.046,2.235
42,434,0.043,2.278
43,435,0.048,2.326
44,435,0.052,2.378
45,435,0.047,2.425
46,444,0.052,2.477
47,445,0.050,2.527
48,445,0.043,2.570
49,445,0.040,2.610
50,463,0.038,2.648
51,463,0.039,2.687
52,463,0.043,2.730
53,463,0.045,2.775
54,463,0.039,2.814
55,463,0.038,2.852
56,463,0.040,2.892
57,463,0.063,2.955
58,463,0.049,3.004
59,463,0.051,3.055
60,463,0.068,3.123
61,463,0.047,3.170
62,463,0.050,3.220
63,463,0.068,3.288
64,468,0.040,3.328
65,468,0.059,3.387
66,468,0.039,3.426
67,468,0.035,3.461
68,468,0.040,3.501
69,468,0.039,3.540
70,468,0.038,3.578
71,468,0.037,3.615
72,468,0.089,3.704
73,468,0.033,3.737
74,468,0.035,3.772
75,468,0.034,3.806
76,468,0.041,3.847
77,471,0.033,3.880
78,471,0.047,3.927
79,471,0.050,3.977
80,471,0.051,4.028
81,471,0.108,4.136
82,478,0.083,4.219
83,478,0.046,4.265
84,478,0.051,4.316
85,478,0.054,4.370
86,478,0.058,4.428
87,478,0.057,4.485
88,478,0.192,4.677
89,478,0.086,4.763
90,478,0.052,4.815
91,478,0.041,4.856
92,488,0.041,4.897
93,488,0.040,4.937
94,488,0.032,4.969
95,488,0.041,5.010
96,488,0.035,5.045
97,488,0.036,5.081
98,488,0.032,5.113
99,488,0.036,5.149
100,488,0.030,5.179
101,488,0.036,5.215
102,488,0.030,5.245
103,488,0.043,5.288
104,488,0.038,5.326
105,488,0.032,5.358
106,488,0.050,5.408
107,488,0.032,5.440
108,488,0.037,5.477
109,488,0.042,5.519
110,488,0.036,5.555
111,488,0.033,5.588
112,488,0.032,5.620
113,498,0.030,5.650
114,498,0.040,5.690
115,498,0.032,5.722
116,498,0.035,5.757
117,498,0.043,5.800
118,498,0.035,5.835
119,498,0.032,5.867
120,498,0.030,5.897
121,498,0.032,5.929
122,498,0.035,5.964
123,498,0.034,5.998
124,498,0.035,6.033
125,498,0.029,6.062
126,498,0.085,6.147
127,498,0.036,6.183
128,498,0.034,6.217
129,498,0.031,6.248
130,498,0.034,6.282
131,498,0.036,6.318
132,500,0.048,6.366
133,500,0.041,6.407
134,500,0.041,6.448
135,500,0.033,6.481
136,500,0.034,6.515
137,500,0.029,6.544
138,500,0.030,6.574
139,500,0.032,6.606
140,500,0.031,6.637
141,500,0.037,6.674
142,500,0.035,6.709
143,500,0.031,6.740
144,500,0.035,6.775
145,500,0.037,6.812
146,500,0.032,6.844
147,500,0.033,6.877
148,500,0.029,6.906
149,500,0.029,6.935
150,500,0.030,6.965
151,500,0.036,7.001
152,500,0.033,7.034
153,500,0.035,7.069
154,500,0.042,7.111
155,500,0.038,7.149
156,500,0.045,7.194
157,500,0.050,7.244
158,500,0.034,7.278
159,500,0.036,7.314
160,500,0.031,7.345
161,500,0.030,7.375
162,500,0.029,7.404
163,500,0.029,7.433
164,500,0.032,7.465
165,500,0.040,7.505
166,500,0.037,7.542
167,500,0.033,7.575
168,500,0.028,7.603
169,500,0.046,7.649
170,500,0.037,7.686
171,500,0.037,7.723
172,500,0.037,7.760
173,500,0.036,7.796
174,500,0.026,7.822
175,500,0.032,7.854
176,500,0.031,7.885
177,500,0.033,7.918
178,500,0.035,7.953
179,500,0.032,7.985
180,500,0.037,8.022
181,500,0.026,8.048
182,500,0.034,8.082
183,500,0.033,8.115
184,500,0.046,8.161
185,500,0.040,8.201
186,500,0.046,8.247
187,500,0.058,8.305
188,500,0.031,8.336
189,500,0.032,8.368
190,500,0.036,8.404
191,500,0.034,8.438
192,500,0.032,8.470
193,500,0.037,8.507
194,500,0.057,8.564
195,502,0.040,8.604
196,502,0.040,8.644
197,502,0.043,8.687
198,502,0.034,8.721
199,502,0.029,8.750
200,502,0.038,8.788
201,502,0.050,8.838
202,502,0.053,8.891
203,502,0.054,8.945
204,502,0.041,8.986
205,502,0.027,9.013
206,515,0.042,9.055
207,515,0.047,9.102
208,515,0.034,9.136
209,515,0.040,9.176
210,515,0.038,9.214
211,515,0.033,9.247
212,515,0.037,9.284
213,515,0.038,9.322
214,515,0.030,9.352
215,515,0.038,9.390
216,517,0.036,9.426
217,517,0.032,9.458
218,517,0.030,9.488
219,517,0.033,9.521
220,517,0.036,9.557
221,517,0.033,9.590
222,517,0.030,9.620
223,517,0.031,9.651
224,517,0.035,9.686
225,517,0.028,9.714
226,517,0.027,9.741
227,517,0.038,9.779
228,517,0.035,9.814
229,517,0.031,9.845
230,517,0.036,9.881
231,517,0.029,9.910
232,517,0.031,9.941
233,517,0.038,9.979
234,517,0.039,10.018
235,517,0.032,10.050
236,517,0.028,10.078
237,517,0.032,10.110
238,517,0.032,10.142
239,517,0.037,10.179
240,517,0.030,10.209
241,517,0.039,10.248
242,517,0.032,10.280
243,517,0.032,10.312
244,517,0.033,10.345
245,517,0.029,10.374
246,518,0.028,10.402
247,518,0.027,10.429
248,518,0.028,10.457
249,518,0.038,10.495
250,518,0.029,10.524
251,518,0.027,10.551
252,518,0.034,10.585
253,518,0.032,10.617
254,518,0.037,10.654
255,518,0.037,10.691
256,518,0.028,10.719
257,518,0.031,10.750
258,518,0.036,10.786
259,518,0.034,10.820
260,518,0.036,10.856
261,518,0.031,10.887
262,518,0.037,10.924
263,518,0.045,10.969
264,518,0.045,11.014
265,518,0.035,11.049
266,518,0.031,11.080
267,518,0.031,11.111
268,518,0.038,11.149
269,518,0.029,11.178
270,518,0.030,11.208
271,518,0.035,11.243
272,518,0.028,11.271
273,518,0.029,11.300
274,518,0.027,11.327
275,518,0.031,11.358
276,518,0.037,11.395
277,518,0.034,11.429
278,518,0.074,11.503
279,518,0.037,11.540
280,518,0.032,11.572
281,518,0.030,11.602
282,518,0.032,11.634
283,518,0.043,11.677
284,518,0.045,11.722
285,518,0.042,11.764
286,518,0.035,11.799
287,518,0.031,11.830
288,518,0.041,11.871
289,518,0.031,11.902
290,518,0.037,11.939
291,518,0.037,11.976
292,518,0.035,12.011
293,518,0.029,12.040
294,518,0.034,12.074
295,518,0.031,12.105
296,518,0.034,12.139
297,518,0.032,12.171
298,518,0.027,12.198
299,518,0.030,12.228
300,518,0.035,12.263
301,518,0.029,12.292
302,518,0.028,12.320
303,518,0.025,12.345
304,518,0.035,12.380
305,518,0.039,12.419
306,518,0.032,12.451
307,518,0.032,12.483
308,518,0.038,12.521
309,518,0.038,12.559
310,518,0.037,12.596
311,518,0.031,12.627
312,518,0.025,12.652
313,518,0.033,12.685
314,518,0.032,12.717
315,518,0.033,12.750
316,518,0.067,12.817
317,518,0.044,12.861
318,518,0.040,12.901
319,518,0.031,12.932
320,519,0.033,12.965
321,519,0.030,12.995
322,519,0.036,13.031
323,519,0.038,13.069
324,519,0.037,13.106
325,519,0.033,13.139
326,519,0.026,13.165
327,519,0.035,13.200
328,519,0.029,13.229
329,519,0.032,13.261
330,519,0.033,13.294
331,519,0.032,13.326
332,519,0.033,13.359
333,519,0.037,13.396
334,519,0.027,13.423
335,519,0.034,13.457
336,519,0.034,13.491
337,519,0.035,13.526
338,519,0.034,13.560
339,519,0.033,13.593
340,519,0.035,13.628
341,519,0.034,13.662
342,519,0.028,13.690
343,519,0.032,13.722
344,519,0.029,13.751
345,519,0.032,13.783
346,519,0.036,13.819
347,519,0.029,13.848
348,519,0.068,13.916
349,519,0.034,13.950
350,519,0.027,13.977
351,519,0.036,14.013
352,519,0.033,14.046
353,519,0.037,14.083
354,519,0.033,14.116
355,519,0.041,14.157
356,519,0.045,14.202
357,519,0.034,14.236
358,519,0.028,14.264
359,519,0.030,14.294
360,519,0.032,14.326
361,519,0.035,14.361
362,519,0.030,14.391
363,519,0.028,14.419
364,519,0.035,14.454
365,519,0.037,14.491
366,519,0.040,14.531
367,519,0.026,14.557
368,519,0.025,14.582
369,519,0.035,14.617
370,519,0.026,14.643
371,519,0.030,14.673
372,519,0.042,14.715
373,519,0.039,14.754
374,519,0.028,14.782
375,519,0.029,14.811
376,519,0.025,14.836
377,519,0.028,14.864
378,519,0.029,14.893
379,519,0.031,14.924
380,519,0.038,14.962
381,521,0.028,14.990
382,521,0.032,15.022
383,521,0.028,15.050
384,521,0.028,15.078
385,521,0.036,15.114
386,521,0.035,15.149
387,521,0.047,15.196
388,521,0.035,15.231
389,521,0.033,15.264
390,521,0.033,15.297
391,521,0.030,15.327
392,521,0.028,15.355
393,521,0.032,15.387
394,521,0.043,15.430
395,521,0.039,15.469
396,521,0.030,15.499
397,521,0.028,15.527
398,521,0.033,15.560
399,521,0.040,15.600
400,521,0.029,15.629
401,521,0.030,15.659
402,521,0.027,15.686
403,521,0.034,15.720
404,521,0.027,15.747
405,521,0.028,15.775
406,521,0.030,15.805
407,521,0.028,15.833
408,521,0.033,15.866
409,521,0.029,15.895
410,521,0.035,15.930
411,521,0.033,15.963
412,521,0.031,15.994
413,521,0.030,16.024
414,521,0.025,16.049
415,521,0.027,16.076
416,521,0.032,16.108
417,521,0.032,16.140
418,521,0.031,16.171
419,521,0.030,16.201
420,521,0.027,16.228
421,521,0.029,16.257
422,521,0.029,16.286
423,521,0.035,16.321
424,521,0.038,16.359
425,521,0.029,16.388
426,521,0.108,16.496
427,521,0.041,16.537
428,521,0.051,16.588
429,521,0.054,16.642
430,521,0.038,16.680
431,521,0.032,16.712
432,521,0.041,16.753
433,521,0.033,16.786
434,521,0.057,16.843
435,521,0.036,16.879
436,521,0.029,16.908
437,521,0.030,16.938
438,521,0.033,16.971
439,521,0.029,17.000
440,521,0.031,17.031
441,521,0.038,17.069
442,521,0.048,17.117
443,521,0.034,17.151
444,521,0.029,17.180
445,521,0.026,17.206
446,521,0.029,17.235
447,521,0.026,17.261
448,521,0.031,17.292
449,521,0.038,17.330
450,521,0.039,17.369
451,521,0.036,17.405
452,521,0.031,17.436
453,521,0.029,17.465
454,521,0.033,17.498
455,521,0.037,17.535
456,521,0.044,17.579
457,521,0.041,17.620
458,521,0.035,17.655
459,521,0.033,17.688
460,521,0.063,17.751
461,521,0.045,17.796
462,521,0.106,17.902
463,521,0.031,17.933
464,521,0.035,17.968
465,521,0.041,18.009
466,521,0.038,18.047
467,521,0.032,18.079
468,521,0.031,18.110
469,521,0.037,18.147
470,521,0.035,18.182
471,521,0.034,18.216
472,521,0.032,18.248
473,521,0.033,18.281
474,521,0.034,18.315
475,521,0.039,18.354
476,521,0.039,18.393
