Generation,Best,Time,Total_Time
0,416,0.188,0.188
1,416,0.084,0.272
2,419,0.078,0.350
3,419,0.070,0.420
4,428,0.057,0.477
5,428,0.046,0.523
6,428,0.073,0.596
7,428,0.067,0.663
8,428,0.056,0.719
9,428,0.049,0.768
10,447,0.194,0.962
11,447,0.101,1.063
12,447,0.101,1.164
13,447,0.086,1.250
14,447,0.153,1.403
15,447,0.045,1.448
16,447,0.048,1.496
17,447,0.059,1.555
18,447,0.067,1.622
19,447,0.054,1.676
20,447,0.053,1.729
21,447,0.056,1.785
22,447,0.125,1.910
23,447,0.095,2.005
24,447,0.069,2.074
25,447,0.044,2.118
26,447,0.033,2.151
27,447,0.031,2.182
28,447,0.030,2.212
29,447,0.026,2.238
30,449,0.030,2.268
31,449,0.029,2.297
32,449,0.032,2.329
33,449,0.029,2.358
34,449,0.038,2.396
35,449,0.035,2.431
36,449,0.028,2.459
37,449,0.040,2.499
38,449,0.029,2.528
39,449,0.029,2.557
40,449,0.034,2.591
41,449,0.027,2.618
42,449,0.031,2.649
43,449,0.028,2.677
44,449,0.027,2.704
45,449,0.027,2.731
46,449,0.031,2.762
47,449,0.028,2.790
48,449,0.030,2.820
49,449,0.045,2.865
50,449,0.041,2.906
51,449,0.032,2.938
52,449,0.031,2.969
53,449,0.028,2.997
54,458,0.030,3.027
55,458,0.034,3.061
56,458,0.029,3.090
57,458,0.037,3.127
58,458,0.037,3.164
59,459,0.043,3.207
60,459,0.038,3.245
61,459,0.035,3.280
62,459,0.080,3.360
63,459,0.066,3.426
64,459,0.047,3.473
65,459,0.042,3.515
66,459,0.039,3.554
67,459,0.045,3.599
68,459,0.038,3.637
69,459,0.037,3.674
70,459,0.040,3.714
71,459,0.033,3.747
72,459,0.026,3.773
73,459,0.030,3.803
74,459,0.034,3.837
75,459,0.038,3.875
76,459,0.031,3.906
77,459,0.029,3.935
78,459,0.035,3.970
79,459,0.032,4.002
80,459,0.032,4.034
81,459,0.029,4.063
82,459,0.034,4.097
83,459,0.032,4.129
84,459,0.030,4.159
85,459,0.033,4.192
86,459,0.033,4.225
87,459,0.024,4.249
88,459,0.028,4.277
89,459,0.029,4.306
90,459,0.030,4.336
91,459,0.029,4.365
92,459,0.027,4.392
93,459,0.029,4.421
94,459,0.030,4.451
95,459,0.021,4.472
96,459,0.041,4.513
97,459,0.041,4.554
98,459,0.061,4.615
99,459,0.049,4.664
100,459,0.093,4.757
101,459,0.060,4.817
102,459,0.028,4.845
103,459,0.033,4.878
104,459,0.035,4.913
105,459,0.045,4.958
106,459,0.027,4.985
107,459,0.034,5.019
108,459,0.027,5.046
109,459,0.027,5.073
110,459,0.034,5.107
111,459,0.037,5.144
112,474,0.028,5.172
113,474,0.031,5.203
114,474,0.024,5.227
115,474,0.031,5.258
116,474,0.029,5.287
117,474,0.033,5.320
118,474,0.031,5.351
119,474,0.040,5.391
120,474,0.027,5.418
121,474,0.024,5.442
122,474,0.032,5.474
123,474,0.029,5.503
124,474,0.036,5.539
125,474,0.029,5.568
126,474,0.024,5.592
127,474,0.035,5.627
128,474,0.034,5.661
129,474,0.031,5.692
130,474,0.041,5.733
131,474,0.037,5.770
132,474,0.029,5.799
133,474,0.033,5.832
134,474,0.043,5.875
135,474,0.041,5.916
136,474,0.041,5.957
137,474,0.028,5.985
138,474,0.026,6.011
139,474,0.027,6.038
140,474,0.025,6.063
141,474,0.027,6.090
142,474,0.029,6.119
143,474,0.029,6.148
144,474,0.031,6.179
145,474,0.036,6.215
146,474,0.033,6.248
147,474,0.033,6.281
148,474,0.023,6.304
149,489,0.030,6.334
150,489,0.025,6.359
151,489,0.032,6.391
152,489,0.030,6.421
153,489,0.031,6.452
154,489,0.027,6.479
155,489,0.027,6.506
156,489,0.026,6.532
157,489,0.035,6.567
158,489,0.033,6.600
159,489,0.040,6.640
160,489,0.057,6.697
161,489,0.044,6.741
162,489,0.039,6.780
163,489,0.035,6.815
164,489,0.042,6.857
165,489,0.043,6.900
166,489,0.032,6.932
167,489,0.030,6.962
168,489,0.046,7.008
169,489,0.053,7.061
170,489,0.036,7.097
171,489,0.042,7.139
172,489,0.043,7.182
173,489,0.035,7.217
174,489,0.024,7.241
175,489,0.034,7.275
176,489,0.028,7.303
177,489,0.028,7.331
178,489,0.027,7.358
179,489,0.028,7.386
180,489,0.033,7.419
181,489,0.041,7.460
182,489,0.040,7.500
183,489,0.038,7.538
184,489,0.025,7.563
185,489,0.024,7.587
186,489,0.024,7.611
187,489,0.031,7.642
188,489,0.029,7.671
189,489,0.027,7.698
190,489,0.030,7.728
191,489,0.033,7.761
192,489,0.033,7.794
193,489,0.066,7.860
194,489,0.028,7.888
195,489,0.035,7.923
196,489,0.050,7.973
197,489,0.029,8.002
198,489,0.049,8.051
199,489,0.036,8.087
200,489,0.026,8.113
201,489,0.027,8.140
202,489,0.033,8.173
203,489,0.032,8.205
204,489,0.031,8.236
205,489,0.031,8.267
206,489,0.032,8.299
207,489,0.026,8.325
208,489,0.032,8.357
209,489,0.040,8.397
210,489,0.036,8.433
211,489,0.042,8.475
212,489,0.034,8.509
213,489,0.029,8.538
214,489,0.040,8.578
215,489,0.047,8.625
216,489,0.034,8.659
217,489,0.035,8.694
218,489,0.032,8.726
219,489,0.028,8.754
220,489,0.034,8.788
221,489,0.041,8.829
222,489,0.045,8.874
223,489,0.045,8.919
224,489,0.038,8.957
225,489,0.040,8.997
226,489,0.033,9.030
227,489,0.041,9.071
228,489,0.097,9.168
229,489,0.039,9.207
230,489,0.036,9.243
231,489,0.037,9.280
232,489,0.027,9.307
233,489,0.025,9.332
234,489,0.028,9.360
235,489,0.031,9.391
236,489,0.035,9.426
237,489,0.034,9.460
238,489,0.034,9.494
239,489,0.028,9.522
240,489,0.029,9.551
241,489,0.033,9.584
242,489,0.024,9.608
243,489,0.035,9.643
244,489,0.035,9.678
245,489,0.027,9.705
246,489,0.022,9.727
247,489,0.028,9.755
248,489,0.028,9.783
249,489,0.030,9.813
250,489,0.032,9.845
251,489,0.058,9.903
252,489,0.034,9.937
253,489,0.030,9.967
254,489,0.030,9.997
255,489,0.032,10.029
256,489,0.025,10.054
257,489,0.030,10.084
258,489,0.033,10.117
259,489,0.045,10.162
260,489,0.036,10.198
261,489,0.045,10.243
262,489,0.042,10.285
263,489,0.034,10.319
264,489,0.032,10.351
265,489,0.032,10.383
266,489,0.025,10.408
267,489,0.027,10.435
268,489,0.024,10.459
269,494,0.032,10.491
270,494,0.028,10.519
271,494,0.049,10.568
272,494,0.038,10.606
273,494,0.033,10.639
274,494,0.026,10.665
275,494,0.041,10.706
276,494,0.031,10.737
277,494,0.034,10.771
278,494,0.031,10.802
279,494,0.031,10.833
280,494,0.028,10.861
281,494,0.033,10.894
282,494,0.036,10.930
283,494,0.035,10.965
284,494,0.047,11.012
285,494,0.041,11.053
286,494,0.040,11.093
287,494,0.051,11.144
288,494,0.042,11.186
289,494,0.025,11.211
290,494,0.024,11.235
291,494,0.024,11.259
292,494,0.041,11.300
293,494,0.029,11.329
294,494,0.029,11.358
295,494,0.027,11.385
296,494,0.049,11.434
297,494,0.033,11.467
298,494,0.026,11.493
299,494,0.031,11.524
300,494,0.034,11.558
301,494,0.036,11.594
302,494,0.039,11.633
303,494,0.026,11.659
304,494,0.030,11.689
305,494,0.026,11.715
306,494,0.027,11.742
307,494,0.027,11.769
308,494,0.038,11.807
309,494,0.031,11.838
310,494,0.033,11.871
311,494,0.046,11.917
312,494,0.041,11.958
313,494,0.036,11.994
314,494,0.069,12.063
315,494,0.035,12.098
316,494,0.031,12.129
317,494,0.024,12.153
318,494,0.028,12.181
319,494,0.027,12.208
320,494,0.034,12.242
321,494,0.041,12.283
322,494,0.041,12.324
323,494,0.034,12.358
324,494,0.026,12.384
325,494,0.037,12.421
326,494,0.033,12.454
327,494,0.034,12.488
328,494,0.046,12.534
329,494,0.030,12.564
330,494,0.041,12.605
331,494,0.040,12.645
332,494,0.032,12.677
333,494,0.039,12.716
334,494,0.047,12.763
335,494,0.068,12.831
336,494,0.036,12.867
337,494,0.040,12.907
338,494,0.080,12.987
339,494,0.029,13.016
340,494,0.026,13.042
341,494,0.029,13.071
342,494,0.030,13.101
343,494,0.036,13.137
344,494,0.031,13.168
345,494,0.036,13.204
346,494,0.033,13.237
347,494,0.029,13.266
348,494,0.030,13.296
349,494,0.031,13.327
350,494,0.031,13.358
351,494,0.026,13.384
352,494,0.026,13.410
353,494,0.026,13.436
354,494,0.026,13.462
355,494,0.032,13.494
356,494,0.032,13.526
357,494,0.035,13.561
358,494,0.039,13.600
359,494,0.028,13.628
360,494,0.028,13.656
361,494,0.048,13.704
362,494,0.039,13.743
363,494,0.046,13.789
364,494,0.037,13.826
365,494,0.028,13.854
366,494,0.035,13.889
367,494,0.033,13.922
368,494,0.035,13.957
369,494,0.038,13.995
370,494,0.039,14.034
371,494,0.030,14.064
372,494,0.028,14.092
373,494,0.036,14.128
374,494,0.025,14.153
375,494,0.030,14.183
376,494,0.026,14.209
377,494,0.032,14.241
378,494,0.031,14.272
379,494,0.034,14.306
380,494,0.028,14.334
381,494,0.028,14.362
382,494,0.051,14.413
383,494,0.091,14.504
384,494,0.047,14.551
385,494,0.054,14.605
386,494,0.045,14.650
387,494,0.046,14.696
388,494,0.041,14.737
389,494,0.028,14.765
390,494,0.034,14.799
391,494,0.035,14.834
392,494,0.032,14.866
393,494,0.031,14.897
394,494,0.029,14.926
395,494,0.050,14.976
396,494,0.032,15.008
397,494,0.026,15.034
398,494,0.030,15.064
399,495,0.034,15.098
400,495,0.031,15.129
401,495,0.072,15.201
402,495,0.070,15.271
403,495,0.054,15.325
404,495,0.082,15.407
405,495,0.038,15.445
406,495,0.033,15.478
407,495,0.030,15.508
408,495,0.035,15.543
409,495,0.109,15.652
410,495,0.032,15.684
411,495,0.032,15.716
412,495,0.034,15.750
413,495,0.037,15.787
414,495,0.032,15.819
415,495,0.031,15.850
416,495,0.029,15.879
417,495,0.162,16.041
418,495,0.112,16.153
419,495,0.036,16.189
420,495,0.027,16.216
421,495,0.031,16.247
422,495,0.026,16.273
423,495,0.042,16.315
424,495,0.043,16.358
425,495,0.034,16.392
426,495,0.041,16.433
427,495,0.058,16.491
428,495,0.035,16.526
429,495,0.064,16.590
430,495,0.048,16.638
431,495,0.032,16.670
432,495,0.039,16.709
433,495,0.034,16.743
434,495,0.022,16.765
435,495,0.036,16.801
436,495,0.045,16.846
437,495,0.035,16.881
438,495,0.031,16.912
439,495,0.035,16.947
440,495,0.030,16.977
441,495,0.023,17.000
442,495,0.030,17.030
443,495,0.032,17.062
444,495,0.031,17.093
445,495,0.038,17.131
446,495,0.031,17.162
447,495,0.042,17.204
448,495,0.041,17.245
449,495,0.071,17.316
450,495,0.034,17.350
451,495,0.036,17.386
452,495,0.026,17.412
453,495,0.024,17.436
454,495,0.023,17.459
455,495,0.029,17.488
456,495,0.033,17.521
457,495,0.036,17.557
458,495,0.037,17.594
459,495,0.033,17.627
460,495,0.030,17.657
461,495,0.031,17.688
462,495,0.026,17.714
463,495,0.028,17.742
464,495,0.031,17.773
465,495,0.026,17.799
466,495,0.027,17.826
467,495,0.027,17.853
468,495,0.026,17.879
469,495,0.030,17.909
470,495,0.033,17.942
471,495,0.028,17.970
472,495,0.033,18.003
473,495,0.034,18.037
474,495,0.049,18.086
475,495,0.031,18.117
476,495,0.037,18.154
477,495,0.057,18.211
478,495,0.033,18.244
479,495,0.028,18.272
480,495,0.024,18.296
481,495,0.030,18.326
482,495,0.035,18.361
483,495,0.035,18.396
484,495,0.029,18.425
485,495,0.042,18.467
486,495,0.037,18.504
487,495,0.032,18.536
488,495,0.030,18.566
489,495,0.033,18.599
490,495,0.034,18.633
491,495,0.028,18.661
492,495,0.025,18.686
493,495,0.035,18.721
494,495,0.032,18.753
495,495,0.043,18.796
496,495,0.044,18.840
497,495,0.028,18.868
498,495,0.038,18.906
499,495,0.034,18.940
500,495,0.038,18.978
501,495,0.039,19.017
502,495,0.037,19.054
503,495,0.033,19.087
504,495,0.030,19.117
505,495,0.031,19.148
506,495,0.032,19.180
507,495,0.035,19.215
508,495,0.068,19.283
509,495,0.032,19.315
510,495,0.034,19.349
511,495,0.047,19.396
512,496,0.033,19.429
513,496,0.026,19.455
514,496,0.026,19.481
515,496,0.027,19.508
516,496,0.034,19.542
517,496,0.026,19.568
518,496,0.035,19.603
519,496,0.032,19.635
520,496,0.040,19.675
521,496,0.039,19.714
522,496,0.033,19.747
523,496,0.030,19.777
524,496,0.022,19.799
525,496,0.036,19.835
526,496,0.044,19.879
527,496,0.040,19.919
528,496,0.035,19.954
529,496,0.041,19.995
530,496,0.032,20.027
531,496,0.039,20.066
532,496,0.035,20.101
533,496,0.040,20.141
534,496,0.027,20.168
535,496,0.028,20.196
536,496,0.030,20.226
537,496,0.072,20.298
538,496,0.038,20.336
539,496,0.031,20.367
540,496,0.030,20.397
541,496,0.029,20.426
542,496,0.034,20.460
543,496,0.031,20.491
544,496,0.032,20.523
545,496,0.053,20.576
546,496,0.038,20.614
547,496,0.034,20.648
548,496,0.040,20.688
549,496,0.031,20.719
550,496,0.039,20.758
551,496,0.032,20.790
552,496,0.031,20.821
553,496,0.029,20.850
554,496,0.029,20.879
555,496,0.027,20.906
556,496,0.040,20.946
557,496,0.035,20.981
558,496,0.029,21.010
559,496,0.024,21.034
560,496,0.036,21.070
561,496,0.067,21.137
562,496,0.026,21.163
563,496,0.039,21.202
564,496,0.049,21.251
565,496,0.045,21.296
566,496,0.045,21.341
567,496,0.041,21.382
568,496,0.045,21.427
569,496,0.031,21.458
570,496,0.035,21.493
571,496,0.028,21.521
572,496,0.028,21.549
573,496,0.022,21.571
574,496,0.032,21.603
575,496,0.033,21.636
576,496,0.035,21.671
577,496,0.042,21.713
578,496,0.032,21.745
579,496,0.030,21.775
580,496,0.036,21.811
581,496,0.031,21.842
582,496,0.035,21.877
583,496,0.032,21.909
584,496,0.027,21.936
585,496,0.025,21.961
586,496,0.028,21.989
587,496,0.026,22.015
588,496,0.033,22.048
589,496,0.038,22.086
590,496,0.030,22.116
591,496,0.032,22.148
592,496,0.057,22.205
593,496,0.047,22.252
594,496,0.046,22.298
595,496,0.035,22.333
596,496,0.028,22.361
597,496,0.022,22.383
598,496,0.041,22.424
599,496,0.028,22.452
600,496,0.030,22.482
601,496,0.041,22.523
602,496,0.033,22.556
603,496,0.042,22.598
604,496,0.030,22.628
605,496,0.035,22.663
606,496,0.039,22.702
607,496,0.031,22.733
608,496,0.028,22.761
609,496,0.024,22.785
610,496,0.036,22.821
611,496,0.038,22.859
612,496,0.036,22.895
613,496,0.034,22.929
614,496,0.031,22.960
615,496,0.044,23.004
616,496,0.044,23.048
617,496,0.084,23.132
618,496,0.039,23.171
619,496,0.044,23.215
620,496,0.028,23.243
621,496,0.024,23.267
622,496,0.033,23.300
623,496,0.035,23.335
624,496,0.031,23.366
625,496,0.105,23.471
626,496,0.053,23.524
627,496,0.034,23.558
628,496,0.032,23.590
629,496,0.032,23.622
630,496,0.031,23.653
631,496,0.027,23.680
632,496,0.029,23.709
633,496,0.027,23.736
634,496,0.041,23.777
635,496,0.032,23.809
636,496,0.032,23.841
637,496,0.030,23.871
638,496,0.029,23.900
639,496,0.087,23.987
640,496,0.041,24.028
641,496,0.029,24.057
642,496,0.041,24.098
643,496,0.029,24.127
644,496,0.024,24.151
645,496,0.026,24.177
646,496,0.027,24.204
647,496,0.037,24.241
648,496,0.032,24.273
