Maximum fit for each generation: 
Best fit for generation 152: 558
Best fit for generation 153: 558
Best fit for generation 154: 558
Best fit for generation 155: 558
Best fit for generation 156: 558
Best fit for generation 157: 558
Best fit for generation 158: 558
Best fit for generation 159: 558
Best fit for generation 160: 558
Best fit for generation 161: 558
Best fit for generation 162: 558
Best fit for generation 163: 558
Best fit for generation 164: 558
Best fit for generation 165: 558
Best fit for generation 166: 558
Best fit for generation 167: 558
Best fit for generation 168: 558
Best fit for generation 169: 558
Best fit for generation 170: 558
Best fit for generation 171: 558
Best fit for generation 172: 558
Best fit for generation 173: 558
Best fit for generation 174: 558
Best fit for generation 175: 558
Best fit for generation 176: 558
Best fit for generation 177: 558
Best fit for generation 178: 558
Best fit for generation 179: 558
Best fit for generation 180: 558
Best fit for generation 181: 558
Best fit for generation 182: 558
Best fit for generation 183: 558
Best fit for generation 184: 558
Best fit for generation 185: 558
Best fit for generation 186: 558
Best fit for generation 187: 558
Best fit for generation 188: 558
Best fit for generation 189: 558
Best fit for generation 190: 558
Best fit for generation 191: 558
Best fit for generation 192: 558
Best fit for generation 193: 558
Best fit for generation 194: 573
Best fit for generation 195: 573
Best fit for generation 196: 573
Best fit for generation 197: 573
Best fit for generation 198: 573
Best fit for generation 199: 573
Best fit for generation 200: 573
Best fit for generation 201: 573
Best fit for generation 202: 573
Best fit for generation 203: 573
Best fit for generation 204: 573
Best fit for generation 205: 573
Best fit for generation 206: 573
Best fit for generation 207: 573
Best fit for generation 208: 573
Best fit for generation 209: 573
Best fit for generation 210: 573
Best fit for generation 211: 573
Best fit for generation 212: 573
Best fit for generation 213: 573
Best fit for generation 214: 573
Best fit for generation 215: 573
Best fit for generation 216: 573
Best fit for generation 217: 573
Best fit for generation 218: 573
Best fit for generation 219: 573
Best fit for generation 220: 573
Best fit for generation 221: 573
Best fit for generation 222: 573
Best fit for generation 223: 573
Best fit for generation 224: 573
Best fit for generation 225: 573
Best fit for generation 226: 573
Best fit for generation 227: 573
Best fit for generation 228: 573
Best fit for generation 229: 573
Best fit for generation 230: 573
Best fit for generation 231: 573
Best fit for generation 232: 573
Best fit for generation 233: 573
Best fit for generation 234: 573
Best fit for generation 235: 573
Best fit for generation 236: 573
Best fit for generation 237: 573
Best fit for generation 238: 573
Best fit for generation 239: 573
Best fit for generation 240: 573
Best fit for generation 241: 573
Best fit for generation 242: 573
Best fit for generation 243: 573
Best fit for generation 244: 573
Best fit for generation 245: 573
Best fit for generation 246: 573
Best fit for generation 247: 573
Best fit for generation 248: 573
Best fit for generation 249: 573
Best fit for generation 250: 573
Best fit for generation 251: 573
Best fit for generation 252: 573
Best fit for generation 253: 573
Best fit for generation 254: 573
Best fit for generation 255: 573
Best fit for generation 256: 573
Best fit for generation 257: 573
Best fit for generation 258: 573
Best fit for generation 259: 573
Best fit for generation 260: 573
Best fit for generation 261: 573
Best fit for generation 262: 573
Best fit for generation 263: 573
Best fit for generation 264: 573
Best fit for generation 265: 573
Best fit for generation 266: 573
Best fit for generation 267: 573
Best fit for generation 268: 573
Best fit for generation 269: 573
Best fit for generation 270: 573
Best fit for generation 271: 573
Best fit for generation 272: 573
Best fit for generation 273: 573
Best fit for generation 274: 573
Best fit for generation 275: 573
Best fit for generation 276: 573
Best fit for generation 277: 573
Best fit for generation 278: 573
Best fit for generation 279: 573
Best fit for generation 280: 573
Best fit for generation 281: 573
Best fit for generation 282: 573
Best fit for generation 283: 573
Best fit for generation 284: 573
Best fit for generation 285: 573
Best fit for generation 286: 573
Best fit for generation 287: 573
Best fit for generation 288: 573
Best fit for generation 289: 573
Best fit for generation 290: 573
Best fit for generation 291: 573
Best fit for generation 292: 573
Best fit for generation 293: 573
Best fit for generation 294: 573
Best fit for generation 295: 573
Best fit for generation 296: 573
Best fit for generation 297: 573
Best fit for generation 298: 573
Best fit for generation 299: 573
Best fit for generation 300: 573
Best fit for generation 301: 573
Best fit for generation 302: 573
Best fit for generation 303: 573
Best fit for generation 304: 573
Best fit for generation 305: 573
Best fit for generation 306: 573
Best fit for generation 307: 573
Best fit for generation 308: 573
Best fit for generation 309: 573
Best fit for generation 310: 573
Best fit for generation 311: 573
Best fit for generation 312: 573
Best fit for generation 313: 573
Best fit for generation 314: 573
Best fit for generation 315: 573
Best fit for generation 316: 573
Best fit for generation 317: 573
Best fit for generation 318: 573
Best fit for generation 319: 573
Best fit for generation 320: 573
Best fit for generation 321: 573
Best fit for generation 322: 573
Best fit for generation 323: 573
Best fit for generation 324: 573
Best fit for generation 325: 573
Best fit for generation 326: 573
Best fit for generation 327: 573
Best fit for generation 328: 573
Best fit for generation 329: 573
Best fit for generation 330: 573
Best fit for generation 331: 578
Best fit for generation 332: 578
Best fit for generation 333: 578
Best fit for generation 334: 578
Best fit for generation 335: 578
Best fit for generation 336: 578
Best fit for generation 337: 578
Best fit for generation 338: 578
Best fit for generation 339: 578
Best fit for generation 340: 578
Best fit for generation 341: 578
Best fit for generation 342: 578
Best fit for generation 343: 578
Best fit for generation 344: 578
Best fit for generation 345: 578
Best fit for generation 346: 578
Best fit for generation 347: 578
Best fit for generation 348: 578
Best fit for generation 349: 578
Best fit for generation 350: 578
Best fit for generation 351: 578
Best fit for generation 352: 578
Best fit for generation 353: 578
Best fit for generation 354: 578
Best fit for generation 355: 578
Best fit for generation 356: 578
Best fit for generation 357: 578
Best fit for generation 358: 578
Best fit for generation 359: 578
Best fit for generation 360: 578
Best fit for generation 361: 578
Best fit for generation 362: 578
Best fit for generation 363: 578
Best fit for generation 364: 578
Best fit for generation 365: 578
Best fit for generation 366: 578
Best fit for generation 367: 578
Best fit for generation 368: 578
Best fit for generation 369: 578
Best fit for generation 370: 578
Best fit for generation 371: 578
Best fit for generation 372: 578
Best fit for generation 373: 578
Best fit for generation 374: 578
Best fit for generation 375: 578
Best fit for generation 376: 578
Best fit for generation 377: 578
Best fit for generation 378: 578
Best fit for generation 379: 578
Best fit for generation 380: 578
Best fit for generation 381: 578
Best fit for generation 382: 578
Best fit for generation 383: 578
Best fit for generation 384: 578
Best fit for generation 385: 578
Best fit for generation 386: 578
Best fit for generation 387: 578
Best fit for generation 388: 578
Best fit for generation 389: 578
Best fit for generation 390: 578
Best fit for generation 391: 578
Best fit for generation 392: 578
Best fit for generation 393: 578
Best fit for generation 394: 578
Best fit for generation 395: 578
Best fit for generation 396: 578
Best fit for generation 397: 578
Best fit for generation 398: 578
Best fit for generation 399: 578
Best fit for generation 400: 578
Best fit for generation 401: 578
Best fit for generation 402: 578
Best fit for generation 403: 578
Best fit for generation 404: 578
Best fit for generation 405: 578
Best fit for generation 406: 578
Best fit for generation 407: 578
Best fit for generation 408: 578
Best fit for generation 409: 578
Best fit for generation 410: 578
Best fit for generation 411: 578
Best fit for generation 412: 578
Best fit for generation 413: 578
Best fit for generation 414: 578
Best fit for generation 415: 578
Best fit for generation 416: 578
Best fit for generation 417: 578
Best fit for generation 418: 578
Best fit for generation 419: 578
Best fit for generation 420: 578
Best fit for generation 421: 578
Best fit for generation 422: 578
Best fit for generation 423: 578
Best fit for generation 424: 578
Best fit for generation 425: 578
Best fit for generation 426: 578
Best fit for generation 427: 578
Best fit for generation 428: 578
Best fit for generation 429: 578
Best fit for generation 430: 578
Best fit for generation 431: 578
Best fit for generation 432: 578
Best fit for generation 433: 578
Best fit for generation 434: 578
Best fit for generation 435: 578
Best fit for generation 436: 578
Best fit for generation 437: 578
Best fit for generation 438: 578
Best fit for generation 439: 578
Best fit for generation 440: 578
Best fit for generation 441: 578
Best fit for generation 442: 578
Best fit for generation 443: 578
Best fit for generation 444: 578
Best fit for generation 445: 578
Best fit for generation 446: 578
Best fit for generation 447: 578
Best fit for generation 448: 578
Best fit for generation 449: 578
Best fit for generation 450: 578
Best fit for generation 451: 578
Best fit for generation 452: 578
Best fit for generation 453: 578
Best fit for generation 454: 578
Best fit for generation 455: 578
Best fit for generation 456: 578
Best fit for generation 457: 578
Best fit for generation 458: 578
Best fit for generation 459: 578
Best fit for generation 460: 578
Best fit for generation 461: 578
Best fit for generation 462: 578
Best fit for generation 463: 578
Best fit for generation 464: 578
Best fit for generation 465: 578
Best fit for generation 466: 593
Best fit for generation 467: 593
Best fit for generation 468: 593
Best fit for generation 469: 593
Best fit for generation 470: 593
Best fit for generation 471: 593
Best fit for generation 472: 593
Best fit for generation 473: 593
Best fit for generation 474: 593
Best fit for generation 475: 593
Best fit for generation 476: 593
Best fit for generation 477: 593
Best fit for generation 478: 593
Best fit for generation 479: 593
Best fit for generation 480: 593
Best fit for generation 481: 593
Best fit for generation 482: 593
Best fit for generation 483: 593
Best fit for generation 484: 593
Best fit for generation 485: 593
Best fit for generation 486: 593
Best fit for generation 487: 593
Best fit for generation 488: 593
Best fit for generation 489: 593
Best fit for generation 490: 593
Best fit for generation 491: 593
Best fit for generation 492: 593
Best fit for generation 493: 593
Best fit for generation 494: 593
Best fit for generation 495: 593
Best fit for generation 496: 593
Best fit for generation 497: 593
Best fit for generation 498: 593
Best fit for generation 499: 593
Best fit for generation 500: 593
Best fit for generation 501: 593
Best fit for generation 502: 593
Best fit for generation 503: 593
Best fit for generation 504: 593
Best fit for generation 505: 593
Best fit for generation 506: 593
Best fit for generation 507: 593
Best fit for generation 508: 593
Best fit for generation 509: 593
Best fit for generation 510: 593
Best fit for generation 511: 593
Best fit for generation 512: 593
Best fit for generation 513: 593
Best fit for generation 514: 593
Best fit for generation 515: 593
Best fit for generation 516: 593
Best fit for generation 517: 593
Best fit for generation 518: 593
Best fit for generation 519: 593
Best fit for generation 520: 593
Best fit for generation 521: 593
Best fit for generation 522: 593
Best fit for generation 523: 593
Best fit for generation 524: 593
Best fit for generation 525: 593
Best fit for generation 526: 593
Best fit for generation 527: 593
Best fit for generation 528: 593
Best fit for generation 529: 593
Best fit for generation 530: 593
Best fit for generation 531: 593
Best fit for generation 532: 593
Best fit for generation 533: 593
Best fit for generation 534: 593
Best fit for generation 535: 593
Best fit for generation 536: 593
Best fit for generation 537: 593
Best fit for generation 538: 593
Best fit for generation 539: 593
Best fit for generation 540: 593
Best fit for generation 541: 593
Best fit for generation 542: 593
Best fit for generation 543: 593
Best fit for generation 544: 593
Best fit for generation 545: 593
Best fit for generation 546: 593
Best fit for generation 547: 593
Best fit for generation 548: 593
Best fit for generation 549: 593
Best fit for generation 550: 593
Best fit for generation 551: 593
Best fit for generation 552: 593
Best fit for generation 553: 593
Best fit for generation 554: 593
Best fit for generation 555: 593
Best fit for generation 556: 593
Best fit for generation 557: 593
Best fit for generation 558: 593
Best fit for generation 559: 593
Best fit for generation 560: 593
Best fit for generation 561: 593
Best fit for generation 562: 593
Best fit for generation 563: 593
Best fit for generation 564: 593
Best fit for generation 565: 593
Best fit for generation 566: 593
Best fit for generation 567: 593
Best fit for generation 568: 593
Best fit for generation 569: 593
Best fit for generation 570: 593
Best fit for generation 571: 593
Best fit for generation 572: 593
Best fit for generation 573: 593
Best fit for generation 574: 593
Best fit for generation 575: 593
Best fit for generation 576: 593
Best fit for generation 577: 593
Best fit for generation 578: 593
Best fit for generation 579: 593
Best fit for generation 580: 593
Best fit for generation 581: 593
Best fit for generation 582: 593
Best fit for generation 583: 593
Best fit for generation 584: 593
Best fit for generation 585: 593
Best fit for generation 586: 593
Best fit for generation 587: 593
Best fit for generation 588: 593
Best fit for generation 589: 593
Best fit for generation 590: 593
Best fit for generation 591: 593
Best fit for generation 592: 593
Best fit for generation 593: 593
Best fit for generation 594: 593
Best fit for generation 595: 593
Best fit for generation 596: 593
Best fit for generation 597: 593
Best fit for generation 598: 593
Best fit for generation 599: 593
Best fit for generation 600: 593
Best fit for generation 601: 593
Best fit for generation 602: 593
Best fit for generation 603: 593
Best fit for generation 604: 593
Best fit for generation 605: 593
Best fit for generation 606: 593
Best fit for generation 607: 593
Best fit for generation 608: 593
Best fit for generation 609: 593
Best fit for generation 610: 593
Best fit for generation 611: 593
Best fit for generation 612: 593
Best fit for generation 613: 593
Best fit for generation 614: 593
Best fit for generation 615: 593
Best fit for generation 616: 593
Best fit for generation 617: 593
Best fit for generation 618: 593
Best fit for generation 619: 593
Best fit for generation 620: 593
Best fit for generation 621: 593
Best fit for generation 622: 593
Best fit for generation 623: 593
Best fit for generation 624: 593
Best fit for generation 625: 593
Best fit for generation 626: 593
Best fit for generation 627: 593
Best fit for generation 628: 593
Best fit for generation 629: 593
Best fit for generation 630: 593
Best fit for generation 631: 593
Best fit for generation 632: 593
Best fit for generation 633: 593
Best fit for generation 634: 593
Best fit for generation 635: 593
Best fit for generation 636: 593
Best fit for generation 637: 593
Best fit for generation 638: 593
Best fit for generation 639: 593
Best fit for generation 640: 593
Best fit for generation 641: 593
Best fit for generation 642: 593
Best fit for generation 643: 593
Best fit for generation 644: 593
Best fit for generation 645: 593
Best fit for generation 646: 593
Best fit for generation 647: 593
Best fit for generation 648: 593
Best fit for generation 649: 593
Best fit for generation 650: 593
Best fit for generation 651: 593
Best fit for generation 652: 593
Best fit for generation 653: 593
Best fit for generation 654: 608
Best fit for generation 655: 608
Best fit for generation 656: 608
Best fit for generation 657: 608
Best fit for generation 658: 608
Best fit for generation 659: 608
Best fit for generation 660: 608
Best fit for generation 661: 608
Best fit for generation 662: 608
Best fit for generation 663: 608
Best fit for generation 664: 608
Best fit for generation 665: 608
Best fit for generation 666: 608
Best fit for generation 667: 608
Best fit for generation 668: 608
Best fit for generation 669: 608
Best fit for generation 670: 608
Best fit for generation 671: 608
Best fit for generation 672: 608
Best fit for generation 673: 608
Best fit for generation 674: 608
Best fit for generation 675: 608
Best fit for generation 676: 608
Best fit for generation 677: 608
Best fit for generation 678: 608
Best fit for generation 679: 608
Best fit for generation 680: 608
Best fit for generation 681: 608
Best fit for generation 682: 608
Best fit for generation 683: 608
Best fit for generation 684: 608
Best fit for generation 685: 608
Best fit for generation 686: 608
Best fit for generation 687: 608
Best fit for generation 688: 608
Best fit for generation 689: 608
Best fit for generation 690: 608
Best fit for generation 691: 608
Best fit for generation 692: 608
Best fit for generation 693: 608
Best fit for generation 694: 608
Best fit for generation 695: 608
Best fit for generation 696: 608
Best fit for generation 697: 608
Best fit for generation 698: 608
Best fit for generation 699: 608
Best fit for generation 700: 608
Best fit for generation 701: 608
Best fit for generation 702: 608
Best fit for generation 703: 608
Best fit for generation 704: 608
Best fit for generation 705: 608
Best fit for generation 706: 608
Best fit for generation 707: 608
Best fit for generation 708: 608
Best fit for generation 709: 608
Best fit for generation 710: 608
Best fit for generation 711: 608
Best fit for generation 712: 608
Best fit for generation 713: 608
Best fit for generation 714: 608
Best fit for generation 715: 608
Best fit for generation 716: 608
Best fit for generation 717: 608
Best fit for generation 718: 608
Best fit for generation 719: 608
Best fit for generation 720: 608
Best fit for generation 721: 608
Best fit for generation 722: 608
Best fit for generation 723: 608
Best fit for generation 724: 608
Best fit for generation 725: 608
Best fit for generation 726: 608
Best fit for generation 727: 608
Best fit for generation 728: 608
Best fit for generation 729: 608
Best fit for generation 730: 608
Best fit for generation 731: 608
Best fit for generation 732: 608
Best fit for generation 733: 608
Best fit for generation 734: 608
Best fit for generation 735: 608
Best fit for generation 736: 608
Best fit for generation 737: 608
Best fit for generation 738: 608
Best fit for generation 739: 608
Best fit for generation 740: 608
Best fit for generation 741: 608
Best fit for generation 742: 608
Best fit for generation 743: 608
Best fit for generation 744: 608
Best fit for generation 745: 608
Best fit for generation 746: 608
Best fit for generation 747: 608
Best fit for generation 748: 608
Best fit for generation 749: 608
Best fit for generation 750: 608
Best fit for generation 751: 608
Best fit for generation 752: 608
Best fit for generation 753: 608
Best fit for generation 754: 608
Best fit for generation 755: 608
Best fit for generation 756: 623
Best fit for generation 757: 623
Best fit for generation 758: 623
Best fit for generation 759: 623
Best fit for generation 760: 623
Best fit for generation 761: 623
Best fit for generation 762: 623
Best fit for generation 763: 623
Best fit for generation 764: 623
Best fit for generation 765: 623
Best fit for generation 766: 623
Best fit for generation 767: 623
Best fit for generation 768: 623
Best fit for generation 769: 623
Best fit for generation 770: 623
Best fit for generation 771: 623
Best fit for generation 772: 623
Best fit for generation 773: 623
Best fit for generation 774: 623
Best fit for generation 775: 623
Best fit for generation 776: 623
Best fit for generation 777: 623
Best fit for generation 778: 623
Best fit for generation 779: 623
Best fit for generation 780: 623
Best fit for generation 781: 623
Best fit for generation 782: 623
Best fit for generation 783: 623
Best fit for generation 784: 623
Best fit for generation 785: 623
Best fit for generation 786: 623
Best fit for generation 787: 623
Best fit for generation 788: 623
Best fit for generation 789: 623
Best fit for generation 790: 623
Best fit for generation 791: 623
Best fit for generation 792: 623
Best fit for generation 793: 623
Best fit for generation 794: 623
Best fit for generation 795: 623
Best fit for generation 796: 623
Best fit for generation 797: 623
Best fit for generation 798: 623
Best fit for generation 799: 623
Best fit for generation 800: 623
Best fit for generation 801: 623
Best fit for generation 802: 623
Best fit for generation 803: 623
Best fit for generation 804: 623
Best fit for generation 805: 623
Best fit for generation 806: 623
Best fit for generation 807: 623
Best fit for generation 808: 623
Best fit for generation 809: 623
Best fit for generation 810: 623
Best fit for generation 811: 623
Best fit for generation 812: 623
Best fit for generation 813: 623
Best fit for generation 814: 623
Best fit for generation 815: 623
Best fit for generation 816: 623
Best fit for generation 817: 623
Best fit for generation 818: 623
Best fit for generation 819: 623
Best fit for generation 820: 623
Best fit for generation 821: 623
Best fit for generation 822: 623
Best fit for generation 823: 623
Best fit for generation 824: 623
Best fit for generation 825: 623
Best fit for generation 826: 623
Best fit for generation 827: 623
Best fit for generation 828: 623
Best fit for generation 829: 623
Best fit for generation 830: 623
Best fit for generation 831: 623
Best fit for generation 832: 623
Best fit for generation 833: 623
Best fit for generation 834: 623
Best fit for generation 835: 623
Best fit for generation 836: 623
Best fit for generation 837: 623
Best fit for generation 838: 623
Best fit for generation 839: 623
Best fit for generation 840: 623
Best fit for generation 841: 623
Best fit for generation 842: 623
Best fit for generation 843: 623
Best fit for generation 844: 623
Best fit for generation 845: 623
Best fit for generation 846: 623
Best fit for generation 847: 623
Best fit for generation 848: 623
Best fit for generation 849: 623
Best fit for generation 850: 623
Best fit for generation 851: 623
Best fit for generation 852: 623
Best fit for generation 853: 623
Best fit for generation 854: 623
Best fit for generation 855: 623
Best fit for generation 856: 623
Best fit for generation 857: 623
Best fit for generation 858: 623
Best fit for generation 859: 623
Best fit for generation 860: 623
Best fit for generation 861: 623
Best fit for generation 862: 623
Best fit for generation 863: 623
Best fit for generation 864: 623
Best fit for generation 865: 623
Best fit for generation 866: 623
Best fit for generation 867: 623
Best fit for generation 868: 623
Best fit for generation 869: 623
Best fit for generation 870: 623
Best fit for generation 871: 623
Best fit for generation 872: 623
Best fit for generation 873: 623
Best fit for generation 874: 623
Best fit for generation 875: 623
Best fit for generation 876: 623
Best fit for generation 877: 623
Best fit for generation 878: 623
Best fit for generation 879: 623
Best fit for generation 880: 623
Best fit for generation 881: 623
Best fit for generation 882: 623
Best fit for generation 883: 623
Best fit for generation 884: 623
Best fit for generation 885: 623
Best fit for generation 886: 623
Best fit for generation 887: 623
Best fit for generation 888: 623
Best fit for generation 889: 623
Best fit for generation 890: 623
Best fit for generation 891: 623
Best fit for generation 892: 623
Best fit for generation 893: 623
Best fit for generation 894: 623
Best fit for generation 895: 623
Best fit for generation 896: 623
Best fit for generation 897: 623
Best fit for generation 898: 623
Best fit for generation 899: 623
Best fit for generation 900: 623
Best fit for generation 901: 623
Best fit for generation 902: 623
Best fit for generation 903: 623
Best fit for generation 904: 623
Best fit for generation 905: 623
Best fit for generation 906: 623
Best fit for generation 907: 623
Best fit for generation 908: 623
Best fit for generation 909: 623
Best fit for generation 910: 623
Best fit for generation 911: 623
Best fit for generation 912: 623
Best fit for generation 913: 623
Best fit for generation 914: 623
Best fit for generation 915: 623
Best fit for generation 916: 623
Best fit for generation 917: 623
Best fit for generation 918: 623
Best fit for generation 919: 623
Best fit for generation 920: 623
Best fit for generation 921: 623
Best fit for generation 922: 623
Best fit for generation 923: 623
Best fit for generation 924: 623
Best fit for generation 925: 623
Best fit for generation 926: 623
Best fit for generation 927: 623
Best fit for generation 928: 623
Best fit for generation 929: 623
Best fit for generation 930: 623
Best fit for generation 931: 623
Best fit for generation 932: 623
Best fit for generation 933: 623
Best fit for generation 934: 623
Best fit for generation 935: 623
Best fit for generation 936: 623
Best fit for generation 937: 623
Best fit for generation 938: 623
Best fit for generation 939: 623
Best fit for generation 940: 623
Best fit for generation 941: 623
Best fit for generation 942: 623
Best fit for generation 943: 623
Best fit for generation 944: 623
Best fit for generation 945: 623
Best fit for generation 946: 623
Best fit for generation 947: 623
Best fit for generation 948: 623
Best fit for generation 949: 623
Best fit for generation 950: 623
Best fit for generation 951: 623
Best fit for generation 952: 623
Best fit for generation 953: 623
Best fit for generation 954: 623
Best fit for generation 955: 623
Best fit for generation 956: 623
Best fit for generation 957: 623
Best fit for generation 958: 623
Best fit for generation 959: 623
Best fit for generation 960: 623
Best fit for generation 961: 623
Best fit for generation 962: 623
Best fit for generation 963: 623
Best fit for generation 964: 623
Best fit for generation 965: 623
Best fit for generation 966: 623
Best fit for generation 967: 623
Best fit for generation 968: 623
Best fit for generation 969: 623
Best fit for generation 970: 623
Best fit for generation 971: 623
Best fit for generation 972: 623
Best fit for generation 973: 623
Best fit for generation 974: 623
Best fit for generation 975: 623
Best fit for generation 976: 623
Best fit for generation 977: 623
Best fit for generation 978: 623
Best fit for generation 979: 623
Best fit for generation 980: 623
Best fit for generation 981: 623
Best fit for generation 982: 623
Best fit for generation 983: 623
Best fit for generation 984: 623
Best fit for generation 985: 623
Best fit for generation 986: 623
Best fit for generation 987: 623
Best fit for generation 988: 623
Best fit for generation 989: 623
Best fit for generation 990: 623
Best fit for generation 991: 623
Best fit for generation 992: 623
Best fit for generation 993: 623
Best fit for generation 994: 623
Best fit for generation 995: 623
Best fit for generation 996: 623
Best fit for generation 997: 624
Best fit for generation 998: 624
Best fit for generation 999: 624
Best fit for generation 1000: 624
Best fit for generation 1001: 624
Best fit for generation 1002: 624
Best fit for generation 1003: 624
Best fit for generation 1004: 624
Best fit for generation 1005: 624
Best fit for generation 1006: 624
Best fit for generation 1007: 624
Best fit for generation 1008: 624
Best fit for generation 1009: 624
Best fit for generation 1010: 624
Best fit for generation 1011: 624
Best fit for generation 1012: 624
Best fit for generation 1013: 624
Best fit for generation 1014: 624
Best fit for generation 1015: 624
Best fit for generation 1016: 624
Best fit for generation 1017: 624
Best fit for generation 1018: 624
Best fit for generation 1019: 624
Best fit for generation 1020: 624
Best fit for generation 1021: 624
Best fit for generation 1022: 624
Best fit for generation 1023: 624
Best fit for generation 1024: 624
Best fit for generation 1025: 624
Best fit for generation 1026: 624
Best fit for generation 1027: 624
Best fit for generation 1028: 624
Best fit for generation 1029: 624
Best fit for generation 1030: 624
Best fit for generation 1031: 624
Best fit for generation 1032: 624
Best fit for generation 1033: 624
Best fit for generation 1034: 624
Best fit for generation 1035: 624
Best fit for generation 1036: 624
Best fit for generation 1037: 624
Best fit for generation 1038: 624
Best fit for generation 1039: 624
Best fit for generation 1040: 624
Best fit for generation 1041: 624
Best fit for generation 1042: 624
Best fit for generation 1043: 624
Best fit for generation 1044: 624
Best fit for generation 1045: 624
Best fit for generation 1046: 624
Best fit for generation 1047: 624
Best fit for generation 1048: 624
Best fit for generation 1049: 624
Best fit for generation 1050: 624
Best fit for generation 1051: 624
Best fit for generation 1052: 624
Best fit for generation 1053: 624
Best fit for generation 1054: 624
Best fit for generation 1055: 624
Best fit for generation 1056: 624
Best fit for generation 1057: 624
Best fit for generation 1058: 624
Best fit for generation 1059: 624
Best fit for generation 1060: 624
Best fit for generation 1061: 624
Best fit for generation 1062: 624
Best fit for generation 1063: 624
Best fit for generation 1064: 624
Best fit for generation 1065: 624
Best fit for generation 1066: 624
Best fit for generation 1067: 624
Best fit for generation 1068: 624
