Generation,Best,Time,Total_Time
0,554,0.925,0.925
1,565,0.826,1.751
2,581,1.081,2.832
3,584,0.669,3.501
4,585,0.619,4.120
5,585,0.658,4.778
6,590,0.629,5.407
7,590,0.670,6.077
8,598,0.567,6.644
9,598,0.646,7.290
10,599,0.694,7.984
11,599,0.613,8.597
12,599,0.701,9.298
13,599,0.685,9.983
14,606,0.732,10.715
15,609,0.701,11.416
16,609,0.627,12.043
17,609,0.707,12.750
18,609,0.742,13.492
19,611,0.658,14.150
20,611,0.643,14.793
21,611,0.751,15.544
22,611,0.612,16.156
23,611,0.593,16.749
24,613,0.573,17.322
25,613,0.632,17.954
26,626,0.684,18.638
27,626,0.625,19.263
28,626,0.661,19.924
29,628,0.595,20.519
30,628,0.612,21.131
31,629,0.687,21.818
32,629,0.619,22.437
33,629,0.591,23.028
34,629,0.674,23.702
35,629,0.605,24.307
36,629,0.628,24.935
37,629,0.594,25.529
38,629,0.672,26.201
39,629,0.566,26.767
40,629,0.695,27.462
41,629,0.685,28.147
42,629,0.635,28.782
43,629,0.669,29.451
44,629,0.649,30.100
45,629,0.606,30.706
46,629,0.648,31.354
47,629,0.754,32.108
48,629,0.619,32.727
49,629,0.586,33.313
50,629,0.611,33.924
51,629,0.657,34.581
52,629,0.571,35.152
53,629,0.594,35.746
54,629,0.631,36.377
55,629,0.628,37.005
56,629,0.622,37.627
57,629,0.598,38.225
58,629,0.635,38.860
59,629,0.658,39.518
60,629,0.623,40.141
61,641,0.612,40.753
62,641,0.683,41.436
63,641,0.622,42.058
64,641,0.673,42.731
65,641,0.690,43.421
66,641,0.713,44.134
67,641,0.645,44.779
68,641,0.636,45.415
69,641,0.604,46.019
70,641,0.627,46.646
71,641,0.713,47.359
72,641,0.690,48.049
73,641,0.618,48.667
74,641,0.644,49.311
75,641,0.651,49.962
76,644,0.669,50.631
77,644,0.622,51.253
78,644,0.622,51.875
79,644,0.658,52.533
80,644,0.642,53.175
81,644,0.656,53.831
82,650,0.634,54.465
83,650,0.669,55.134
84,650,0.633,55.767
85,654,0.574,56.341
86,654,0.628,56.969
87,654,0.612,57.581
88,654,0.708,58.289
89,654,0.664,58.953
90,654,0.662,59.615
91,654,0.627,60.242
92,654,0.648,60.890
93,654,0.599,61.489
94,654,0.686,62.175
95,654,0.633,62.808
96,654,0.649,63.457
97,656,0.642,64.099
98,656,0.605,64.704
99,666,0.700,65.404
100,666,0.631,66.035
101,666,0.622,66.657
102,666,0.600,67.257
103,666,0.574,67.831
104,666,0.689,68.520
105,666,0.596,69.116
106,666,0.617,69.733
107,666,0.570,70.303
108,666,0.565,70.868
109,666,0.577,71.445
110,666,0.580,72.025
111,666,0.605,72.630
112,668,0.744,73.374
113,668,0.665,74.039
114,670,0.628,74.667
115,670,0.620,75.287
116,672,0.707,75.994
117,672,0.584,76.578
118,672,0.584,77.162
119,672,0.617,77.779
120,672,0.592,78.371
121,673,0.712,79.083
122,673,0.595,79.678
123,673,0.600,80.278
124,673,0.584,80.862
125,673,0.598,81.460
126,673,0.599,82.059
127,673,0.638,82.697
128,673,0.687,83.384
129,673,0.565,83.949
130,673,0.550,84.499
131,673,0.519,85.018
132,673,0.495,85.513
133,673,0.490,86.003
134,673,0.500,86.503
135,673,0.533,87.036
136,673,0.564,87.600
137,673,0.548,88.148
138,673,0.562,88.710
139,673,0.544,89.254
140,673,0.529,89.783
141,673,0.577,90.360
142,673,0.514,90.874
143,674,0.515,91.389
144,674,0.527,91.916
145,674,0.537,92.453
146,674,0.527,92.980
147,674,0.519,93.499
148,674,0.586,94.085
149,674,0.558,94.643
150,674,0.510,95.153
151,674,0.540,95.693
152,674,0.523,96.216
153,674,0.511,96.727
154,674,0.523,97.250
155,674,0.556,97.806
156,674,0.523,98.329
157,674,0.506,98.835
158,674,0.552,99.387
159,674,0.500,99.887
160,674,0.551,100.438
161,674,0.518,100.956
162,674,0.502,101.458
163,674,0.498,101.956
164,674,0.539,102.495
165,674,0.534,103.029
166,674,0.519,103.548
167,674,0.548,104.096
168,674,0.589,104.685
169,674,0.527,105.212
170,674,0.521,105.733
171,674,0.503,106.236
172,674,0.517,106.753
173,674,0.613,107.366
174,674,0.554,107.920
175,674,0.506,108.426
176,674,0.614,109.040
177,674,0.527,109.567
178,674,0.515,110.082
179,674,0.486,110.568
180,674,0.518,111.086
181,674,0.573,111.659
182,674,0.610,112.269
183,674,0.540,112.809
184,674,0.563,113.372
185,674,0.540,113.912
186,674,0.614,114.526
187,674,0.610,115.136
188,674,0.551,115.687
189,674,0.608,116.295
190,674,0.616,116.911
191,674,0.532,117.443
192,674,0.539,117.982
193,674,0.573,118.555
194,674,0.536,119.091
195,674,0.669,119.760
196,674,0.516,120.276
197,674,0.482,120.758
198,674,0.595,121.353
199,674,0.514,121.867
200,674,0.479,122.346
201,674,0.476,122.822
202,674,0.467,123.289
203,674,0.498,123.787
204,674,0.468,124.255
205,674,0.509,124.764
206,674,0.475,125.239
207,674,0.628,125.867
208,677,0.482,126.349
209,678,0.555,126.904
210,678,0.612,127.516
211,678,0.576,128.092
212,678,0.499,128.591
213,678,0.563,129.154
214,678,0.639,129.793
215,686,0.537,130.330
216,686,0.642,130.972
217,686,0.641,131.613
218,686,0.628,132.241
219,686,0.617,132.858
220,686,0.609,133.467
221,686,0.563,134.030
222,686,0.789,134.819
223,686,0.541,135.360
224,686,0.561,135.921
225,686,0.643,136.564
226,686,0.483,137.047
227,686,0.537,137.584
228,686,0.701,138.285
229,686,0.565,138.850
230,686,0.566,139.416
231,686,0.517,139.933
232,686,0.524,140.457
233,686,0.509,140.966
234,686,0.549,141.515
235,686,0.458,141.973
236,686,0.604,142.577
237,686,0.535,143.112
238,686,0.486,143.598
239,686,0.469,144.067
240,686,0.500,144.567
241,686,0.500,145.067
242,686,0.522,145.589
243,686,0.515,146.104
244,686,0.565,146.669
245,686,0.540,147.209
246,686,0.610,147.819
247,686,0.498,148.317
248,686,0.522,148.839
249,686,0.466,149.305
250,686,0.483,149.788
251,686,0.517,150.305
252,686,0.495,150.800
253,686,0.495,151.295
254,686,0.478,151.773
255,686,0.450,152.223
256,686,0.558,152.781
257,686,0.530,153.311
258,686,0.537,153.848
259,686,0.568,154.416
260,686,0.492,154.908
261,686,0.504,155.412
262,686,0.481,155.893
263,686,0.506,156.399
264,686,0.499,156.898
265,686,0.502,157.400
266,689,0.456,157.856
267,689,0.495,158.351
268,689,0.501,158.852
269,689,0.552,159.404
270,689,0.568,159.972
271,689,0.514,160.486
272,689,0.500,160.986
273,689,0.515,161.501
274,689,0.536,162.037
275,689,0.556,162.593
276,689,0.500,163.093
277,689,0.481,163.574
278,689,0.578,164.152
279,689,0.470,164.622
280,689,0.552,165.174
281,689,0.643,165.817
282,689,0.518,166.335
283,689,0.558,166.893
284,689,0.594,167.487
285,689,0.620,168.107
286,689,0.753,168.860
287,689,0.707,169.567
288,689,0.781,170.348
289,689,0.787,171.135
290,689,0.651,171.786
291,689,0.616,172.402
292,689,0.623,173.025
293,689,0.622,173.647
294,689,0.648,174.295
295,689,0.706,175.001
296,689,0.630,175.631
297,689,0.648,176.279
298,689,0.680,176.959
299,689,0.620,177.579
300,689,0.637,178.216
301,689,0.604,178.820
302,689,0.589,179.409
303,689,0.694,180.103
304,689,0.637,180.740
305,689,0.608,181.348
306,689,0.675,182.023
307,689,0.642,182.665
308,689,0.662,183.327
309,689,0.685,184.012
310,689,0.646,184.658
311,689,0.680,185.338
312,689,0.701,186.039
313,689,0.690,186.729
314,689,0.629,187.358
315,689,0.668,188.026
316,689,0.685,188.711
317,689,0.726,189.437
318,689,0.614,190.051
319,689,0.644,190.695
320,689,0.640,191.335
321,689,0.605,191.940
322,689,0.697,192.637
323,689,0.651,193.288
324,689,0.651,193.939
325,689,0.609,194.548
326,689,0.686,195.234
327,689,0.745,195.979
328,689,0.828,196.807
329,689,0.655,197.462
330,689,0.621,198.083
331,694,0.624,198.707
332,694,0.616,199.323
333,694,0.634,199.957
334,694,0.786,200.743
335,694,0.621,201.364
336,694,0.625,201.989
337,694,0.596,202.585
338,694,0.643,203.228
339,694,0.605,203.833
340,694,0.655,204.488
341,694,0.735,205.223
342,694,0.673,205.896
343,694,0.591,206.487
344,694,0.609,207.096
345,694,0.621,207.717
346,694,0.633,208.350
347,694,0.684,209.034
348,694,0.605,209.639
349,694,0.695,210.334
350,694,0.663,210.997
351,694,0.587,211.584
352,694,0.704,212.288
353,694,0.699,212.987
354,694,1.021,214.008
355,694,0.650,214.658
356,694,0.661,215.319
357,694,0.665,215.984
358,694,0.644,216.628
359,694,0.641,217.269
360,694,0.657,217.926
361,694,0.606,218.532
362,694,0.626,219.158
363,694,0.589,219.747
364,694,0.774,220.521
365,694,0.630,221.151
366,694,0.625,221.776
367,694,0.634,222.410
368,694,0.637,223.047
369,694,0.599,223.646
370,698,0.624,224.270
371,698,0.756,225.026
372,698,0.610,225.636
373,698,0.626,226.262
374,698,0.667,226.929
375,698,0.764,227.693
376,698,0.636,228.329
377,698,0.647,228.976
378,698,0.642,229.618
379,698,0.673,230.291
380,698,0.649,230.940
381,698,0.712,231.652
382,698,0.610,232.262
383,698,0.665,232.
