Generation,Best,Time,Total_Time
0,389,0.070,0.070
1,389,0.007,0.077
2,389,0.000,0.077
3,389,0.015,0.092
4,389,0.010,0.102
5,389,0.000,0.102
6,389,0.018,0.120
7,389,0.000,0.120
8,389,0.000,0.120
9,389,0.017,0.137
10,389,0.019,0.156
11,389,0.003,0.159
12,389,0.015,0.174
13,389,0.007,0.181
14,389,0.000,0.181
15,389,0.015,0.196
16,389,0.000,0.196
17,389,0.000,0.196
18,389,0.002,0.198
19,389,0.000,0.198
20,389,0.016,0.214
21,389,0.000,0.214
22,389,0.000,0.214
23,389,0.001,0.215
24,389,0.000,0.215
25,389,0.014,0.229
26,389,0.000,0.229
27,389,0.000,0.229
28,389,0.018,0.247
29,389,0.000,0.247
30,389,0.000,0.247
31,389,0.001,0.248
32,389,0.000,0.248
33,389,0.016,0.264
34,389,0.000,0.264
35,389,0.017,0.281
36,389,0.000,0.281
37,389,0.000,0.281
38,389,0.000,0.281
39,389,0.000,0.281
40,389,0.017,0.298
41,396,0.000,0.298
42,396,0.002,0.300
43,396,0.000,0.300
44,396,0.013,0.313
45,396,0.000,0.313
46,396,0.000,0.313
47,396,0.001,0.314
48,396,0.000,0.314
49,396,0.000,0.314
50,396,0.002,0.316
51,396,0.000,0.316
52,396,0.000,0.316
53,396,0.001,0.317
54,396,0.000,0.317
55,396,0.000,0.317
56,396,0.002,0.319
57,396,0.000,0.319
58,396,0.000,0.319
59,396,0.003,0.322
60,396,0.000,0.322
61,396,0.012,0.334
62,396,0.002,0.336
63,396,0.000,0.336
64,396,0.004,0.340
65,396,0.001,0.341
66,396,0.000,0.341
67,396,0.000,0.341
68,396,0.000,0.341
69,396,0.000,0.341
70,396,0.000,0.341
71,396,0.000,0.341
72,396,0.000,0.341
73,396,0.000,0.341
74,396,0.000,0.341
75,396,0.016,0.357
76,396,0.000,0.357
77,396,0.017,0.374
78,396,0.014,0.388
79,396,0.000,0.388
80,396,0.000,0.388
81,396,0.050,0.438
82,419,0.000,0.438
83,419,0.004,0.442
84,419,0.000,0.442
85,419,0.000,0.442
86,419,0.000,0.442
87,419,0.000,0.442
88,419,0.020,0.462
89,419,0.000,0.462
90,419,0.014,0.476
91,419,0.000,0.476
92,419,0.000,0.476
93,419,0.000,0.476
94,419,0.000,0.476
95,419,0.000,0.476
96,419,0.000,0.476
97,419,0.002,0.478
98,419,0.000,0.478
99,419,0.000,0.478
100,419,0.000,0.478
101,419,0.017,0.495
102,419,0.000,0.495
103,419,0.000,0.495
104,419,0.009,0.504
105,419,0.008,0.512
106,419,0.000,0.512
107,419,0.000,0.512
108,419,0.001,0.513
109,419,0.000,0.513
110,419,0.000,0.513
111,419,0.000,0.513
112,419,0.000,0.513
113,419,0.017,0.530
114,419,0.000,0.530
115,419,0.000,0.530
116,419,0.002,0.532
117,419,0.000,0.532
118,419,0.000,0.532
119,419,0.001,0.533
120,419,0.000,0.533
121,419,0.017,0.550
122,419,0.000,0.550
123,419,0.000,0.550
124,419,0.000,0.550
125,419,0.000,0.550
126,419,0.014,0.564
127,419,0.000,0.564
128,419,0.000,0.564
129,419,0.000,0.564
130,419,0.000,0.564
131,419,0.000,0.564
132,419,0.000,0.564
133,419,0.000,0.564
134,419,0.014,0.578
135,419,0.000,0.578
136,419,0.000,0.578
137,419,0.016,0.594
138,419,0.000,0.594
139,419,0.000,0.594
140,419,0.000,0.594
141,419,0.000,0.594
142,419,0.000,0.594
143,419,0.000,0.594
144,419,0.002,0.596
145,419,0.000,0.596
146,419,0.015,0.611
147,419,0.000,0.611
148,419,0.000,0.611
149,419,0.014,0.625
150,419,0.000,0.625
151,419,0.000,0.625
152,419,0.004,0.629
153,419,0.000,0.629
154,419,0.000,0.629
155,419,0.000,0.629
156,419,0.000,0.629
157,419,0.015,0.644
158,419,0.000,0.644
159,419,0.000,0.644
160,419,0.015,0.659
161,419,0.000,0.659
162,419,0.000,0.659
163,419,0.000,0.659
164,419,0.002,0.661
165,419,0.002,0.663
166,419,0.008,0.671
167,419,0.003,0.674
168,419,0.003,0.677
169,419,0.002,0.679
170,419,0.000,0.679
171,419,0.000,0.679
172,419,0.000,0.679
173,419,0.003,0.682
174,419,0.002,0.684
175,419,0.000,0.684
176,419,0.000,0.684
177,419,0.000,0.684
178,419,0.014,0.698
179,419,0.002,0.700
180,419,0.000,0.700
181,419,0.000,0.700
182,419,0.002,0.702
183,419,0.000,0.702
184,419,0.025,0.727
185,419,0.005,0.732
186,419,0.003,0.735
187,419,0.004,0.739
188,419,0.003,0.742
189,419,0.004,0.746
190,419,0.006,0.752
191,419,0.005,0.757
192,419,0.010,0.767
193,419,0.005,0.772
194,419,0.005,0.777
195,419,0.005,0.782
196,419,0.003,0.785
197,419,0.003,0.788
198,419,0.003,0.791
199,419,0.004,0.795
200,419,0.004,0.799
201,419,0.006,0.805
202,419,0.002,0.807
203,419,0.002,0.809
204,419,0.002,0.811
205,419,0.007,0.818
206,419,0.004,0.822
207,419,0.002,0.824
208,419,0.002,0.826
209,419,0.003,0.829
210,419,0.003,0.832
211,419,0.004,0.836
212,419,0.003,0.839
213,419,0.004,0.843
214,419,0.002,0.845
215,419,0.003,0.848
216,419,0.004,0.852
217,419,0.002,0.854
218,419,0.002,0.856
219,419,0.003,0.859
220,419,0.002,0.861
221,419,0.001,0.862
222,419,0.002,0.864
223,419,0.004,0.868
224,419,0.002,0.870
225,419,0.003,0.873
226,419,0.001,0.874
227,419,0.002,0.876
228,419,0.002,0.878
229,419,0.002,0.880
230,419,0.003,0.883
231,419,0.002,0.885
232,419,0.002,0.887
233,419,0.000,0.887
234,419,0.003,0.890
235,419,0.004,0.894
236,419,0.002,0.896
237,419,0.002,0.898
238,419,0.002,0.900
239,419,0.003,0.903
240,419,0.002,0.905
241,419,0.002,0.907
242,419,0.002,0.909
243,419,0.002,0.911
244,419,0.003,0.914
245,419,0.004,0.918
246,419,0.003,0.921
247,419,0.002,0.923
248,419,0.003,0.926
249,419,0.002,0.928
250,419,0.002,0.930
251,419,0.003,0.933
252,419,0.001,0.934
253,419,0.002,0.936
254,419,0.002,0.938
255,419,0.005,0.943
256,419,0.003,0.946
257,419,0.003,0.949
258,419,0.004,0.953
259,419,0.000,0.953
260,419,0.000,0.953
261,419,0.000,0.953
262,419,0.017,0.970
263,419,0.000,0.970
264,421,0.000,0.970
265,421,0.016,0.986
266,421,0.005,0.991
267,421,0.002,0.993
268,421,0.002,0.995
269,421,0.004,0.999
270,421,0.002,1.001
271,421,0.003,1.004
272,421,0.003,1.007
273,421,0.002,1.009
274,421,0.002,1.011
275,421,0.003,1.014
276,421,0.001,1.015
277,421,0.003,1.018
278,421,0.002,1.020
279,421,0.003,1.023
280,421,0.001,1.024
281,421,0.002,1.026
282,421,0.001,1.027
283,421,0.003,1.030
284,421,0.005,1.035
285,433,0.000,1.035
286,439,0.000,1.035
287,439,0.015,1.050
288,439,0.000,1.050
289,439,0.000,1.050
290,439,0.013,1.063
291,439,0.002,1.065
292,439,0.003,1.068
293,439,0.003,1.071
294,439,0.002,1.073
295,439,0.002,1.075
296,439,0.002,1.077
297,439,0.004,1.081
298,439,0.000,1.081
299,439,0.000,1.081
300,439,0.002,1.083
301,439,0.000,1.083
302,439,0.000,1.083
303,439,0.002,1.085
304,439,0.002,1.087
305,439,0.002,1.089
306,439,0.003,1.092
307,447,0.003,1.095
308,447,0.003,1.098
309,447,0.003,1.101
310,447,0.003,1.104
311,447,0.002,1.106
312,447,0.003,1.109
313,447,0.003,1.112
314,447,0.001,1.113
315,447,0.002,1.115
316,447,0.002,1.117
317,447,0.003,1.120
318,447,0.003,1.123
319,447,0.003,1.126
320,447,0.003,1.129
321,447,0.002,1.131
322,447,0.003,1.134
323,447,0.000,1.134
324,447,0.000,1.134
325,447,0.017,1.151
326,447,0.020,1.171
327,447,0.003,1.174
328,447,0.006,1.180
329,447,0.003,1.183
330,447,0.000,1.183
331,447,0.003,1.186
332,447,0.003,1.189
333,448,0.002,1.191
334,448,0.003,1.194
335,448,0.000,1.194
336,448,0.000,1.194
337,448,0.002,1.196
338,448,0.002,1.198
339,448,0.003,1.201
340,448,0.003,1.204
341,448,0.004,1.208
342,448,0.003,1.211
343,448,0.003,1.214
344,448,0.001,1.215
345,448,0.003,1.218
346,448,0.002,1.220
347,448,0.005,1.225
348,448,0.002,1.227
349,448,0.002,1.229
350,448,0.002,1.231
351,448,0.003,1.234
352,448,0.002,1.236
353,448,0.003,1.239
354,448,0.003,1.242
355,448,0.002,1.244
356,448,0.005,1.249
357,448,0.002,1.251
